Player,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE,match_id,Team,Opp_Team,Map,Patch
DiMAS,4,1,0.0,0.0,1,0.0,0.0,0.0,0.0,65,0,1,8244,ZAM+,VKS,BIND,1.14
deM0,5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,34,3,0,8244,ZAM+,VKS,BIND,1.14
rhamurti,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,43,1,0,8244,ZAM+,VKS,BIND,1.14
zam,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,33,1,0,8244,ZAM+,VKS,BIND,1.14
frz,4,1,0,0.0,1,0.0,0.0,0.0,0.0,70,0,2,8244,VKS,ZAM+,ASCENT,1.14
Sacy,3,0,0,0.0,0,0.0,0.0,0.0,0.0,72,2,1,8244,VKS,ZAM+,ASCENT,1.14
saadhak,1,1,0,0.0,0,0.0,0.0,0.0,0.0,54,0,2,8244,VKS,ZAM+,ASCENT,1.14
gtnziN,4,1,0,0.0,0,0.0,0.0,0.0,0.0,48,0,1,8244,VKS,ZAM+,ASCENT,1.14
sutecas,5,2,0,0.0,0,0.0,0.0,0.0,0.0,70,1,0,8244,VKS,ZAM+,ASCENT,1.14
BRNWOWZK1,1,0,0,0.0,0,0.0,0.0,0.0,0.0,29,2,0,8244,ZAM+,VKS,ASCENT,1.14
DiMAS,0,0,0,0.0,0,0.0,0.0,0.0,0.0,33,2,1,8244,ZAM+,VKS,ASCENT,1.14
deM0,1,1,0,0.0,0,0.0,0.0,0.0,0.0,35,1,0,8244,ZAM+,VKS,ASCENT,1.14
rhamurti,2,1,1,0.0,0,0.0,0.0,0.0,0.0,64,2,0,8244,ZAM+,VKS,ASCENT,1.14
zam,2,1,1,0.0,0,0.0,0.0,0.0,0.0,76,1,0,8244,ZAM+,VKS,ASCENT,1.14
frz,1,1,2,1,0.0,0,0.0,0.0,0.0,163,0,2,8232,VKS,mato,HAVEN,1.14
Sacy,3,1,0,0,0.0,0,0.0,0.0,0.0,69,0,0,8232,VKS,mato,HAVEN,1.14
saadhak,1,0,0,0,0.0,0,0.0,0.0,0.0,33,1,0,8232,VKS,mato,HAVEN,1.14
gtnziN,6,0,0,0,0.0,0,0.0,0.0,0.0,73,0,1,8232,VKS,mato,HAVEN,1.14
sutecas,3,1,0,0,0.0,0,0.0,0.0,0.0,121,1,0,8232,VKS,mato,HAVEN,1.14
caixinhadesom,0,0,0,0,0.0,0,0.0,0.0,0.0,16,4,0,8232,mato,VKS,HAVEN,1.14
furlan,4,0,0,0,0.0,0,0.0,0.0,0.0,63,0,0,8232,mato,VKS,HAVEN,1.14
batini,2,0,0,0,0.0,1,0.0,0.0,0.0,39,0,0,8232,mato,VKS,HAVEN,1.14
goNtheKING,2,1,0,0,0.0,0,0.0,0.0,0.0,39,1,0,8232,mato,VKS,HAVEN,1.14
brh1,0,0,0,0,0.0,0,0.0,0.0,0.0,13,0,0,8232,mato,VKS,HAVEN,1.14
pepa,1,0,0,0.0,1,0,0.0,0.0,0.0,33,1,0,9101,paiN,VKS,ASCENT,2.01
murizzz,0,1,1,0.0,0,0,0.0,0.0,0.0,66,0,0,9101,paiN,VKS,ASCENT,2.01
matheuzin,1,1,0,0.0,0,0,0.0,0.0,0.0,38,2,0,9101,paiN,VKS,ASCENT,2.01
kon4n,1,0,0,0.0,0,1,0.0,0.0,0.0,45,3,1,9101,paiN,VKS,ASCENT,2.01
ryotzz,0,1,0,0.0,0,0,0.0,0.0,0.0,24,0,0,9101,paiN,VKS,ASCENT,2.01
frz,4,1,1,0.0,0,0,0.0,0.0,0.0,78,2,0,9101,VKS,paiN,ASCENT,2.01
Sacy,3,0,0,0.0,0,0,0.0,0.0,0.0,73,0,1,9101,VKS,paiN,ASCENT,2.01
saadhak,2,2,0,0.0,1,0,0.0,0.0,0.0,43,2,2,9101,VKS,paiN,ASCENT,2.01
gtnziN,2,1,2,0.0,0,0,0.0,0.0,0.0,80,0,0,9101,VKS,paiN,ASCENT,2.01
sutecas,1,2,0,0.0,0,0,0.0,0.0,0.0,57,0,0,9101,VKS,paiN,ASCENT,2.01
pepa,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,29,0,0,9101,paiN,VKS,HAVEN,2.01
murizzz,2,2,0.0,0.0,0,0.0,0.0,0.0,0.0,57,1,0,9101,paiN,VKS,HAVEN,2.01
matheuzin,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,37,0,0,9101,paiN,VKS,HAVEN,2.01
kon4n,1,2,0.0,0.0,1,0.0,0.0,0.0,0.0,49,4,0,9101,paiN,VKS,HAVEN,2.01
ryotzz,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,24,0,0,9101,paiN,VKS,HAVEN,2.01
frz,3,2,0.0,0.0,0,0.0,0.0,0.0,0.0,68,0,0,9101,VKS,paiN,HAVEN,2.01
Sacy,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,55,1,0,9101,VKS,paiN,HAVEN,2.01
saadhak,4,0,0.0,0.0,0,0.0,0.0,0.0,0.0,67,4,0,9101,VKS,paiN,HAVEN,2.01
gtnziN,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,64,3,0,9101,VKS,paiN,HAVEN,2.01
sutecas,5,1,0.0,0.0,0,0.0,0.0,0.0,0.0,63,3,0,9101,VKS,paiN,HAVEN,2.01
rst,1,1,0.0,0.0,0,0.0,0,0.0,0.0,30,2,0,9260,IMP,VKS,ASCENT,2.01
Evilkyk,3,0,0.0,0.0,1,0.0,0,0.0,0.0,58,0,0,9260,IMP,VKS,ASCENT,2.01
gustt1nha,3,1,0.0,0.0,0,0.0,1,0.0,0.0,40,4,1,9260,IMP,VKS,ASCENT,2.01
tuyz,3,1,0.0,0.0,0,0.0,0,0.0,0.0,62,0,0,9260,IMP,VKS,ASCENT,2.01
Biscoit1n,1,0,0.0,0.0,0,0.0,0,0.0,0.0,48,1,0,9260,IMP,VKS,ASCENT,2.01
frz,2,1,0.0,0.0,0,0.0,0,0.0,0.0,39,0,1,9260,VKS,IMP,ASCENT,2.01
