Player,Agents,ACS,K,D,A,KD_DIFF,ADR,HS%,FK,FD,FK_FD_DIFF,match_id,Team_x,Opp_Team_x,rounds_won,rounds_lost,ct_rounds_won,ct_rounds_lost,t_rounds_won,t_rounds_lost,Map,Patch_x,total_rounds,win_rate,KPR,DPR,APR,FKPR,FKWR,FDPR,ct_wr,t_wr,RESULT,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE,Team_y,Opp_Team_y,Patch_y,total_mult_kill,total_clutch,MKPR,CPR,0,astra,breach,brimstone,cypher,jett,killjoy,omen,phoenix,raze,reyna,sage,skye,sova,viper,yoru
JhoW,sage,149,9,18,6,-9,94.8,11,1,2,-1,3214,GL,FF,7,13,3,5,4,8,BIND,0.0,20,35.0,0.45,0.9,0.3,0.05,33.33,0.1,37.5,33.33,L,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,4,0,GL,FF,1.08,3.0,0.0,0.15,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Nyang,omen,138,10,12,1,-2,91.4,40,2,2,0,3214,GL,FF,7,13,3,5,4,8,BIND,0.0,20,35.0,0.5,0.6,0.05,0.1,50.0,0.1,37.5,33.33,L,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,0,0,GL,FF,1.08,1.0,0.0,0.05,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jonn,phoenix,123,7,17,5,-10,72.9,3,1,7,-6,3214,GL,FF,7,13,3,5,4,8,BIND,0.0,20,35.0,0.35,0.85,0.25,0.05,12.5,0.35,37.5,33.33,L,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0,0,GL,FF,1.08,1.0,0.0,0.05,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
delevingne,jett,246,18,10,3,8,150.4,24,4,2,2,3214,VORA,GL,13,7,8,4,5,3,BIND,0.0,20,65.0,0.9,0.5,0.15,0.2,66.67,0.1,66.67,62.5,W,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0,1,VORA,GL,1.08,4.0,0.0,0.2,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
krain,sova,215,15,9,7,6,149.9,20,3,1,2,3214,VORA,GL,13,7,8,4,5,3,BIND,0.0,20,65.0,0.75,0.45,0.35,0.15,75.0,0.05,66.67,62.5,W,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,59,0,1,VORA,GL,1.08,4.0,1.0,0.2,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
v1xen,omen,211,17,7,6,10,127.8,18,1,1,0,3214,VORA,GL,13,7,8,4,5,3,BIND,0.0,20,65.0,0.85,0.35,0.3,0.05,50.0,0.05,66.67,62.5,W,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,6,0,VORA,GL,1.08,4.0,0.0,0.2,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
dragonite,cypher,192,13,8,5,5,131.0,30,2,0,2,3214,VORA,GL,13,7,8,4,5,3,BIND,0.0,20,65.0,0.65,0.4,0.25,0.1,100.0,0.0,66.67,62.5,W,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,0,0,VORA,GL,1.08,3.0,0.0,0.15,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
fzkk,raze,187,10,16,8,-6,113.6,6,4,2,2,3214,VORA,GL,13,7,8,4,5,3,BIND,0.0,20,65.0,0.5,0.8,0.4,0.2,66.67,0.1,66.67,62.5,W,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0,0,VORA,GL,1.08,1.0,0.0,0.05,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jonn,sage,223,13,14,3,-1,139.9,26,3,4,-1,3214,GL,FF,5,13,5,7,0,6,ASCENT,0.0,18,27.78,0.72,0.78,0.17,0.17,42.86,0.22,41.67,0.0,L,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55,0,0,GL,FF,1.08,3.0,0.0,0.17,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
mwzera,jett,191,12,16,1,-4,101.8,20,2,2,0,3214,GL,FF,5,13,5,7,0,6,ASCENT,0.0,18,27.78,0.67,0.89,0.06,0.11,50.0,0.11,41.67,0.0,L,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0,1,GL,FF,1.08,4.0,0.0,0.22,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
fznnn,sova,160,9,16,5,-7,113.6,14,0,1,-1,3214,GL,FF,5,13,5,7,0,6,ASCENT,0.0,18,27.78,0.5,0.89,0.28,0.0,0.0,0.06,41.67,0.0,L,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,1,1,GL,FF,1.08,1.0,0.0,0.06,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nyang,omen,114,7,14,4,-7,75.6,24,1,3,-2,3214,GL,FF,5,13,5,7,0,6,ASCENT,0.0,18,27.78,0.39,0.78,0.22,0.06,25.0,0.17,41.67,0.0,L,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32,2,1,GL,FF,1.08,1.0,1.0,0.06,0.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JhoW,cypher,103,5,15,2,-10,75.0,15,0,2,-2,3214,GL,FF,5,13,5,7,0,6,ASCENT,0.0,18,27.78,0.28,0.83,0.11,0.0,0.0,0.11,41.67,0.0,L,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0,0,GL,FF,1.08,1.0,0.0,0.06,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
fzkk,raze,464,29,7,2,22,247.2,11,6,1,5,3214,VORA,GL,13,5,6,0,7,5,ASCENT,0.0,18,72.22,1.61,0.39,0.11,0.33,85.71,0.06,100.0,58.33,W,4,2,2.0,0.0,1.0,0.0,0.0,0.0,0.0,114,1,3,VORA,GL,1.08,8.0,1.0,0.44,0.06,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
krain,sova,190,12,10,8,2,131.2,14,1,0,1,3214,VORA,GL,13,5,6,0,7,5,ASCENT,0.0,18,72.22,0.67,0.56,0.44,0.06,100.0,0.0,100.0,58.33,W,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,1,0,VORA,GL,1.08,3.0,0.0,0.17,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
delevingne,jett,177,12,10,2,2,120.9,24,2,3,-1,3214,VORA,GL,13,5,6,0,7,5,ASCENT,0.0,18,72.22,0.67,0.56,0.11,0.11,40.0,0.17,100.0,58.33,W,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,0,0,VORA,GL,1.08,4.0,0.0,0.22,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
dragonite,cypher,150,11,10,4,1,113.9,25,1,1,0,3214,VORA,GL,13,5,6,0,7,5,ASCENT,0.0,18,72.22,0.61,0.56,0.22,0.06,50.0,0.06,100.0,58.33,W,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0,0,VORA,GL,1.08,1.0,0.0,0.06,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
v1xen,omen,147,11,9,4,2,86.5,29,2,1,1,3214,VORA,GL,13,5,6,0,7,5,ASCENT,0.0,18,72.22,0.61,0.5,0.22,0.11,66.67,0.06,100.0,58.33,W,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,8,0,VORA,GL,1.08,3.0,0.0,0.17,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
frz,sova,222,14,14,5,0,117.1,17,3,1,2,3144,B4,GL,7,13,2,6,5,7,ASCENT,0.0,20,35.0,0.7,0.7,0.25,0.15,75.0,0.05,25.0,41.67,L,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52,0,0,B4,GL,1.08,3.0,0.0,0.15,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
xand,jett,186,14,16,0,-2,133.4,25,1,4,-3,3144,B4,GL,7,13,2,6,5,7,ASCENT,0.0,20,35.0,0.7,0.8,0.0,0.05,20.0,0.2,25.0,41.67,L,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,1,0,B4,GL,1.08,3.0,0.0,0.15,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
akemy,omen,154,11,16,0,-5,74.9,16,2,2,0,3144,B4,GL,7,13,2,6,5,7,ASCENT,0.0,20,35.0,0.55,0.8,0.0,0.1,50.0,0.1,25.0,41.67,L,3,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27,3,0,B4,GL,1.08,3.0,1.0,0.15,0.05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
v1nny,cypher,146,10,17,7,-7,83.9,5,1,5,-4,3144,B4,GL,7,13,2,6,5,7,ASCENT,0.0,20,35.0,0.5,0.85,0.35,0.05,16.67,0.25,25.0,41.67,L,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1,0,B4,GL,1.08,4.0,0.0,0.2,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pancada,sage,145,10,14,7,-4,91.9,17,0,1,-1,3144,B4,GL,7,13,2,6,5,7,ASCENT,0.0,20,35.0,0.5,0.7,0.35,0.0,0.0,0.05,25.0,41.67,L,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,2,0,B4,GL,1.08,2.0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jonn,sage,327,24,11,5,13,175.7,27,1,1,0,3144,GL,B4,13,7,7,5,6,2,ASCENT,0.0,20,65.0,1.2,0.55,0.25,0.05,50.0,0.05,58.33,75.0,W,3,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,85,0,0,GL,B4,1.08,6.0,1.0,0.3,0.05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
mwzera,jett,286,20,14,4,6,157.8,19,10,2,8,3144,GL,B4,13,7,7,5,6,2,ASCENT,0.0,20,65.0,1.0,0.7,0.2,0.5,83.33,0.1,58.33,75.0,W,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78,0,1,GL,B4,1.08,4.0,0.0,0.2,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
fznnn,sova,194,14,12,8,2,123.6,14,2,2,0,3144,GL,B4,13,7,7,5,6,2,ASCENT,0.0,20,65.0,0.7,0.6,0.4,0.1,50.0,0.1,58.33,75.0,W,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,1,1,GL,B4,1.08,3.0,0.0,0.15,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
JhoW,cypher,165,11,11,9,0,112.0,14,0,0,0,3144,GL,B4,13,7,7,5,6,2,ASCENT,0.0,20,65.0,0.55,0.55,0.45,0.0,0.0,0.0,58.33,75.0,W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,0,0,GL,B4,1.08,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nyang,omen,108,8,11,8,-3,62.2,12,0,2,-2,3144,GL,B4,13,7,7,5,6,2,ASCENT,0.0,20,65.0,0.4,0.55,0.4,0.0,0.0,0.1,58.33,75.0,W,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,3,0,GL,B4,1.08,1.0,0.0,0.05,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tecnosh,jett,282,19,15,2,4,186.1,20,3,2,1,3050,FAKE,GL,7,13,5,7,2,6,ASCENT,0.0,20,35.0,0.95,0.75,0.1,0.15,60.0,0.1,41.67,25.0,L,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,3,1,FAKE,GL,1.08,5.0,0.0,0.25,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NANZIN,sova,194,11,14,4,-3,122.9,35,2,4,-2,3050,FAKE,GL,7,13,5,7,2,6,ASCENT,0.0,20,35.0,0.55,0.7,0.2,0.1,33.33,0.2,41.67,25.0,L,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,1,0,FAKE,GL,1.08,3.0,0.0,0.15,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
patochovsk,omen,161,11,14,4,-3,88.3,20,1,3,-2,3050,FAKE,GL,7,13,5,7,2,6,ASCENT,0.0,20,35.0,0.55,0.7,0.2,0.05,25.0,0.15,41.67,25.0,L,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,1,0,FAKE,GL,1.08,1.0,0.0,0.05,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GTFAFMX,breach,159,13,13,4,0,97.0,20,0,2,-2,3050,FAKE,GL,7,13,5,7,2,6,ASCENT,0.0,20,35.0,0.65,0.65,0.2,0.0,0.0,0.1,41.67,25.0,L,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,FAKE,GL,1.08,5.0,0.0,0.25,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FLG1,cypher,127,8,16,6,-8,83.1,27,2,1,1,3050,FAKE,GL,7,13,5,7,2,6,ASCENT,0.0,20,35.0,0.4,0.8,0.3,0.1,66.67,0.05,41.67,25.0,L,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1,0,FAKE,GL,1.08,2.0,0.0,0.1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jonn,sage,301,21,13,4,8,184.2,39,5,1,4,3050,GL,FAKE,13,7,6,2,7,5,ASCENT,0.0,20,65.0,1.05,0.65,0.2,0.25,83.33,0.05,75.0,58.33,W,4,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,72,0,2,GL,FAKE,1.08,7.0,1.0,0.35,0.05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
JhoW,cypher,279,19,12,10,7,165.0,17,3,0,3,3050,GL,FAKE,13,7,6,2,7,5,ASCENT,0.0,20,65.0,0.95,0.6,0.5,0.15,100.0,0.0,75.0,58.33,W,3,3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,67,2,1,GL,FAKE,1.08,6.0,2.0,0.3,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
mwzera,jett,223,16,13,4,3,139.3,9,2,3,-1,3050,GL,FAKE,13,7,6,2,7,5,ASCENT,0.0,20,65.0,0.8,0.65,0.2,0.1,40.0,0.15,75.0,58.33,W,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,0,1,GL,FAKE,1.08,4.0,0.0,0.2,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
fznnn,sova,135,9,11,6,-2,88.8,19,2,3,-1,3050,GL,FAKE,13,7,6,2,7,5,ASCENT,0.0,20,65.0,0.45,0.55,0.3,0.1,40.0,0.15,75.0,58.33,W,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,2,0,GL,FAKE,1.08,2.0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nyang,omen,103,7,13,8,-6,64.9,11,0,1,-1,3050,GL,FAKE,13,7,6,2,7,5,ASCENT,0.0,20,65.0,0.35,0.65,0.4,0.0,0.0,0.05,75.0,58.33,W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,4,0,GL,FAKE,1.08,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JhoW,sage,262,13,8,13,5,172.9,15,2,2,0,2976,GL,QUEM,13,2,10,2,3,0,BIND,0.0,15,86.67,0.87,0.53,0.87,0.13,50.0,0.13,83.33,100.0,W,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,2,1,GL,QUEM,1.08,2.0,0.0,0.13,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jonn,phoenix,259,15,12,3,3,151.2,50,1,1,0,2976,GL,QUEM,13,2,10,2,3,0,BIND,0.0,15,86.67,1.0,0.8,0.2,0.07,50.0,0.07,83.33,100.0,W,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,0,0,GL,QUEM,1.08,3.0,0.0,0.2,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
mwzera,raze,256,16,5,0,11,135.4,11,2,0,2,2976,GL,QUEM,13,2,10,2,3,0,BIND,0.0,15,86.67,1.07,0.33,0.0,0.13,100.0,0.0,83.33,100.0,W,3,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,56,0,1,GL,QUEM,1.08,4.0,1.0,0.27,0.07,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Nyang,omen,205,13,6,2,7,94.2,30,3,0,3,2976,GL,QUEM,13,2,10,2,3,0,BIND,0.0,15,86.67,0.87,0.4,0.13,0.2,100.0,0.0,83.33,100.0,W,4,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,44,1,1,GL,QUEM,1.08,4.0,1.0,0.27,0.07,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
fznnn,cypher,161,8,9,5,-1,109.6,21,1,3,-2,2976,GL,QUEM,13,2,10,2,3,0,BIND,0.0,15,86.67,0.53,0.6,0.33,0.07,25.0,0.2,83.33,100.0,W,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,0,1,GL,QUEM,1.08,2.0,0.0,0.13,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DonPablito,jett,246,12,13,0,-1,139.8,10,3,1,2,2976,QUEM,GL,2,13,0,3,2,10,BIND,0.0,15,13.33,0.8,0.87,0.0,0.2,75.0,0.07,0.0,16.67,L,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,1,0,QUEM,GL,1.08,3.0,0.0,0.2,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
And,raze,185,9,14,2,-5,116.5,13,0,2,-2,2976,QUEM,GL,2,13,0,3,2,10,BIND,0.0,15,13.33,0.6,0.93,0.13,0.0,0.0,0.13,0.0,16.67,L,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,0,0,QUEM,GL,1.08,2.0,0.0,0.13,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LGAAAAA,brimstone,182,9,11,3,-2,117.2,13,1,1,0,2976,QUEM,GL,2,13,0,3,2,10,BIND,0.0,15,13.33,0.6,0.73,0.2,0.07,50.0,0.07,0.0,16.67,L,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,3,0,QUEM,GL,1.08,1.0,0.0,0.07,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
spacebound,killjoy,157,7,13,2,-6,73.7,17,1,4,-3,2976,QUEM,GL,2,13,0,3,2,10,BIND,0.0,15,13.33,0.47,0.87,0.13,0.07,20.0,0.27,0.0,16.67,L,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0,0,QUEM,GL,1.08,3.0,0.0,0.2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
luq1w,sage,82,3,14,5,-11,63.8,7,1,1,0,2976,QUEM,GL,2,13,0,3,2,10,BIND,0.0,15,13.33,0.2,0.93,0.33,0.07,50.0,0.07,0.0,16.67,L,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,3,0,QUEM,GL,1.08,1.0,0.0,0.07,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jonn,sage,261,20,15,4,5,144.4,23,3,3,0,2976,GL,QUEM,13,7,6,2,7,5,ASCENT,0.0,20,65.0,1.0,0.75,0.2,0.15,50.0,0.15,75.0,58.33,W,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48,1,0,GL,QUEM,1.08,5.0,0.0,0.25,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
mwzera,jett,224,15,13,5,2,128.3,11,5,3,2,2976,GL,QUEM,13,7,6,2,7,5,ASCENT,0.0,20,65.0,0.75,0.65,0.25,0.25,62.5,0.15,75.0,58.33,W,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,0,1,GL,QUEM,1.08,6.0,0.0,0.3,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Nyang,omen,178,13,11,7,2,124.8,29,2,0,2,2976,GL,QUEM,13,7,6,2,7,5,ASCENT,0.0,20,65.0,0.65,0.55,0.35,0.1,100.0,0.0,75.0,58.33,W,2,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,56,2,3,GL,QUEM,1.08,3.0,1.0,0.15,0.05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JhoW,cypher,143,11,12,0,-1,80.4,14,1,0,1,2976,GL,QUEM,13,7,6,2,7,5,ASCENT,0.0,20,65.0,0.55,0.6,0.0,0.05,100.0,0.0,75.0,58.33,W,2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,31,3,0,GL,QUEM,1.08,2.0,1.0,0.1,0.05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
fznnn,sova,122,8,13,11,-5,92.5,9,0,3,-3,2976,GL,QUEM,13,7,6,2,7,5,ASCENT,0.0,20,65.0,0.4,0.65,0.55,0.0,0.0,0.15,75.0,58.33,W,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,1,0,GL,QUEM,1.08,2.0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
And,raze,300,20,12,4,8,194.1,21,0,1,-1,2976,QUEM,GL,7,13,5,7,2,6,ASCENT,0.0,20,35.0,1.0,0.6,0.2,0.0,0.0,0.05,41.67,25.0,L,2,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,97,1,0,QUEM,GL,1.08,6.0,0.0,0.3,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
luq1w,jett,203,14,14,0,0,101.5,21,4,4,0,2976,QUEM,GL,7,13,5,7,2,6,ASCENT,0.0,20,35.0,0.7,0.7,0.0,0.2,50.0,0.2,41.67,25.0,L,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,1,0,QUEM,GL,1.08,4.0,0.0,0.2,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
spacebound,killjoy,163,11,15,3,-4,111.4,11,1,3,-2,2976,QUEM,GL,7,13,5,7,2,6,ASCENT,0.0,20,35.0,0.55,0.75,0.15,0.05,25.0,0.15,41.67,25.0,L,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,1,0,QUEM,GL,1.08,2.0,0.0,0.1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LGAAAAA,omen,159,11,14,6,-3,104.5,18,2,1,1,2976,QUEM,GL,7,13,5,7,2,6,ASCENT,0.0,20,35.0,0.55,0.7,0.3,0.1,66.67,0.05,41.67,25.0,L,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,2,0,QUEM,GL,1.08,2.0,0.0,0.1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DonPablito,sova,131,8,12,5,-4,105.0,17,2,2,0,2976,QUEM,GL,7,13,5,7,2,6,ASCENT,0.0,20,35.0,0.4,0.6,0.25,0.1,50.0,0.1,41.67,25.0,L,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,0,0,QUEM,GL,1.08,2.0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mwzera,jett,456,21,7,6,14,259.8,10,5,1,4,2954,GL,Mind,13,0,1,0,12,0,SPLIT,0.0,13,100.0,1.62,0.54,0.46,0.38,83.33,0.08,100.0,100.0,W,2,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,112,0,0,GL,Mind,1.08,5.0,0.0,0.38,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Nyang,sage,269,16,0,7,16,181.2,35,0,0,0,2954,GL,Mind,13,0,1,0,12,0,SPLIT,0.0,13,100.0,1.23,0.0,0.54,0.0,0.0,0.0,100.0,100.0,W,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196,4,0,GL,Mind,1.08,5.0,0.0,0.38,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jonn,raze,267,12,6,4,6,173.7,31,0,2,-2,2954,GL,Mind,13,0,1,0,12,0,SPLIT,0.0,13,100.0,0.92,0.46,0.31,0.0,0.0,0.15,100.0,100.0,W,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,0,0,GL,Mind,1.08,4.0,0.0,0.31,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
fznnn,cypher,211,10,3,2,7,132.8,14,4,1,3,2954,GL,Mind,13,0,1,0,12,0,SPLIT,0.0,13,100.0,0.77,0.23,0.15,0.31,80.0,0.08,100.0,100.0,W,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123,0,0,GL,Mind,1.08,3.0,0.0,0.23,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
JhoW,omen,122,6,2,7,4,59.2,12,0,0,0,2954,GL,Mind,13,0,1,0,12,0,SPLIT,0.0,13,100.0,0.46,0.15,0.54,0.0,0.0,0.0,100.0,100.0,W,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,8,0,GL,Mind,1.08,2.0,0.0,0.15,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
v1ny,sage,176,7,13,2,-6,119.7,29,1,0,1,2954,Mind,GL,0,13,0,12,0,1,SPLIT,0.0,13,0.0,0.54,1.0,0.15,0.08,100.0,0.0,0.0,0.0,L,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,0,0,Mind,GL,1.08,2.0,0.0,0.15,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Stormixxx,jett,101,3,14,1,-11,58.0,2,2,5,-3,2954,Mind,GL,0,13,0,12,0,1,SPLIT,0.0,13,0.0,0.23,1.08,0.08,0.15,28.57,0.38,0.0,0.0,L,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,0,Mind,GL,1.08,1.0,0.0,0.08,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
haru1,omen,96,3,13,1,-10,68.5,17,0,3,-3,2954,Mind,GL,0,13,0,12,0,1,SPLIT,0.0,13,0.0,0.23,1.0,0.08,0.0,0.0,0.23,0.0,0.0,L,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,0,Mind,GL,1.08,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Edon,raze,86,3,13,0,-10,49.6,8,1,1,0,2954,Mind,GL,0,13,0,12,0,1,SPLIT,0.0,13,0.0,0.23,1.0,0.0,0.08,50.0,0.08,0.0,0.0,L,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0,Mind,GL,1.08,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Harpyja,cypher,48,2,12,0,-10,28.5,24,0,0,0,2954,Mind,GL,0,13,0,12,0,1,SPLIT,0.0,13,0.0,0.15,0.92,0.0,0.0,0.0,0.0,0.0,0.0,L,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,0,Mind,GL,1.08,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
