Team_x,match_id,Map,ACS,K,D,A,KD_DIFF,ADR,HS%,ECON,FK,FD,KPR,DPR,APR,FKPR,FDPR,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,PL,DE,total_mult_kill,MKPR,total_clutch,CPR,jett,raze,phoenix,reyna,yoru,omen,brimstone,viper,cypher,sage,killjoy,breach,sova,skye,Opp_Team_x,rounds_won,rounds_lost,ct_rounds_won,ct_rounds_lost,t_rounds_won,t_rounds_lost,Patch_x,total_rounds,win_rate,ct_wr,t_wr,RESULT,Team,Pistol_W,Pistol_P,Pistol_WR,Eco_0_5_P,Eco_0_5_W,Eco_0_5_WR,Semi_Eco_5_10_P,Semi_Eco_5_10_W,Semi_Eco_5_10_WR,Semi_Buy_10_20_P,Semi_Buy_10_20_W,Semi_Buy_10_20_WR,Full_Buy_20_P,Full_Buy_20_W,Full_Buy_20_WR,Opp_team,Num_maps,Patch
GL,10292,HAVEN,162.8,10.0,15.0,4.4,-5.0,113.02,23.4,44.8,7,12,2.6300000000000003,3.9400000000000004,1.16,0.36,0.63,10,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2,13.0,0.68,1.0,0.05,0,1,0,1,0,1,0,0,1,0,0,0,1,0,Gala,6,13,5,7,1,6,2.02,19,31.58,41.67,14.29,L,GL,2,2,100.0,4,3,75.0,2,0,0.0,7,1,14.0,6,2,33.0,Galaxy Carrots,1.0,2.02
GL,10292,SPLIT,242.6,16.8,12.6,6.4,4.2,150.98,20.2,67.4,12,8,4.199999999999999,3.15,1.6,0.6,0.4,14,6,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6,1,20.0,1.0,2.0,0.1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,Gala,13,7,8,4,5,3,2.02,20,65.0,66.67,62.5,W,GL,0,2,0.0,4,0,0.0,0,0,0.0,1,1,100.0,15,12,80.0,Galaxy Carrots,1.0,2.02
GL,10306,ICEBOX,226.0,16.6,13.2,6.0,3.4,152.96,15.0,66.0,14,7,3.95,3.13,1.43,0.67,0.34,16,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11,4,20.0,0.96,1.0,0.05,1,1,0,0,0,1,0,0,0,1,0,0,1,0,IMP,13,8,6,3,7,5,2.02,21,61.9,66.67,58.33,W,GL,1,2,50.0,3,1,33.0,1,0,0.0,5,3,60.0,12,9,75.0,IMP,1.0,2.02
GL,10319,BIND,247.2,15.4,9.2,7.0,6.2,141.76,18.0,61.0,10,7,4.52,2.7,2.0599999999999996,0.6000000000000001,0.42,12,8,1.0,0.0,1.0,0.0,1.0,0.0,0.0,11,1,21.0,1.23,2.0,0.12,1,1,0,0,0,1,0,0,1,0,0,0,1,0,SLK,13,4,4,1,9,3,2.02,17,76.47,80.0,75.0,W,GL,2,2,100.0,2,2,100.0,1,1,100.0,4,2,50.0,10,8,80.0,SLK,1.0,2.02
GL,10319,SPLIT,233.8,15.8,11.0,6.8,4.8,139.7,15.4,55.4,13,6,4.16,2.88,1.79,0.69,0.32,14,7,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4,4,21.0,1.12,2.0,0.1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,SLK,13,6,8,4,5,2,2.02,19,68.42,66.67,71.43,W,GL,1,2,50.0,3,1,33.0,0,0,0.0,4,3,75.0,12,9,75.0,SLK,1.0,2.02
GL,10321,ASCENT,189.4,16.0,17.6,4.8,-1.6,143.16,21.4,54.0,9,15,3.33,3.67,0.9899999999999999,0.36999999999999994,0.6199999999999999,11,3,2.0,0.0,2.0,0.0,1.0,0.0,0.0,6,3,16.0,0.6599999999999999,3.0,0.12,1,0,0,1,0,1,0,0,0,0,1,0,1,0,S5,11,13,6,6,5,7,2.02,24,45.83,50.0,41.67,L,GL,1,2,50.0,3,1,33.0,1,0,0.0,8,4,50.0,12,6,50.0,S5,1.0,2.02
GL,10321,BIND,185.6,11.2,16.0,4.0,-4.8,123.06,26.4,48.8,6,12,3.11,4.4399999999999995,1.11,0.34,0.67,9,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,1,14.0,0.79,1.0,0.06,1,1,0,0,0,1,0,0,1,0,0,0,1,0,S5,5,13,1,5,4,8,2.02,18,27.78,16.67,33.33,L,GL,0,2,0.0,4,0,0.0,2,1,50.0,5,2,40.0,7,2,29.0,S5,1.0,2.02
GL,10340,ICEBOX,200.2,15.4,15.2,7.2,0.2,118.0,15.0,47.2,11,11,3.4899999999999998,3.47,1.64,0.5,0.52,11,5,1.0,0.0,1.0,2.0,0.0,0.0,0.0,12,3,17.0,0.77,3.0,0.14,1,0,0,1,0,1,0,0,0,1,0,0,1,0,FURI,13,9,7,3,6,6,2.02,22,59.09,70.0,50.0,W,GL,1,2,50.0,3,1,33.0,0,0,0.0,5,4,80.0,14,8,57.0,FURIA,1.0,2.02
GL,10343,ICEBOX,213.2,15.2,11.4,4.8,3.8,152.32,24.2,65.0,12,8,3.8000000000000003,2.8499999999999996,1.2,0.6000000000000001,0.4,12,6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,11,0,19.0,0.9500000000000002,1.0,0.05,1,1,0,0,0,1,0,0,0,1,0,0,1,0,Rise,13,7,4,4,9,3,2.02,20,65.0,50.0,75.0,W,GL,1,2,50.0,2,1,50.0,1,1,100.0,5,2,40.0,12,9,75.0,Rise,1.0,2.02
GL,10343,SPLIT,242.6,16.0,10.0,5.8,6.0,151.94,21.2,64.8,15,3,4.45,2.7800000000000002,1.61,0.8400000000000001,0.18,20,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,26.0,1.44,0.0,0.0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,Rise,13,5,4,2,9,3,2.02,18,72.22,66.67,75.0,W,GL,2,2,100.0,2,2,100.0,2,2,100.0,5,3,60.0,9,6,67.0,Rise,1.0,2.02
HAVAN,2443,BIND,147.2,10.0,14.2,3.4,-4.2,100.6,22.6,41.8,7,13,2.5000000000000004,3.55,0.8500000000000001,0.35,0.65,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,9.0,0.45,0.0,0.0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,FF,7,13,4,8,3,5,1.07,20,35.0,33.33,37.5,L,HAVAN,0,2,0.0,4,0,0.0,0,0,0.0,2,0,0.0,14,7,50.0,FF,1.0,1.07
HAVAN,2453,ASCENT,219.4,17.8,14.8,6.0,3.0,138.44,25.2,58.4,12,11,3.8699999999999997,3.2299999999999995,1.3,0.53,0.48,14,4,3.0,0.0,2.0,1.0,0.0,0.0,0.0,7,2,21.0,0.91,3.0,0.13,1,0,1,0,0,1,0,0,1,0,0,0,1,0,tiob,13,10,8,3,5,7,1.07,23,56.52,72.73,41.67,W,HAVAN,2,2,100.0,3,2,67.0,4,1,25.0,3,1,33.0,13,9,69.0,tiobaṛo,1.0,1.07
HAVAN,2456,HAVEN,187.2,17.2,19.0,6.0,-1.8,118.56,27.4,48.2,12,14,3.31,3.66,1.15,0.46,0.54,15,4,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8,4,19.0,0.73,4.0,0.16,1,0,1,0,0,1,0,0,1,0,0,0,1,0,FF,12,14,6,6,6,6,1.07,26,46.15,50.0,50.0,L,HAVAN,0,2,0.0,5,1,20.0,0,0,0.0,2,1,50.0,19,10,53.0,FF,1.0,1.07
HAVAN,2456,SPLIT,166.8,9.0,14.0,2.6,-5.0,95.9,17.6,37.0,6,10,2.81,4.39,0.8200000000000001,0.36,0.6100000000000001,12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,14.0,0.86,0.0,0.0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,FF,3,13,2,10,1,3,1.07,16,18.75,16.67,25.0,L,HAVAN,2,2,100.0,3,2,67.0,3,0,0.0,5,1,20.0,5,0,0.0,FF,1.0,1.07
HAVAN,2705,HAVEN,188.8,18.0,19.4,7.0,-1.4,119.44,20.0,42.8,16,12,3.2199999999999998,3.4699999999999998,1.26,0.57,0.43,15,5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,11,3,20.0,0.7100000000000002,2.0,0.08,1,0,1,0,0,1,0,0,1,0,0,0,1,0,VKS,15,13,7,5,5,7,1.07,28,53.57,58.33,41.67,W,HAVAN,0,2,0.0,4,0,0.0,1,0,0.0,2,0,0.0,21,15,71.0,VKS,1.0,1.07
HAVAN,2715,HAVEN,176.8,11.4,13.2,3.8,-1.8,119.38,25.2,49.0,8,12,2.85,3.3,0.9500000000000001,0.39999999999999997,0.6,9,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2,13.0,0.65,0.0,0.0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,Onfi,7,13,5,7,2,6,1.07,20,35.0,41.67,25.0,L,HAVAN,0,2,0.0,4,1,25.0,0,0,0.0,1,1,100.0,15,5,33.0,Onfire Team,1.0,1.07
HAVAN,2739,ASCENT,203.4,14.0,16.0,4.2,-2.0,136.22,23.4,52.2,9,11,3.5,4.0,1.05,0.44999999999999996,0.55,10,4,2.0,0.0,1.0,0.0,1.0,0.0,0.0,10,1,16.0,0.7999999999999999,2.0,0.1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,Zool,7,13,1,7,6,6,1.07,20,35.0,12.5,50.0,L,HAVAN,0,2,0.0,4,0,0.0,2,0,0.0,1,0,0.0,13,7,54.0,Zoologicamente,1.0,1.07
HAVAN,2747,ASCENT,233.6,15.4,11.4,7.2,4.0,150.3,25.8,67.4,10,8,4.2700000000000005,3.1699999999999995,1.9900000000000002,0.5700000000000001,0.46,10,6,1.0,0.0,4.0,0.0,0.0,0.0,0.0,5,5,17.0,0.9400000000000001,4.0,0.24,1,0,1,0,0,1,0,0,1,0,0,0,1,0,N2B,13,5,9,3,4,2,1.06,18,72.22,75.0,66.67,W,HAVAN,1,2,50.0,4,1,25.0,0,0,0.0,1,0,0.0,13,12,92.0,N2B,1.0,1.06
HAVAN,2747,BIND,165.6,13.0,17.6,5.6,-4.6,106.84,21.6,42.0,11,13,2.71,3.66,1.17,0.44999999999999996,0.54,17,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7,3,17.0,0.71,2.0,0.08,0,1,1,1,0,1,0,0,0,0,0,0,1,0,N2B,11,13,7,5,4,8,1.06,24,45.83,58.33,33.33,L,HAVAN,0,2,0.0,4,0,0.0,2,0,0.0,1,1,100.0,17,10,59.0,N2B,1.0,1.06
HAVAN,2747,HAVEN,185.8,14.4,17.8,7.0,-3.4,114.62,22.6,45.6,11,12,3.1399999999999997,3.87,1.52,0.48,0.52,13,5,1.0,0.0,0.0,3.0,0.0,0.0,0.0,8,0,19.0,0.83,3.0,0.12,1,0,1,0,0,1,0,0,1,0,0,0,1,0,N2B,10,13,3,9,7,4,1.06,23,43.48,25.0,63.64,L,HAVAN,1,2,50.0,5,1,20.0,0,0,0.0,4,3,75.0,14,6,43.0,N2B,1.0,1.06
HAVAN,3055,HAVEN,204.2,16.0,14.6,5.8,1.4,136.06,25.0,60.6,17,6,3.48,3.17,1.26,0.74,0.27,15,6,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9,4,21.0,0.9000000000000001,2.0,0.08,1,0,1,0,0,1,0,0,1,0,0,0,1,0,Come,13,10,6,6,7,4,1.08,23,56.52,50.0,63.64,W,HAVAN,1,2,50.0,4,1,25.0,1,1,100.0,3,1,33.0,15,10,67.0,Comedores de Cuscuz,1.0,1.08
HAVAN,3059,ASCENT,213.4,16.4,13.0,6.0,3.4,139.04,26.8,52.8,13,9,3.73,2.9499999999999997,1.3599999999999999,0.59,0.41000000000000003,16,5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9,1,22.0,1.0,1.0,0.05,1,0,1,0,0,1,0,0,1,0,0,0,1,0,VKS,13,9,4,6,9,3,1.08,22,59.09,40.0,75.0,W,HAVAN,2,2,100.0,2,2,100.0,1,0,0.0,4,3,75.0,15,8,53.0,VKS,1.0,1.08
HAVAN,3063,HAVEN,157.6,7.0,13.2,1.6,-6.2,100.58,33.0,40.8,5,9,2.5,4.720000000000001,0.56,0.35000000000000003,0.6400000000000001,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,7.0,0.49000000000000005,0.0,0.0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,FF,1,13,1,11,0,2,1.08,14,7.14,8.33,0.0,L,HAVAN,0,2,0.0,3,0,0.0,4,0,0.0,2,0,0.0,5,1,20.0,FF,1.0,1.08
HAVAN,4433,HAVEN,263.4,13.6,4.2,4.2,9.4,161.34,26.4,111.2,12,2,4.85,1.5,1.5,0.8499999999999999,0.14,7,8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,17.0,1.22,0.0,0.0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,A-fo,13,1,11,1,2,0,1.1,14,92.86,91.67,100.0,W,HAVAN,1,2,50.0,3,2,67.0,0,0,0.0,2,2,100.0,9,9,100.0,A-force,1.0,1.1
HAVAN,4436,HAVEN,243.8,14.8,7.6,5.4,7.2,151.5,28.8,77.0,14,2,4.61,2.37,1.67,0.87,0.12,15,3,1.0,0.0,2.0,1.0,0.0,0.0,0.0,12,0,19.0,1.19,3.0,0.18,0,1,1,0,0,1,0,0,1,0,0,0,1,0,Furn,13,3,2,2,11,1,1.1,16,81.25,50.0,91.67,W,HAVAN,1,2,50.0,3,1,33.0,0,0,0.0,4,3,75.0,9,9,100.0,Furnace e-sports,1.0,1.1
HAVAN,4437,HAVEN,210.2,14.2,15.2,6.2,-1.0,146.38,25.2,57.8,9,11,3.55,3.8,1.5499999999999998,0.45000000000000007,0.55,18,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,20.0,1.0,0.0,0.0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,eRa,7,13,2,6,5,7,1.1,20,35.0,25.0,41.67,L,HAVAN,0,2,0.0,4,1,25.0,0,0,0.0,4,3,75.0,12,3,25.0,eRa Eternity,1.0,1.1
HAVAN,4898,BIND,268.6,13.8,4.4,6.8,9.4,164.94,31.8,106.6,13,1,4.930000000000001,1.5700000000000003,2.42,0.9300000000000002,0.07,18,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,22.0,1.58,0.0,0.0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,A-fo,13,1,12,0,1,1,1.1,14,92.86,100.0,50.0,W,HAVAN,1,2,50.0,2,1,50.0,0,0,0.0,2,2,100.0,10,10,100.0,A-force,1.0,1.1
HAVAN,4901,BIND,232.0,14.8,8.2,5.6,6.6,133.08,31.0,66.2,16,1,4.359999999999999,2.41,1.64,0.9400000000000002,0.06,15,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11,2,20.0,1.17,1.0,0.06,0,1,0,1,0,1,0,0,1,0,0,0,1,0,Furn,13,4,4,1,9,3,1.1,17,76.47,80.0,75.0,W,HAVAN,2,2,100.0,2,2,100.0,1,1,100.0,4,2,50.0,10,8,80.0,Furnace e-sports,1.0,1.1
HAVAN,4902,HAVEN,233.6,15.6,13.0,5.0,2.6,143.9,28.2,61.2,6,13,4.1,3.4100000000000006,1.32,0.32,0.6900000000000001,16,6,0.0,0.0,4.0,1.0,0.0,0.0,0.0,6,3,22.0,1.17,5.0,0.26,1,0,0,1,0,1,0,0,1,0,0,0,1,0,eRa,13,6,8,4,5,2,1.1,19,68.42,66.67,71.43,W,HAVAN,1,2,50.0,3,1,33.0,2,1,50.0,1,1,100.0,13,10,77.0,eRa Eternity,1.0,1.1
HAVAN,4944,BIND,199.8,17.8,19.0,4.6,-1.2,132.38,33.0,51.6,12,14,3.42,3.6399999999999997,0.9,0.47,0.55,19,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10,4,22.0,0.85,1.0,0.04,0,1,0,1,0,1,0,0,1,0,0,0,1,0,Vivo,12,14,5,7,7,5,1.1,26,46.15,41.67,58.33,L,HAVAN,1,2,50.0,3,1,33.0,4,1,25.0,3,1,33.0,16,9,56.0,Vivo Keyd,1.0,1.1
HAVAN,4944,HAVEN,189.0,13.2,13.4,4.4,-0.2,127.94,30.0,51.6,8,12,3.3000000000000003,3.35,1.1,0.4,0.6000000000000001,13,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,16.0,0.8,0.0,0.0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,Vivo,7,13,2,6,5,7,1.1,20,35.0,25.0,41.67,L,HAVAN,1,2,50.0,3,1,33.0,2,0,0.0,3,2,67.0,12,4,33.0,Vivo Keyd,1.0,1.1
HAVAN,5264,ASCENT,254.2,14.0,6.8,6.2,7.2,159.68,21.4,74.8,9,6,4.66,2.2600000000000002,2.0700000000000003,0.6100000000000001,0.4,18,4,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3,4,23.0,1.5300000000000002,2.0,0.13,1,0,0,1,0,1,0,0,1,0,0,0,1,0,DKS,13,2,10,2,3,0,1.12,15,86.67,83.33,100.0,W,HAVAN,2,2,100.0,2,2,100.0,0,0,0.0,4,4,100.0,9,7,78.0,DKS esports,1.0,1.12
HAVAN,5264,SPLIT,236.2,17.2,11.4,7.0,5.8,158.4,23.2,69.2,14,6,4.3,2.8500000000000005,1.75,0.7000000000000001,0.3,13,4,2.0,2.0,3.0,0.0,1.0,0.0,0.0,7,2,21.0,1.05,4.0,0.2,1,1,0,0,0,1,0,0,1,0,0,1,0,0,DKS,13,7,8,4,5,3,1.12,20,65.0,66.67,62.5,W,HAVAN,2,2,100.0,3,2,67.0,0,0,0.0,4,2,50.0,13,9,69.0,DKS esports,1.0,1.12
HAVAN,5279,ASCENT,200.6,15.8,17.2,6.8,-1.4,124.42,21.8,50.2,8,15,3.43,3.74,1.48,0.33999999999999997,0.64,7,8,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5,6,16.0,0.68,3.0,0.12,1,0,0,1,0,1,0,0,1,0,0,0,1,0,DLWZK,10,13,9,2,1,11,1.12,23,43.48,81.82,8.33,L,HAVAN,1,2,50.0,3,1,33.0,2,0,0.0,6,2,33.0,12,7,58.0,DLWZK,1.0,1.12
HAVAN,5279,HAVEN,243.6,16.0,9.0,5.0,7.0,144.52,26.8,81.8,12,6,4.4399999999999995,2.4899999999999998,1.3900000000000001,0.6700000000000002,0.33999999999999997,15,6,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4,4,23.0,1.28,2.0,0.11,1,0,0,1,0,1,0,0,1,0,0,0,1,0,DLWZK,13,5,12,0,1,5,1.12,18,72.22,100.0,16.67,W,HAVAN,1,2,50.0,2,1,50.0,2,0,0.0,3,2,67.0,11,10,91.0,DLWZK,1.0,1.12
HAVAN,5279,SPLIT,223.0,16.6,12.8,5.2,3.8,145.24,24.8,63.6,14,7,3.9499999999999997,3.03,1.23,0.67,0.34,16,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7,1,24.0,1.1400000000000001,1.0,0.05,1,1,0,0,0,1,0,0,1,0,0,1,0,0,DLWZK,13,8,7,5,6,3,1.12,21,61.9,58.33,66.67,W,HAVAN,1,2,50.0,4,1,25.0,0,0,0.0,1,0,0.0,16,12,75.0,DLWZK,1.0,1.12
HAVAN,5996,BIND,219.8,20.8,20.0,8.2,0.8,132.06,27.4,45.6,13,15,3.7100000000000004,3.58,1.4700000000000002,0.46,0.54,22,6,1.0,0.0,3.0,2.0,0.0,0.0,0.0,8,5,29.0,1.04,5.0,0.18000000000000002,0,1,0,1,0,1,0,0,1,0,0,0,1,0,VKS,15,13,7,5,5,7,1.12,28,53.57,58.33,41.67,W,HAVAN,1,2,50.0,3,1,33.0,3,1,33.0,4,3,75.0,18,10,56.0,VKS,1.0,1.12
HAVAN,5997,ASCENT,216.2,18.2,17.6,5.2,0.6,136.36,26.2,54.2,12,12,3.79,3.67,1.0899999999999999,0.5,0.5,19,5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7,2,24.0,1.01,2.0,0.08,1,0,0,1,0,1,0,0,1,0,0,0,1,0,oNe,11,13,9,3,2,10,1.12,24,45.83,75.0,16.67,L,HAVAN,1,2,50.0,3,1,33.0,2,0,0.0,4,2,50.0,15,8,53.0,oNe,1.0,1.12
HAVAN,6002,ASCENT,66.0,16.4,12.0,5.4,4.4,36.46,35.0,111.6,3,2,4.1,3.0,1.35,0.15000000000000002,0.1,4,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,2,6.0,0.3,1.0,0.05,1,0,0,1,0,1,0,0,1,0,0,0,1,0,VKS,13,7,8,4,5,3,1.12,20,65.0,66.67,62.5,W,HAVAN,1,2,50.0,15,9,60.0,0,0,0.0,0,0,0.0,5,4,80.0,VKS,1.0,1.12
HAVAN,6629,ASCENT,214.8,15.6,11.8,8.2,3.8,156.32,21.4,63.2,12,8,3.8999999999999995,2.95,2.0500000000000003,0.6,0.4,18,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7,3,20.0,1.0,1.0,0.05,1,0,0,1,0,1,0,0,1,0,0,0,1,0,tiob,13,7,6,6,7,1,1.12,20,65.0,50.0,87.5,W,HAVAN,2,2,100.0,2,2,100.0,1,0,0.0,6,4,67.0,11,7,64.0,tiobaṛo,1.0,1.12
HAVAN,6629,HAVEN,225.8,14.6,10.0,5.2,4.6,137.12,26.0,62.4,11,7,4.05,2.7699999999999996,1.45,0.6200000000000001,0.39,18,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10,2,22.0,1.22,2.0,0.12,1,0,0,1,0,1,0,0,1,0,0,0,1,0,tiob,13,5,4,2,9,3,1.12,18,72.22,66.67,75.0,W,HAVAN,1,2,50.0,3,1,33.0,0,0,0.0,1,1,100.0,14,11,79.0,tiobaṛo,1.0,1.12
HAVAN,6631,ASCENT,196.8,21.4,21.8,8.0,-0.4,133.98,22.8,45.8,13,19,3.35,3.3999999999999995,1.26,0.4,0.59,17,7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12,6,25.0,0.78,1.0,0.03,1,0,0,1,0,1,0,0,1,0,0,0,1,0,Vivo,17,15,7,5,5,7,1.12,32,53.12,58.33,41.67,W,HAVAN,0,2,0.0,4,0,0.0,1,0,0.0,3,1,33.0,24,16,67.0,Vivo Keyd,1.0,1.12
HAVAN,6631,HAVEN,196.2,19.0,18.4,7.0,0.6,126.7,22.0,47.2,13,15,3.39,3.29,1.25,0.46,0.53,15,6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12,3,22.0,0.78,1.0,0.04,1,0,0,1,0,1,0,0,1,0,0,0,1,0,Vivo,15,13,4,8,8,4,1.12,28,53.57,33.33,66.67,W,HAVAN,1,2,50.0,3,1,33.0,3,0,0.0,2,2,100.0,20,12,60.0,Vivo Keyd,1.0,1.12
HAVAN,6686,ASCENT,174.8,9.2,13.8,2.4,-4.6,99.66,19.4,44.4,6,10,2.88,4.32,0.75,0.37,0.6200000000000001,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,11.0,0.6799999999999999,0.0,0.0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,paiN,3,13,1,11,2,2,1.12,16,18.75,8.33,50.0,L,HAVAN,0,2,0.0,3,0,0.0,1,0,0.0,5,2,40.0,7,1,14.0,paiN,1.0,1.12
HAVAN,6686,BIND,219.4,18.4,16.4,6.6,2.0,140.8,30.0,58.6,11,13,3.84,3.4,1.3800000000000001,0.45,0.54,21,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,4,24.0,1.0,0.0,0.0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,paiN,11,13,8,4,3,9,1.12,24,45.83,66.67,25.0,L,HAVAN,0,2,0.0,4,0,0.0,0,0,0.0,3,1,33.0,17,10,59.0,paiN,1.0,1.12
HAVAN,8228,ASCENT,226.4,17.0,15.2,8.6,1.8,141.74,25.8,57.0,9,13,3.8499999999999996,3.4600000000000004,1.96,0.42,0.59,14,7,0.0,2.0,0.0,3.0,0.0,0.0,0.0,9,3,23.0,1.05,3.0,0.14,1,1,0,0,0,1,0,0,1,0,0,0,1,0,dogz,13,9,7,5,6,4,1.14,22,59.09,58.33,60.0,W,HAVAN,0,2,0.0,3,0,0.0,1,0,0.0,4,3,75.0,14,10,71.0,dogz,1.0,1.14
HAVAN,8242,HAVEN,188.8,14.6,16.8,6.4,-2.2,111.36,17.4,41.8,9,14,3.1799999999999997,3.66,1.38,0.39,0.61,12,2,1.0,0.0,2.0,0.0,0.0,0.0,0.0,11,1,15.0,0.65,2.0,0.08,1,0,0,1,0,1,0,0,1,0,0,0,1,0,ATHZ,10,13,3,8,7,5,1.14,23,43.48,27.27,58.33,L,HAVAN,2,2,100.0,2,2,100.0,2,0,0.0,9,3,33.0,10,5,50.0,ATHZ,1.0,1.14
HAVAN,8242,ICEBOX,210.0,16.2,17.0,4.6,-0.8,128.34,20.6,52.0,13,10,3.5300000000000002,3.7,0.9999999999999999,0.57,0.43,15,6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10,2,22.0,0.96,1.0,0.04,1,0,0,1,0,1,0,0,1,0,0,0,1,0,ATHZ,10,13,3,9,7,4,1.14,23,43.48,25.0,63.64,L,HAVAN,1,2,50.0,3,1,33.0,2,0,0.0,4,1,25.0,14,8,57.0,ATHZ,1.0,1.14
HAVAN,9091,ASCENT,130.8,5.4,14.2,2.6,-8.8,86.42,21.6,35.0,4,11,1.8,4.73,0.8700000000000001,0.27,0.73,5,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,0,6.0,0.41000000000000003,1.0,0.07,1,1,0,0,0,1,0,0,0,0,1,0,1,0,S5,2,13,0,3,2,10,2.01,15,13.33,0.0,16.67,L,HAVAN,0,2,0.0,4,0,0.0,2,1,50.0,3,0,0.0,6,1,17.0,S5,1.0,2.01
HAVAN,9091,HAVEN,171.4,10.8,14.4,4.2,-3.6,109.6,24.0,45.2,10,10,2.84,3.8,1.11,0.52,0.53,8,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3,12.0,0.6300000000000001,0.0,0.0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,S5,6,13,4,3,2,10,2.01,19,31.58,57.14,16.67,L,HAVAN,1,2,50.0,2,1,50.0,3,0,0.0,5,2,40.0,9,3,33.0,S5,1.0,2.01
HAVAN,10287,ASCENT,245.8,16.8,11.6,7.4,5.2,166.74,23.6,69.0,9,10,4.42,3.05,1.9499999999999997,0.47,0.54,14,5,2.0,0.0,1.0,0.0,0.0,0.0,0.0,6,5,21.0,1.11,1.0,0.05,0,1,0,1,0,1,0,0,1,0,0,0,1,0,paiN,13,6,9,3,4,3,2.02,19,68.42,75.0,57.14,W,HAVAN,2,2,100.0,3,2,67.0,0,0,0.0,5,3,60.0,11,8,73.0,paiN,1.0,2.02
HAVAN,10295,BIND,131.4,5.4,14.2,3.2,-8.8,99.88,22.4,40.6,5,10,1.8,4.74,1.07,0.34,0.67,5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,1,5.0,0.34,1.0,0.07,1,1,0,0,0,0,1,0,1,0,0,0,1,0,Vora,2,13,1,2,1,11,2.02,15,13.33,33.33,8.33,L,HAVAN,1,2,50.0,3,1,33.0,4,0,0.0,4,1,25.0,4,0,0.0,Vorax,1.0,2.02
HAVAN,10295,ICEBOX,199.6,16.0,18.4,4.2,-2.4,123.12,18.4,49.8,13,10,3.47,4.01,0.91,0.57,0.43000000000000005,17,3,0.0,0.0,2.0,2.0,0.0,0.0,0.0,8,1,20.0,0.8600000000000001,4.0,0.17,1,1,0,0,0,1,0,0,0,1,0,0,1,0,Vora,10,13,2,10,8,3,2.02,23,43.48,16.67,72.73,L,HAVAN,2,2,100.0,4,2,50.0,2,0,0.0,5,3,60.0,12,5,42.0,Vorax,1.0,2.02
