Player,Agents,ACS,K,D,A,KD_DIFF,ADR,HS%,FK,FD,FK_FD_DIFF,match_id,Team,Opp_Team,rounds_won,rounds_lost,ct_rounds_won,ct_rounds_lost,t_rounds_won,t_rounds_lost,Map,Patch
Pernalonga,reyna,161,12,18,6,-6,111.8,13,1,5,-4,5254,NMDM,Feio,10,13,3,8,7,5,ASCENT,
ceegu1N,omen,118,7,18,5,-11,80.7,11,1,2,-1,5254,NMDM,Feio,10,13,3,8,7,5,ASCENT,
RaffaaoT,reyna,302,19,17,6,2,195.6,22,5,3,2,5254,Feio,NMDM,7,13,5,7,2,6,HAVEN,
fame,cypher,232,16,14,3,2,132.8,20,1,0,1,5254,Feio,NMDM,7,13,5,7,2,6,HAVEN,
stkJ,breach,190,13,13,5,0,150.3,25,0,4,-4,5254,Feio,NMDM,7,13,5,7,2,6,HAVEN,
jowzikk,jett,146,10,18,2,-8,101.1,22,2,4,-2,5254,Feio,NMDM,7,13,5,7,2,6,HAVEN,
scraw,omen,108,6,13,8,-7,80.4,19,0,1,-1,5254,Feio,NMDM,7,13,5,7,2,6,HAVEN,
dio9x,sova,257,16,17,7,-1,150.6,14,2,1,1,5254,NMDM,Feio,13,7,6,2,7,5,HAVEN,
Pernalonga,phoenix,224,17,15,2,2,128.8,15,2,0,2,5254,NMDM,Feio,13,7,6,2,7,5,HAVEN,
ceegu1N,brimstone,211,16,12,2,4,138.5,22,3,2,1,5254,NMDM,Feio,13,7,6,2,7,5,HAVEN,
ducKw0w,jett,191,13,11,4,2,128.3,26,3,3,0,5254,NMDM,Feio,13,7,6,2,7,5,HAVEN,
jacobin,killjoy,163,13,9,3,4,89.8,18,2,2,0,5254,NMDM,Feio,13,7,6,2,7,5,HAVEN,
jowzikk,jett,320,28,17,2,11,191.3,22,3,3,0,5254,Feio,NMDM,10,13,3,8,7,5,BIND,
scraw,omen,232,19,18,6,1,135.6,32,3,1,2,5254,Feio,NMDM,10,13,3,8,7,5,BIND,
RaffaaoT,reyna,220,17,14,6,3,137.0,16,3,3,0,5254,Feio,NMDM,10,13,3,8,7,5,BIND,
fame,cypher,140,10,16,4,-6,98.8,19,3,2,1,5254,Feio,NMDM,10,13,3,8,7,5,BIND,
stkJ,sova,105,7,19,10,-12,73.9,30,0,2,-2,5254,Feio,NMDM,10,13,3,8,7,5,BIND,
ceegu1N,brimstone,299,23,16,6,7,208.4,20,4,2,2,5254,NMDM,Feio,13,10,5,7,8,3,BIND,
Pernalonga,raze,233,17,17,6,0,137.2,12,2,3,-1,5254,NMDM,Feio,13,10,5,7,8,3,BIND,
jacobin,breach,221,16,15,14,1,141.5,26,0,1,-1,5254,NMDM,Feio,13,10,5,7,8,3,BIND,
ducKw0w,jett,198,17,20,1,-3,115.8,25,4,3,1,5254,NMDM,Feio,13,10,5,7,8,3,BIND,
dio9x,cypher,128,11,13,3,-2,94.6,23,1,3,-2,5254,NMDM,Feio,13,10,5,7,8,3,BIND,
ceegu1N,brimstone,302,19,7,3,12,165.1,17,3,0,3,5242,NMDM,Per,13,3,4,0,9,3,BIND,
ducKw0w,jett,234,13,7,2,6,131.3,23,6,2,4,5242,NMDM,Per,13,3,4,0,9,3,BIND,
Pernalonga,raze,217,12,10,6,2,155.2,11,1,1,0,5242,NMDM,Per,13,3,4,0,9,3,BIND,
jacobin,breach,193,12,7,10,5,116.4,18,2,1,1,5242,NMDM,Per,13,3,4,0,9,3,BIND,
dio9x,cypher,187,13,8,2,5,105.0,26,0,0,0,5242,NMDM,Per,13,3,4,0,9,3,BIND,
gugas,raze,217,10,14,5,-4,154.4,20,1,3,-2,5242,Per,NMDM,3,13,3,9,0,4,BIND,
pLGodzao,omen,193,9,15,4,-6,117.8,23,2,2,0,5242,Per,NMDM,3,13,3,9,0,4,BIND,
JeyJey,sova,133,9,12,2,-3,73.8,20,0,3,-3,5242,Per,NMDM,3,13,3,9,0,4,BIND,
FeLiPaL,cypher,121,6,14,3,-8,71.1,10,1,2,-1,5242,Per,NMDM,3,13,3,9,0,4,BIND,
GRETTER,jett,103,5,14,1,-9,61.7,31,0,2,-2,5242,Per,NMDM,3,13,3,9,0,4,BIND,
chase,raze,247,20,19,6,1,150.3,18,7,3,4,11982,REVO,Inga,11,13,4,8,7,5,ASCENT,
Gabriel,omen,207,18,16,2,2,120.3,26,2,3,-1,11982,REVO,Inga,11,13,4,8,7,5,ASCENT,
bielthemagician,sova,179,15,16,7,-1,102.2,19,1,0,1,11982,REVO,Inga,11,13,4,8,7,5,ASCENT,
cqJESUS,cypher,156,14,16,2,-2,109.0,24,1,1,0,11982,REVO,Inga,11,13,4,8,7,5,ASCENT,
MATHR,jett,89,8,19,0,-11,59.8,44,1,5,-4,11982,REVO,Inga,11,13,4,8,7,5,ASCENT,
ceegu1N,omen,276,25,12,3,13,161.7,18,3,1,2,11982,Inga,REVO,13,11,5,7,8,4,ASCENT,
Pernalonga,jett,232,19,15,3,4,144.7,25,3,5,-2,11982,Inga,REVO,13,11,5,7,8,4,ASCENT,
jacobin,breach,201,15,16,12,-1,124.5,26,2,2,0,11982,Inga,REVO,13,11,5,7,8,4,ASCENT,
patochovsk,raze,188,14,17,6,-3,134.8,11,3,4,-1,11982,Inga,REVO,13,11,5,7,8,4,ASCENT,
ducKw0w,sova,168,13,15,7,-2,105.0,26,1,0,1,11982,Inga,REVO,13,11,5,7,8,4,ASCENT,
Pernalonga,jett,270,22,15,6,7,131.8,21,7,5,2,11986,Inga,fave,10,13,6,5,4,8,HAVEN,
ducKw0w,cypher,215,16,16,5,0,143.2,14,0,1,-1,11986,Inga,fave,10,13,6,5,4,8,HAVEN,
ceegu1N,omen,182,13,17,8,-4,114.5,11,3,2,1,11986,Inga,fave,10,13,6,5,4,8,HAVEN,
patochovsk,sova,176,13,17,10,-4,129.2,24,1,1,0,11986,Inga,fave,10,13,6,5,4,8,HAVEN,
jacobin,breach,133,10,15,9,-5,74.9,19,1,2,-1,11986,Inga,fave,10,13,6,5,4,8,HAVEN,
aspas,reyna,249,19,15,5,4,140.8,38,3,4,-1,11986,fave,Inga,13,10,8,4,5,6,HAVEN,
cad,jett,227,20,12,1,8,140.0,26,6,4,2,11986,fave,Inga,13,10,8,4,5,6,HAVEN,
LKSHOW,sova,225,16,15,6,1,140.8,21,1,0,1,11986,fave,Inga,13,10,8,4,5,6,HAVEN,
dio9x,cypher,186,13,16,7,-3,133.6,23,0,1,-1,11986,fave,Inga,13,10,8,4,5,6,HAVEN,
Nether,omen,131,12,16,4,-4,90.9,31,1,3,-2,11986,fave,Inga,13,10,8,4,5,6,HAVEN,
patochovsk,raze,296,20,13,6,7,186.4,18,4,5,-1,11986,Inga,fave,13,7,6,2,7,5,BIND,
Pernalonga,jett,268,20,12,4,8,160.3,19,4,1,3,11986,Inga,fave,13,7,6,2,7,5,BIND,
ducKw0w,sova,203,14,9,10,5,113.0,19,2,0,2,11986,Inga,fave,13,7,6,2,7,5,BIND,
ceegu1N,omen,189,13,10,5,3,130.6,28,0,2,-2,11986,Inga,fave,13,7,6,2,7,5,BIND,
jacobin,breach,171,13,11,15,2,98.1,21,2,0,2,11986,Inga,fave,13,7,6,2,7,5,BIND,
dio9x,cypher,198,12,16,3,-4,124.4,28,4,1,3,11986,fave,Inga,7,13,5,7,2,6,BIND,
aspas,raze,197,14,15,2,-1,126.7,15,0,2,-2,11986,fave,Inga,7,13,5,7,2,6,BIND,
LKSHOW,sova,179,11,14,6,-3,110.1,21,2,0,2,11986,fave,Inga,7,13,5,7,2,6,BIND,
Nether,omen,157,9,18,5,-9,85.4,14,1,5,-4,11986,fave,Inga,7,13,5,7,2,6,BIND,
cad,jett,132,9,17,5,-8,78.4,21,1,4,-3,11986,fave,Inga,7,13,5,7,2,6,BIND,
patochovsk,raze,320,24,13,9,11,254.8,13,6,2,4,11986,Inga,fave,13,11,7,5,6,6,ASCENT,
ducKw0w,sova,222,19,13,5,6,182.9,25,1,0,1,11986,Inga,fave,13,11,7,5,6,6,ASCENT,
jacobin,breach,188,17,12,9,5,107.2,21,1,2,-1,11986,Inga,fave,13,11,7,5,6,6,ASCENT,
ceegu1N,omen,143,12,13,5,-1,79.8,12,2,1,1,11986,Inga,fave,13,11,7,5,6,6,ASCENT,
Pernalonga,jett,126,11,16,3,-5,59.3,20,5,4,1,11986,Inga,fave,13,11,7,5,6,6,ASCENT,
LKSHOW,sova,253,18,17,7,1,163.8,16,2,1,1,11986,fave,Inga,11,13,6,6,5,7,ASCENT,
aspas,reyna,214,18,15,4,3,132.2,18,2,2,0,11986,fave,Inga,11,13,6,6,5,7,ASCENT,
cad,jett,158,13,19,2,-6,97.5,13,3,6,-3,11986,fave,Inga,11,13,6,6,5,7,ASCENT,
Nether,omen,136,11,18,6,-7,85.8,24,2,2,0,11986,fave,Inga,11,13,6,6,5,7,ASCENT,
dio9x,cypher,95,7,14,2,-7,73.3,16,0,4,-4,11986,fave,Inga,11,13,6,6,5,7,ASCENT,
ceegu1N,omen,309,23,12,8,11,187.6,17,3,0,3,11988,Inga,OSKA,13,8,7,5,6,3,BIND,
Pernalonga,jett,265,20,15,2,5,144.9,32,8,2,6,11988,Inga,OSKA,13,8,7,5,6,3,BIND,
patochovsk,raze,198,12,12,5,0,126.0,16,3,2,1,11988,Inga,OSKA,13,8,7,5,6,3,BIND,
ducKw0w,sova,193,15,12,3,3,116.3,31,0,0,0,11988,Inga,OSKA,13,8,7,5,6,3,BIND,
jacobin,breach,167,13,14,11,-1,115.1,30,1,2,-1,11988,Inga,OSKA,13,8,7,5,6,3,BIND,
Nozwerr,sova,291,21,15,9,6,176.3,20,1,1,0,11988,OSKA,Inga,8,13,3,6,5,7,BIND,
Leox,raze,213,13,16,8,-3,134.8,19,3,3,0,11988,OSKA,Inga,8,13,3,6,5,7,BIND,
spacca,omen,182,14,18,3,-4,168.0,16,0,2,-2,11988,OSKA,Inga,8,13,3,6,5,7,BIND,
Tixinha,cypher,143,8,17,6,-9,100.9,16,1,5,-4,11988,OSKA,Inga,8,13,3,6,5,7,BIND,
BiDa,sage,133,9,17,8,-8,83.9,18,1,4,-3,11988,OSKA,Inga,8,13,3,6,5,7,BIND,
Pernalonga,jett,299,19,11,4,8,196.7,28,5,1,4,11988,Inga,OSKA,13,5,5,1,8,4,ASCENT,
patochovsk,raze,259,18,10,4,8,161.9,25,2,3,-1,11988,Inga,OSKA,13,5,5,1,8,4,ASCENT,
ducKw0w,sova,215,13,13,6,0,131.9,31,2,1,1,11988,Inga,OSKA,13,5,5,1,8,4,ASCENT,
jacobin,breach,138,9,12,10,-3,70.3,29,1,2,-1,11988,Inga,OSKA,13,5,5,1,8,4,ASCENT,
ceegu1N,omen,127,10,9,5,1,50.3,13,0,1,-1,11988,Inga,OSKA,13,5,5,1,8,4,ASCENT,
Nozwerr,sova,261,16,13,7,3,164.2,20,1,0,1,11988,OSKA,Inga,5,13,4,8,1,5,ASCENT,
BiDa,sage,199,13,13,3,0,115.2,20,4,3,1,11988,OSKA,Inga,5,13,4,8,1,5,ASCENT,
Leox,raze,193,10,16,3,-6,132.3,23,3,4,-1,11988,OSKA,Inga,5,13,4,8,1,5,ASCENT,
spacca,omen,160,9,13,4,-4,158.2,35,0,2,-2,11988,OSKA,Inga,5,13,4,8,1,5,ASCENT,
Tixinha,cypher,134,7,14,3,-7,95.3,33,0,1,-1,11988,OSKA,Inga,5,13,4,8,1,5,ASCENT,
