Team,Pistol_W,Pistol_P,Pistol_WR,Eco_0_5_P,Eco_0_5_W,Eco_0_5_WR,Semi_Eco_5_10_P,Semi_Eco_5_10_W,Semi_Eco_5_10_WR,Semi_Buy_10_20_P,Semi_Buy_10_20_W,Semi_Buy_10_20_WR,Full_Buy_20_P,Full_Buy_20_W,Full_Buy_20_WR,Opp_team,Num_maps,Patch,match_id,Map
Ingaming,2,2,100.0,2,2,100.0,0,0,,6,4,67.0,10,7,70.0,EXZ,1.0,2.04,13520,HAVEN
EXZ,0,2,0.0,3,0,0.0,3,1,33.0,4,0,0.0,8,4,50.0,Ingaming,1.0,2.04,13520,HAVEN
Ingaming,0,2,0.0,4,0,0.0,1,0,0.0,3,1,33.0,11,5,45.0,B4,1.0,2.04,13530,ASCENT
B4,2,2,100.0,2,2,100.0,0,0,,6,4,67.0,11,7,64.0,Ingaming,1.0,2.04,13530,ASCENT
Ingaming,0,2,0.0,4,0,0.0,1,0,0.0,6,3,50.0,6,1,17.0,B4,1.0,2.04,13530,HAVEN
B4,2,2,100.0,2,2,100.0,1,1,100.0,3,3,100.0,11,7,64.0,Ingaming,1.0,2.04,13530,HAVEN
GLB,1,2,50.0,3,1,33.0,1,1,100.0,2,1,50.0,13,10,77.0,Ingaming,1.0,,14102,ASCENT
Ingaming,1,2,50.0,3,1,33.0,2,0,0.0,4,1,25.0,10,4,40.0,GLB,1.0,,14102,ASCENT
GLB,1,2,50.0,3,1,33.0,0,0,,3,2,67.0,11,10,91.0,Ingaming,1.0,,14102,SPLIT
Ingaming,1,2,50.0,3,1,33.0,3,0,0.0,6,2,33.0,5,1,20.0,GLB,1.0,,14102,SPLIT
FUR,2,2,100.0,2,2,100.0,0,0,,7,6,86.0,6,5,83.0,Ingaming,1.0,2.06,15738,ASCENT
Ingaming,0,2,0.0,3,0,0.0,4,0,0.0,1,0,0.0,7,2,29.0,FUR,1.0,2.06,15738,ASCENT
Ingaming,0,2,0.0,4,0,0.0,1,1,100.0,3,0,0.0,11,5,45.0,HL,1.0,2.06,15741,BIND
HL,2,2,100.0,2,2,100.0,1,1,100.0,7,4,57.0,9,6,67.0,Ingaming,1.0,2.06,15741,BIND
Ingaming,1,2,50.0,4,1,25.0,2,1,50.0,6,2,33.0,9,4,44.0,HL,1.0,2.06,15741,ASCENT
HL,1,2,50.0,3,1,33.0,2,1,50.0,4,2,50.0,12,9,75.0,Ingaming,1.0,2.06,15741,ASCENT
HL,1,2,50.0,3,1,33.0,2,1,50.0,2,2,100.0,15,9,60.0,Ingaming,1.0,2.06,17045,BIND
Ingaming,1,2,50.0,3,1,33.0,1,0,0.0,6,3,50.0,12,5,42.0,HL,1.0,2.06,17045,BIND
HL,0,2,0.0,4,0,0.0,2,1,50.0,2,1,50.0,9,2,22.0,Ingaming,1.0,2.06,17045,ASCENT
Ingaming,2,2,100.0,2,2,100.0,0,0,,3,2,67.0,12,9,75.0,HL,1.0,2.06,17045,ASCENT
HL,1,2,50.0,3,1,33.0,1,1,100.0,7,3,43.0,13,6,46.0,Ingaming,1.0,2.06,17045,HAVEN
Ingaming,1,2,50.0,4,1,25.0,2,0,0.0,3,1,33.0,15,11,73.0,HL,1.0,2.06,17045,HAVEN
Ingaming,0,2,0.0,5,0,0.0,0,0,,4,3,75.0,14,10,71.0,ITZA,1.0,,16755,ASCENT
ITZA,2,2,100.0,2,2,100.0,2,0,0.0,4,2,50.0,15,6,40.0,Ingaming,1.0,,16755,ASCENT
Ingaming,2,2,100.0,2,2,100.0,0,0,,2,2,100.0,9,9,100.0,ITZA,1.0,,16755,HAVEN
ITZA,0,2,0.0,3,0,0.0,0,0,,5,0,0.0,5,0,0.0,Ingaming,1.0,,16755,HAVEN
VKS,2,2,100.0,2,2,100.0,1,0,0.0,8,4,50.0,11,7,64.0,Ingaming,1.0,,17618,BIND
Ingaming,0,2,0.0,4,0,0.0,1,0,0.0,3,0,0.0,14,9,64.0,VKS,1.0,,17618,BIND
VKS,1,2,50.0,3,1,33.0,0,0,,2,2,100.0,11,10,91.0,Ingaming,1.0,,17618,ASCENT
Ingaming,1,2,50.0,3,1,33.0,2,0,0.0,5,1,20.0,6,1,17.0,VKS,1.0,,17618,ASCENT
paiN,1,2,50.0,3,1,33.0,4,0,0.0,2,2,100.0,17,11,65.0,Ingaming,1.0,,17747,SPLIT
Ingaming,1,2,50.0,3,1,33.0,2,1,50.0,3,3,100.0,18,7,39.0,paiN,1.0,,17747,SPLIT
paiN,1,2,50.0,2,1,50.0,4,1,25.0,6,3,50.0,8,2,25.0,Ingaming,1.0,,17747,HAVEN
Ingaming,1,2,50.0,3,1,33.0,0,0,,3,2,67.0,14,10,71.0,paiN,1.0,,17747,HAVEN
paiN,1,2,50.0,5,1,20.0,2,0,0.0,6,1,17.0,5,3,60.0,Ingaming,1.0,,17747,BIND
Ingaming,1,2,50.0,3,2,67.0,0,0,,3,3,100.0,12,8,67.0,paiN,1.0,,17747,BIND
Ingaming,1,2,50.0,4,1,25.0,1,0,0.0,5,2,40.0,8,2,25.0,TNET,1.0,,16838,HAVEN
TNET,1,2,50.0,3,1,33.0,0,0,,3,3,100.0,12,9,75.0,Ingaming,1.0,,16838,HAVEN
Ingaming,0,2,0.0,3,0,0.0,4,0,0.0,4,1,25.0,4,1,25.0,TNET,1.0,,16838,ASCENT
TNET,2,2,100.0,2,2,100.0,0,0,,2,2,100.0,11,9,82.0,Ingaming,1.0,,16838,ASCENT
FUR,1,2,50.0,3,2,67.0,0,0,,5,3,60.0,14,8,57.0,Ingaming,1.0,,17752,BIND
Ingaming,1,2,50.0,3,1,33.0,2,1,50.0,4,1,25.0,13,6,46.0,FUR,1.0,,17752,BIND
FUR,1,2,50.0,3,2,67.0,0,0,,3,2,67.0,10,9,90.0,Ingaming,1.0,,17752,ASCENT
Ingaming,1,2,50.0,4,1,25.0,1,1,100.0,7,0,0.0,4,1,25.0,FUR,1.0,,17752,ASCENT
Ingaming,2,2,100.0,3,2,67.0,1,1,100.0,2,1,50.0,11,9,82.0,RevoadaVLR,1.0,,24204,BIND
RevoadaVLR,0,2,0.0,3,0,0.0,3,0,0.0,2,2,100.0,9,2,22.0,Ingaming,1.0,,24204,BIND
Ingaming,1,2,50.0,3,1,33.0,0,0,,4,3,75.0,12,9,75.0,RevoadaVLR,1.0,,24204,SPLIT
RevoadaVLR,1,2,50.0,5,1,20.0,2,0,0.0,4,3,75.0,8,2,25.0,Ingaming,1.0,,24204,SPLIT
Ingaming,1,2,50.0,4,1,25.0,2,0,0.0,2,0,0.0,12,6,50.0,TNET,1.0,,24215,BIND
TNET,1,2,50.0,2,1,50.0,1,0,0.0,5,4,80.0,12,8,67.0,Ingaming,1.0,,24215,BIND
Ingaming,1,2,50.0,3,1,33.0,2,0,0.0,7,3,43.0,8,3,38.0,TNET,1.0,,24215,HAVEN
TNET,1,2,50.0,3,1,33.0,1,0,0.0,2,2,100.0,14,10,71.0,Ingaming,1.0,,24215,HAVEN
Ingaming,2,2,100.0,2,2,100.0,0,0,,2,2,100.0,13,9,69.0,UNKTEC,1.0,,26726,BIND
UNKTEC,0,2,0.0,5,0,0.0,1,0,0.0,3,0,0.0,8,4,50.0,Ingaming,1.0,,26726,BIND
Ingaming,1,2,50.0,3,1,33.0,3,0,0.0,2,2,100.0,16,10,62.0,UNKTEC,1.0,,26726,HAVEN
UNKTEC,1,2,50.0,4,1,25.0,0,0,,6,3,50.0,14,7,50.0,Ingaming,1.0,,26726,HAVEN
Ingaming,0,2,0.0,4,0,0.0,2,1,50.0,2,1,50.0,15,11,73.0,EXZ,1.0,,26775,BIND
EXZ,2,2,100.0,2,2,100.0,1,0,0.0,9,4,44.0,11,4,36.0,Ingaming,1.0,,26775,BIND
Ingaming,2,2,100.0,3,2,67.0,1,0,0.0,5,3,60.0,13,8,62.0,EXZ,1.0,,26775,HAVEN
EXZ,0,2,0.0,3,0,0.0,2,0,0.0,3,0,0.0,14,9,64.0,Ingaming,1.0,,26775,HAVEN
GLB,0,2,0.0,4,1,25.0,0,0,,0,0,,17,12,71.0,Ingaming,1.0,,26911,ICEBOX
Ingaming,2,2,100.0,3,2,67.0,2,0,0.0,4,2,50.0,12,4,33.0,GLB,1.0,,26911,ICEBOX
Ingaming,0,2,0.0,4,0,0.0,1,0,0.0,1,0,0.0,12,5,42.0,SLK,1.0,,26914,ICEBOX
SLK,2,2,100.0,2,2,100.0,0,0,,6,3,50.0,10,8,80.0,Ingaming,1.0,,26914,ICEBOX
Ingaming,1,2,50.0,4,2,50.0,1,0,0.0,6,4,67.0,15,8,53.0,SLK,1.0,,26914,BIND
SLK,1,2,50.0,4,1,25.0,1,1,100.0,3,1,33.0,18,9,50.0,Ingaming,1.0,,26914,BIND
Ingaming,0,2,0.0,4,0,0.0,2,1,50.0,4,1,25.0,7,2,29.0,SLK,1.0,,26914,HAVEN
SLK,2,2,100.0,2,2,100.0,0,0,,5,4,80.0,10,7,70.0,Ingaming,1.0,,26914,HAVEN
