Team,Pistol_W,Pistol_P,Pistol_WR,Eco_0_5_P,Eco_0_5_W,Eco_0_5_WR,Semi_Eco_5_10_P,Semi_Eco_5_10_W,Semi_Eco_5_10_WR,Semi_Buy_10_20_P,Semi_Buy_10_20_W,Semi_Buy_10_20_WR,Full_Buy_20_P,Full_Buy_20_W,Full_Buy_20_WR,Opp_team,Num_maps,Patch,match_id,Map
DLWZK,1,2,50.0,3,1,33.0,2,0,0.0,8,3,38.0,10,9,90.0,HL,1.0,1.12,5279,ASCENT
HL,1,2,50.0,3,1,33.0,2,0,0.0,6,2,33.0,12,7,58.0,DLWZK,1.0,1.12,5279,ASCENT
DLWZK,1,2,50.0,3,2,67.0,1,0,0.0,11,5,45.0,6,1,17.0,HL,1.0,1.12,5279,SPLIT
HL,1,2,50.0,4,1,25.0,0,0,,1,0,0.0,16,12,75.0,DLWZK,1.0,1.12,5279,SPLIT
DLWZK,1,2,50.0,3,1,33.0,2,0,0.0,6,2,33.0,7,2,29.0,HL,1.0,1.12,5279,HAVEN
HL,1,2,50.0,2,1,50.0,2,0,0.0,3,2,67.0,11,10,91.0,DLWZK,1.0,1.12,5279,HAVEN
HL,2,2,100.0,2,2,100.0,0,0,,4,4,100.0,9,7,78.0,DKS esports,1.0,1.12,5264,ASCENT
DKS esports,0,2,0.0,2,0,0.0,2,0,0.0,6,0,0.0,5,2,40.0,HL,1.0,1.12,5264,ASCENT
HL,2,2,100.0,3,2,67.0,0,0,,4,2,50.0,13,9,69.0,DKS esports,1.0,1.12,5264,SPLIT
DKS esports,0,2,0.0,4,0,0.0,2,0,0.0,4,3,75.0,10,4,40.0,HL,1.0,1.12,5264,SPLIT
HL,0,2,0.0,3,0,0.0,1,0,0.0,5,2,40.0,7,1,14.0,paiN,1.0,1.12,6686,ASCENT
paiN,2,2,100.0,3,2,67.0,0,0,,4,3,75.0,9,8,89.0,HL,1.0,1.12,6686,ASCENT
HL,0,2,0.0,4,0,0.0,0,0,,3,1,33.0,17,10,59.0,paiN,1.0,1.12,6686,BIND
paiN,2,2,100.0,2,2,100.0,4,0,0.0,5,3,60.0,13,8,62.0,HL,1.0,1.12,6686,BIND
VK,1,2,50.0,3,1,33.0,1,0,0.0,8,4,50.0,14,9,64.0,HL,1.0,1.1,4944,BIND
HL,1,2,50.0,3,1,33.0,4,1,25.0,3,1,33.0,16,9,56.0,VK,1.0,1.1,4944,BIND
VK,1,2,50.0,3,1,33.0,2,0,0.0,2,2,100.0,13,10,77.0,HL,1.0,1.1,4944,HAVEN
HL,1,2,50.0,3,1,33.0,2,0,0.0,3,2,67.0,12,4,33.0,VK,1.0,1.1,4944,HAVEN
HL,1,2,50.0,4,1,25.0,1,0,0.0,2,0,0.0,15,12,80.0,tiobaṛo,1.0,1.11,4908,HAVEN
tiobaṛo,1,2,50.0,2,1,50.0,1,0,0.0,7,4,57.0,12,4,33.0,HL,1.0,1.11,4908,HAVEN
eRa Eternity,1,2,50.0,4,1,25.0,1,0,0.0,3,1,33.0,11,4,36.0,HL,1.0,1.1,4902,HAVEN
HL,1,2,50.0,3,1,33.0,2,1,50.0,1,1,100.0,13,10,77.0,eRa Eternity,1.0,1.1,4902,HAVEN
HL,2,2,100.0,2,2,100.0,1,1,100.0,4,2,50.0,10,8,80.0,Furnace e-sports,1.0,1.1,4901,BIND
Furnace e-sports,0,2,0.0,4,0,0.0,1,0,0.0,4,0,0.0,8,4,50.0,HL,1.0,1.1,4901,BIND
A-force,1,2,50.0,3,1,33.0,1,0,0.0,4,0,0.0,6,0,0.0,HL,1.0,1.1,4898,BIND
HL,1,2,50.0,2,1,50.0,0,0,,2,2,100.0,10,10,100.0,A-force,1.0,1.1,4898,BIND
HL,0,2,0.0,4,1,25.0,0,0,,4,3,75.0,12,3,25.0,eRa Eternity,1.0,1.1,4437,HAVEN
eRa Eternity,2,2,100.0,3,2,67.0,1,0,0.0,5,3,60.0,11,8,73.0,HL,1.0,1.1,4437,HAVEN
Furnace e-sports,1,2,50.0,3,1,33.0,3,0,0.0,5,2,40.0,5,0,0.0,HL,1.0,1.1,4436,HAVEN
HL,1,2,50.0,3,1,33.0,0,0,,4,3,75.0,9,9,100.0,Furnace e-sports,1.0,1.1,4436,HAVEN
HL,1,2,50.0,3,2,67.0,0,0,,2,2,100.0,9,9,100.0,A-force,1.0,1.1,4433,HAVEN
A-force,1,2,50.0,4,1,25.0,2,0,0.0,3,0,0.0,5,0,0.0,HL,1.0,1.1,4433,HAVEN
FF,2,2,100.0,2,2,100.0,0,0,,2,2,100.0,10,9,90.0,HL,1.0,1.08,3063,HAVEN
HL,0,2,0.0,3,0,0.0,4,0,0.0,2,0,0.0,5,1,20.0,FF,1.0,1.08,3063,HAVEN
VKS,0,2,0.0,4,0,0.0,1,0,0.0,3,2,67.0,14,7,50.0,HL,1.0,1.08,3059,ASCENT
HL,2,2,100.0,2,2,100.0,1,0,0.0,4,3,75.0,15,8,53.0,VKS,1.0,1.08,3059,ASCENT
HL,1,2,50.0,4,1,25.0,1,1,100.0,3,1,33.0,15,10,67.0,Comedores de Cuscuz,1.0,1.08,3055,HAVEN
Comedores de Cuscuz,1,2,50.0,3,1,33.0,1,0,0.0,3,2,67.0,16,7,44.0,HL,1.0,1.08,3055,HAVEN
VK,1,2,50.0,2,1,50.0,3,0,0.0,4,1,25.0,19,11,58.0,HL,1.0,1.12,6631,HAVEN
HL,1,2,50.0,3,1,33.0,3,0,0.0,2,2,100.0,20,12,60.0,VK,1.0,1.12,6631,HAVEN
VK,2,2,100.0,2,2,100.0,1,1,100.0,5,3,60.0,24,9,38.0,HL,1.0,1.12,6631,ASCENT
HL,0,2,0.0,4,0,0.0,1,0,0.0,3,1,33.0,24,16,67.0,VK,1.0,1.12,6631,ASCENT
HL,2,2,100.0,2,2,100.0,1,0,0.0,6,4,67.0,11,7,64.0,tiobaṛo,1.0,1.12,6629,ASCENT
tiobaṛo,0,2,0.0,4,0,0.0,2,0,0.0,1,0,0.0,13,7,54.0,HL,1.0,1.12,6629,ASCENT
HL,1,2,50.0,3,1,33.0,0,0,,1,1,100.0,14,11,79.0,tiobaṛo,1.0,1.12,6629,HAVEN
tiobaṛo,1,2,50.0,3,1,33.0,3,0,0.0,6,2,33.0,6,2,33.0,HL,1.0,1.12,6629,HAVEN
HL,1,2,50.0,15,9,60.0,0,0,,0,0,,5,4,80.0,VKS,1.0,1.12,6002,ASCENT
