Player,ACS,K,D,A,KD_DIFF,ADR,HS%,FK,FD,FK_FD_DIFF,match_id,Team,Opp_Team,Map,Num_maps,Patch
Maverick,189,15,19,5,-4,137.3,35,4,4,0,5997,oNe,HAVAN,MATCH,1,1.12
Champzera,161,15,18,4,-3,108.2,22,1,1,0,5997,oNe,HAVAN,MATCH,1,1.12
pleets,270,23,17,5,6,165.3,16,4,2,2,5997,HAVAN,oNe,MATCH,1,1.12
shion,251,21,17,9,4,157.5,20,1,0,1,5997,HAVAN,oNe,MATCH,1,1.12
pMdr1,247,20,17,7,3,147.7,24,2,4,-2,5997,HAVAN,oNe,MATCH,1,1.12
Myssen,159,14,18,4,-4,106.6,39,1,1,0,5997,HAVAN,oNe,MATCH,1,1.12
bNhardneja,154,13,19,1,-6,104.7,32,4,5,-1,5997,HAVAN,oNe,MATCH,1,1.12
shion,331,30,17,12,13,208.4,27,2,2,0,5996,HAVAN,VKS,MATCH,1,1.12
pleets,226,24,22,10,2,120.7,13,2,1,1,5996,HAVAN,VKS,MATCH,1,1.12
pMdr1,200,18,23,9,-5,118.4,22,4,6,-2,5996,HAVAN,VKS,MATCH,1,1.12
Myssen,174,18,19,2,-1,101.4,61,3,5,-2,5996,HAVAN,VKS,MATCH,1,1.12
bNhardneja,168,14,19,8,-5,111.4,14,2,1,1,5996,HAVAN,VKS,MATCH,1,1.12
fuzari,285,30,21,6,9,188.6,30,3,1,2,5996,VKS,HAVAN,MATCH,1,1.12
gtnziN,232,23,22,1,1,155.5,21,5,2,3,5996,VKS,HAVAN,MATCH,1,1.12
deNaro,194,16,19,9,-3,131.3,22,3,3,0,5996,VKS,HAVAN,MATCH,1,1.12
BrinkssJ,177,15,20,8,-5,127.6,20,2,2,0,5996,VKS,HAVAN,MATCH,1,1.12
cad,153,16,22,1,-6,105.1,13,2,5,-3,5996,VKS,HAVAN,MATCH,1,1.12
gtnziN,301,32,15,5,17,176.8,26,1,2,-1,2705,VKS,HAVAN,MATCH,1,1.07
fuzari,219,21,18,6,3,149.8,26,3,5,-2,2705,VKS,HAVAN,MATCH,1,1.07
cad,191,18,18,2,0,116.1,17,2,5,-3,2705,VKS,HAVAN,MATCH,1,1.07
deNaro,183,15,20,14,-5,133.0,22,4,1,3,2705,VKS,HAVAN,MATCH,1,1.07
BrinkssJ,128,11,19,6,-8,82.4,33,2,3,-1,2705,VKS,HAVAN,MATCH,1,1.07
pMdr1,265,24,23,8,1,169.8,20,6,5,1,2705,HAVAN,VKS,MATCH,1,1.07
bNhardneja,240,24,17,3,7,134.2,14,7,0,7,2705,HAVAN,VKS,MATCH,1,1.07
pleets,174,17,22,4,-5,108.8,13,1,2,-1,2705,HAVAN,VKS,MATCH,1,1.07
Myssen,147,16,16,10,0,97.7,34,2,5,-3,2705,HAVAN,VKS,MATCH,1,1.07
shion,118,9,19,10,-10,86.7,19,0,0,0,2705,HAVAN,VKS,MATCH,1,1.07
surpriiseeee,257,19,12,0,7,151.1,22,4,1,3,2715,Onfi,HAVAN,MATCH,1,1.07
tockers,192,13,9,13,4,125.9,21,3,1,2,2715,Onfi,HAVAN,MATCH,1,1.07
AimGreen,183,15,11,4,4,122.2,27,0,2,-2,2715,Onfi,HAVAN,MATCH,1,1.07
phz,164,8,13,9,-5,117.8,20,4,3,1,2715,Onfi,HAVAN,MATCH,1,1.07
Clovis,137,11,12,3,-1,86.2,24,1,1,0,2715,Onfi,HAVAN,MATCH,1,1.07
pMdr1,260,15,17,4,-2,190.4,27,5,4,1,2715,HAVAN,Onfi,MATCH,1,1.07
Myssen,198,14,12,5,2,126.5,32,0,4,-4,2715,HAVAN,Onfi,MATCH,1,1.07
shion,184,11,11,4,0,110.6,23,1,1,0,2715,HAVAN,Onfi,MATCH,1,1.07
pleets,131,10,13,3,-3,86.7,23,1,1,0,2715,HAVAN,Onfi,MATCH,1,1.07
bNhardneja,111,7,13,3,-6,82.7,21,1,2,-1,2715,HAVAN,Onfi,MATCH,1,1.07
pMdr1,263,18,17,6,1,154.0,14,2,5,-3,2739,HAVAN,Zool,MATCH,1,1.07
shion,247,17,16,5,1,195.5,27,3,1,2,2739,HAVAN,Zool,MATCH,1,1.07
