Player,Agents,ACS,K,D,A,KD_DIFF,ADR,HS%,FK,FD,FK_FD_DIFF,match_id,Team,Opp_Team,rounds_won,rounds_lost,ct_rounds_won,ct_rounds_lost,t_rounds_won,t_rounds_lost,Map,Patch
NANZIN,sova,130,10,14,6,-4,92.0,24,0,2,-2,4944,VK,HL,13,7,7,5,6,2,HAVEN,
shion,sova,295,18,13,8,5,206.0,27,1,1,0,4944,HL,VK,7,13,2,6,5,7,HAVEN,
bNhardneja,jett,181,14,13,2,1,124.5,32,2,1,1,4944,HL,VK,7,13,2,6,5,7,HAVEN,
pMdr1,reyna,166,11,14,2,-3,111.8,29,2,1,1,4944,HL,VK,7,13,2,6,5,7,HAVEN,
Myssen,cypher,165,13,14,4,-1,107.0,48,1,5,-4,4944,HL,VK,7,13,2,6,5,7,HAVEN,
pleets,omen,138,10,13,6,-3,90.4,14,2,4,-2,4944,HL,VK,7,13,2,6,5,7,HAVEN,
Myssen,cypher,260,22,12,3,10,161.6,47,1,1,0,4908,HL,tiob,13,9,5,7,8,2,HAVEN,
shion,sova,226,16,9,7,7,182.8,18,2,1,1,4908,HL,tiob,13,9,5,7,8,2,HAVEN,
pMdr1,reyna,212,14,17,4,-3,119.0,15,7,3,4,4908,HL,tiob,13,9,5,7,8,2,HAVEN,
pleets,omen,209,17,13,4,4,184.3,15,3,2,1,4908,HL,tiob,13,9,5,7,8,2,HAVEN,
bNhardneja,jett,147,11,10,2,1,107.8,21,2,0,2,4908,HL,tiob,13,9,5,7,8,2,HAVEN,
Rub1ka,omen,240,17,15,5,2,164.5,26,1,2,-1,4908,tiob,HL,9,13,2,8,7,5,HAVEN,
SAPEKA,phoenix,181,12,19,3,-7,116.2,13,1,5,-4,4908,tiob,HL,9,13,2,8,7,5,HAVEN,
dtt1,jett,147,13,16,1,-3,88.9,23,3,3,0,4908,tiob,HL,9,13,2,8,7,5,HAVEN,
Igaum,cypher,135,11,16,6,-5,105.3,17,2,4,-2,4908,tiob,HL,9,13,2,8,7,5,HAVEN,
NandeX,sova,119,8,14,9,-6,85.0,13,0,1,-1,4908,tiob,HL,9,13,2,8,7,5,HAVEN,
