Player,Agents,ACS,K,D,A,KD_DIFF,ADR,HS%,FK,FD,FK_FD_DIFF,match_id,Team,Opp_Team,rounds_won,rounds_lost,ct_rounds_won,ct_rounds_lost,t_rounds_won,t_rounds_lost,Map,Patch
BladeZ,jett,179,13,12,2,1,89.5,40,1,4,-3,8610,ATHZ,Rise,13,7,6,6,7,1,HAVEN,
REPOW,sova,156,13,7,9,6,86.4,18,3,0,3,8610,ATHZ,Rise,13,7,6,6,7,1,HAVEN,
glym,jett,340,24,14,5,10,200.1,15,4,1,3,8610,Rise,ATHZ,13,8,6,6,7,2,ICEBOX,
GuhRVN,brimstone,284,20,12,7,8,164.2,30,4,0,4,8610,Rise,ATHZ,13,8,6,6,7,2,ICEBOX,
Slag,sage,242,18,13,8,5,132.9,19,3,2,1,8610,Rise,ATHZ,13,8,6,6,7,2,ICEBOX,
leonzhet,sova,217,16,12,6,4,160.9,24,0,2,-2,8610,Rise,ATHZ,13,8,6,6,7,2,ICEBOX,
DmL,reyna,108,7,18,5,-11,70.3,23,2,3,-1,8610,Rise,ATHZ,13,8,6,6,7,2,ICEBOX,
kato,raze,241,19,15,4,4,158.5,17,0,1,-1,8610,ATHZ,Rise,8,13,2,7,6,6,ICEBOX,
BladeZ,sage,192,14,16,6,-2,102.9,33,2,1,1,8610,ATHZ,Rise,8,13,2,7,6,6,ICEBOX,
PxL,phoenix,184,12,17,8,-5,136.5,23,3,5,-2,8610,ATHZ,Rise,8,13,2,7,6,6,ICEBOX,
vtrg0d,killjoy,179,13,17,5,-4,120.4,15,0,3,-3,8610,ATHZ,Rise,8,13,2,7,6,6,ICEBOX,
REPOW,omen,160,11,20,1,-9,94.3,27,3,3,0,8610,ATHZ,Rise,8,13,2,7,6,6,ICEBOX,
GuhRVN,brimstone,281,23,13,4,10,175.4,23,1,1,0,8610,Rise,ATHZ,13,10,7,4,6,6,BIND,
DmL,reyna,212,15,14,6,1,149.6,21,2,1,1,8610,Rise,ATHZ,13,10,7,4,6,6,BIND,
leonzhet,sova,207,16,13,6,3,112.2,21,1,4,-3,8610,Rise,ATHZ,13,10,7,4,6,6,BIND,
Slag,cypher,169,13,16,3,-3,107.5,29,3,4,-1,8610,Rise,ATHZ,13,10,7,4,6,6,BIND,
glym,jett,158,14,15,0,-1,89.0,16,2,4,-2,8610,Rise,ATHZ,13,10,7,4,6,6,BIND,
BladeZ,jett,198,16,17,6,-1,132.2,23,4,1,3,8610,ATHZ,Rise,10,13,6,6,4,7,BIND,
PxL,omen,195,15,19,7,-4,105.3,21,1,3,-2,8610,ATHZ,Rise,10,13,6,6,4,7,BIND,
kato,raze,191,15,13,3,2,116.5,16,4,1,3,8610,ATHZ,Rise,10,13,6,6,4,7,BIND,
REPOW,sova,181,14,16,9,-2,123.2,22,3,1,2,8610,ATHZ,Rise,10,13,6,6,4,7,BIND,
vtrg0d,cypher,142,11,16,4,-5,88.4,18,2,3,-1,8610,ATHZ,Rise,10,13,6,6,4,7,BIND,
GuhRVN,brimstone,285,20,11,5,9,188.5,16,3,0,3,8607,Rise,aim,13,8,6,3,7,5,HAVEN,
glym,jett,266,18,13,5,5,136.1,15,5,1,4,8607,Rise,aim,13,8,6,3,7,5,HAVEN,
DmL,reyna,248,20,10,5,10,196.7,18,2,1,1,8607,Rise,aim,13,8,6,3,7,5,HAVEN,
Slag,cypher,173,14,17,4,-3,98.9,34,4,3,1,8607,Rise,aim,13,8,6,3,7,5,HAVEN,
leonzhet,sova,146,11,11,11,0,94.3,23,0,2,-2,8607,Rise,aim,13,8,6,3,7,5,HAVEN,
chase,reyna,230,15,18,3,-3,139.7,24,3,4,-1,8607,aim,Rise,8,13,5,7,3,6,HAVEN,
cqJESUS,cypher,193,14,15,4,-1,100.4,20,2,3,-1,8607,aim,Rise,8,13,5,7,3,6,HAVEN,
mtr,omen,183,16,16,2,0,126.3,33,0,2,-2,8607,aim,Rise,8,13,5,7,3,6,HAVEN,
havoc,raze,166,9,17,8,-8,116.2,7,1,2,-1,8607,aim,Rise,8,13,5,7,3,6,HAVEN,
