Player,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE,match_id,Team,Opp_Team,Map,Patch
matheuzin,2,1,0,0.0,0,0,0.0,0.0,0.0,40,2,2,6527,paiN,IMP,HAVEN,
kon4n,2,0,1,0.0,0,1,0.0,0.0,0.0,64,3,1,6527,paiN,IMP,HAVEN,
Veroneze,1,0,0,0.0,0,0,0.0,0.0,0.0,43,0,0,6527,paiN,IMP,HAVEN,
rst,3,0,1,0.0,0,0.0,0.0,0.0,0.0,80,1,0,6527,IMP,paiN,ASCENT,
Evilkyk,1,0,0,0.0,0,0.0,0.0,0.0,0.0,29,0,2,6527,IMP,paiN,ASCENT,
tuyz,2,1,0,0.0,1,0.0,0.0,0.0,0.0,71,0,0,6527,IMP,paiN,ASCENT,
Biscoit1n,2,0,0,0.0,0,0.0,0.0,0.0,0.0,35,0,0,6527,IMP,paiN,ASCENT,
txddy,4,1,0,0.0,0,0.0,0.0,0.0,0.0,64,1,1,6527,IMP,paiN,ASCENT,
murizzz,3,0,0,0.0,0,0.0,0.0,0.0,0.0,43,0,1,6527,paiN,IMP,ASCENT,
Txozin,2,1,1,0.0,1,0.0,0.0,0.0,0.0,65,3,0,6527,paiN,IMP,ASCENT,
matheuzin,0,0,0,0.0,0,0.0,0.0,0.0,0.0,41,3,0,6527,paiN,IMP,ASCENT,
kon4n,2,3,1,0.0,1,0.0,0.0,0.0,0.0,75,0,1,6527,paiN,IMP,ASCENT,
Veroneze,0,1,1,0.0,0,0.0,0.0,0.0,0.0,42,4,0,6527,paiN,IMP,ASCENT,
rst,3,0,0,0,0,0,0.0,0.0,0.0,24,10,0,6527,IMP,paiN,SPLIT,
Evilkyk,4,2,0,0,1,0,0.0,0.0,0.0,56,0,0,6527,IMP,paiN,SPLIT,
tuyz,5,2,0,0,1,0,0.0,0.0,0.0,76,0,0,6527,IMP,paiN,SPLIT,
Biscoit1n,3,0,0,0,0,0,0.0,0.0,0.0,36,0,0,6527,IMP,paiN,SPLIT,
txddy,1,0,0,1,1,0,0.0,0.0,0.0,42,0,1,6527,IMP,paiN,SPLIT,
murizzz,1,2,0,0,0,0,0.0,0.0,0.0,40,1,1,6527,paiN,IMP,SPLIT,
Txozin,1,0,1,0,0,0,0.0,0.0,0.0,43,3,0,6527,paiN,IMP,SPLIT,
matheuzin,1,1,0,0,0,0,0.0,0.0,0.0,41,2,0,6527,paiN,IMP,SPLIT,
kon4n,1,1,1,0,0,1,0.0,0.0,0.0,77,2,0,6527,paiN,IMP,SPLIT,
Veroneze,1,3,0,0,0,0,0.0,0.0,0.0,79,0,0,6527,paiN,IMP,SPLIT,
rst,3,0,0,0.0,1,0,0.0,0.0,0.0,42,5,2,6527,IMP,paiN,HAVEN,
Evilkyk,0,1,0,0.0,0,0,0.0,0.0,0.0,27,1,1,6527,IMP,paiN,HAVEN,
tuyz,2,1,1,0.0,0,0,0.0,0.0,0.0,77,0,2,6527,IMP,paiN,HAVEN,
Biscoit1n,3,2,0,0.0,0,0,0.0,0.0,0.0,47,0,0,6527,IMP,paiN,HAVEN,
txddy,5,1,1,0.0,0,1,0.0,0.0,0.0,61,1,2,6527,IMP,paiN,HAVEN,
murizzz,1,1,0,0.0,0,0,0.0,0.0,0.0,46,2,1,6527,paiN,IMP,HAVEN,
Txozin,3,3,0,0.0,0,0,0.0,0.0,0.0,80,2,0,6527,paiN,IMP,HAVEN,
matheuzin,2,1,0,0.0,0,0,0.0,0.0,0.0,40,2,2,6527,paiN,IMP,HAVEN,
kon4n,2,0,1,0.0,0,1,0.0,0.0,0.0,64,3,1,6527,paiN,IMP,HAVEN,
Veroneze,1,0,0,0.0,0,0,0.0,0.0,0.0,43,0,0,6527,paiN,IMP,HAVEN,
rst,7,1,0,0.0,2,1,0.0,0.0,0.0,63,8,0,6053,IMP,oNe,SPLIT,
Evilkyk,3,2,0,0.0,1,0,0.0,0.0,0.0,44,2,1,6053,IMP,oNe,SPLIT,
tuyz,3,1,0,0.0,0,0,0.0,0.0,0.0,34,1,0,6053,IMP,oNe,SPLIT,
Biscoit1n,3,0,1,0.0,0,0,0.0,0.0,0.0,41,1,2,6053,IMP,oNe,SPLIT,
txddy,3,1,1,0.0,0,0,0.0,0.0,0.0,43,0,0,6053,IMP,oNe,SPLIT,
Cpx,6,0,1,0.0,0,1,0.0,0.0,0.0,50,1,1,6053,oNe,IMP,SPLIT,
Champzera,1,2,0,0.0,0,0,0.0,0.0,0.0,49,7,1,6053,oNe,IMP,SPLIT,
ntk,5,0,0,0.0,1,0,0.0,0.0,0.0,55,2,0,6053,oNe,IMP,SPLIT,
Zap,1,2,0,0.0,1,0,0.0,0.0,0.0,39,0,1,6053,oNe,IMP,SPLIT,
Maverick,3,1,0,0.0,2,0,0.0,0.0,0.0,46,0,1,6053,oNe,IMP,SPLIT,
rst,3,1,0,0.0,0,0,0,0.0,0.0,54,7,1,6053,IMP,oNe,HAVEN,
Evilkyk,3,2,0,0.0,1,0,0,0.0,0.0,47,0,2,6053,IMP,oNe,HAVEN,
tuyz,4,2,0,0.0,0,0,0,0.0,0.0,53,0,0,6053,IMP,oNe,HAVEN,
Biscoit1n,4,0,0,0.0,0,0,0,0.0,0.0,52,1,2,6053,IMP,oNe,HAVEN,
txddy,2,1,0,0.0,0,0,1,0.0,0.0,47,0,0,6053,IMP,oNe,HAVEN,
Cpx,2,0,1,0.0,1,0,0,0.0,0.0,48,1,0,6053,oNe,IMP,HAVEN,
Champzera,2,1,0,0.0,0,0,0,0.0,0.0,40,2,0,6053,oNe,IMP,HAVEN,
ntk,4,1,0,0.0,0,1,0,0.0,0.0,64,1,0,6053,oNe,IMP,HAVEN,
Zap,1,2,0,0.0,1,0,0,0.0,0.0,39,1,3,6053,oNe,IMP,HAVEN,
Maverick,1,1,0,0.0,0,0,0,0.0,0.0,54,3,0,6053,oNe,IMP,HAVEN,
Sacy,6,2,1,0.0,1,0,0.0,0.0,0.0,93,3,1,5284,RED,Mix,ASCENT,
pepa,4,2,0,0.0,0,0,0.0,0.0,0.0,62,1,0,5284,RED,Mix,ASCENT,
prozin,1,1,0,0.0,0,0,0.0,0.0,0.0,37,1,1,5284,RED,Mix,ASCENT,
Masu,4,0,0,0.0,2,0,0.0,0.0,0.0,53,0,0,5284,RED,Mix,ASCENT,
pollo,4,1,0,0.0,0,0,0.0,0.0,0.0,48,2,0,5284,RED,Mix,ASCENT,
rst,2,0,0,0.0,0,1,0.0,0.0,0.0,21,5,0,5284,Mix,RED,ASCENT,
Evilkyk,5,3,0,0.0,2,0,0.0,0.0,0.0,81,1,1,5284,Mix,RED,ASCENT,
tuyz,5,1,0,0.0,0,0,0.0,0.0,0.0,73,2,1,5284,Mix,RED,ASCENT,
Biscoit1n,4,2,0,0.0,0,0,0.0,0.0,0.0,55,0,0,5284,Mix,RED,ASCENT,
txddy,5,0,0,0.0,0,0,0.0,0.0,0.0,27,0,0,5284,Mix,RED,ASCENT,
Sacy,5,3,0,0.0,0,0.0,0.0,0.0,0.0,98,3,3,5284,RED,Mix,BIND,
pepa,4,1,0,0.0,0,0.0,0.0,0.0,0.0,67,0,0,5284,RED,Mix,BIND,
prozin,3,1,0,0.0,0,0.0,0.0,0.0,0.0,37,1,0,5284,RED,Mix,BIND,
Masu,4,0,0,0.0,0,0.0,0.0,0.0,0.0,58,0,1,5284,RED,Mix,BIND,
pollo,6,0,0,0.0,0,0.0,0.0,0.0,0.0,68,5,0,5284,RED,Mix,BIND,
rst,2,0,0,0.0,1,0.0,0.0,0.0,0.0,53,8,0,5284,Mix,RED,BIND,
Evilkyk,1,2,0,0.0,1,0.0,0.0,0.0,0.0,46,1,1,5284,Mix,RED,BIND,
tuyz,3,0,0,0.0,0,0.0,0.0,0.0,0.0,43,0,1,5284,Mix,RED,BIND,
Biscoit1n,1,0,1,0.0,0,0.0,0.0,0.0,0.0,35,0,0,5284,Mix,RED,BIND,
txddy,1,1,0,0.0,0,0.0,0.0,0.0,0.0,36,1,0,5284,Mix,RED,BIND,
Sacy,0,1,0.0,0.0,0,0,0.0,0.0,0.0,41,0,0,5284,RED,Mix,SPLIT,
pepa,1,0,0.0,0.0,0,0,0.0,0.0,0.0,46,0,0,5284,RED,Mix,SPLIT,
prozin,2,0,0.0,0.0,0,0,0.0,0.0,0.0,37,1,0,5284,RED,Mix,SPLIT,
Masu,0,0,0.0,0.0,0,0,0.0,0.0,0.0,22,0,0,5284,RED,Mix,SPLIT,
pollo,2,0,0.0,0.0,0,0,0.0,0.0,0.0,40,8,0,5284,RED,Mix,SPLIT,
rst,4,0,0.0,0.0,0,0,0.0,0.0,0.0,54,2,0,5284,Mix,RED,SPLIT,
Evilkyk,4,1,0.0,0.0,0,0,0.0,0.0,0.0,56,0,1,5284,Mix,RED,SPLIT,
tuyz,2,0,0.0,0.0,0,0,0.0,0.0,0.0,67,0,3,5284,Mix,RED,SPLIT,
Biscoit1n,4,1,0.0,0.0,1,1,0.0,0.0,0.0,91,0,2,5284,Mix,RED,SPLIT,
txddy,2,0,0.0,0.0,0,0,0.0,0.0,0.0,73,0,2,5284,Mix,RED,SPLIT,
rst,5,0,0,0.0,0,0.0,0,0.0,0.0,38,7,0,5276,Mix,novi,BIND,
Evilkyk,5,0,0,0.0,1,0.0,0,0.0,0.0,49,2,0,5276,Mix,novi,BIND,
tuyz,5,0,1,0.0,0,0.0,0,0.0,0.0,50,1,0,5276,Mix,novi,BIND,
Biscoit1n,2,0,0,0.0,0,0.0,0,0.0,0.0,30,1,0,5276,Mix,novi,BIND,
txddy,5,0,1,0.0,0,0.0,1,0.0,0.0,65,1,0,5276,Mix,novi,BIND,
Enjoy,4,0,0,0.0,0,0.0,0,0.0,0.0,74,0,0,5276,novi,Mix,BIND,
phz,1,1,0,0.0,0,0.0,0,0.0,0.0,44,1,0,5276,novi,Mix,BIND,
surpriiseeee,3,1,0,0.0,0,0.0,0,0.0,0.0,47,2,0,5276,novi,Mix,BIND,
cooK,3,0,0,0.0,0,0.0,0,0.0,0.0,32,3,0,5276,novi,Mix,BIND,
vett,2,2,0,0.0,0,0.0,0,0.0,0.0,80,3,2,5276,novi,Mix,BIND,
rst,2,1,0,0.0,0,1,0.0,0.0,0.0,43,6,0,5276,Mix,novi,SPLIT,
Evilkyk,4,0,0,0.0,0,0,0.0,0.0,0.0,63,1,1,5276,Mix,novi,SPLIT,
tuyz,3,0,0,0.0,0,0,0.0,0.0,0.0,43,1,0,5276,Mix,novi,SPLIT,
Biscoit1n,1,3,1,0.0,0,0,0.0,0.0,0.0,77,0,0,5276,Mix,novi,SPLIT,
txddy,3,0,0,0.0,1,0,0.0,0.0,0.0,40,1,0,5276,Mix,novi,SPLIT,
Enjoy,3,0,0,0.0,0,0,0.0,0.0,0.0,56,0,1,5276,novi,Mix,SPLIT,
phz,1,1,0,0.0,0,0,0.0,0.0,0.0,45,0,0,5276,novi,Mix,SPLIT,
surpriiseeee,1,0,0,0.0,0,0,0.0,0.0,0.0,64,0,0,5276,novi,Mix,SPLIT,
cooK,0,0,0,0.0,0,0,0.0,0.0,0.0,61,1,0,5276,novi,Mix,SPLIT,
vett,2,0,0,0.0,0,0,0.0,0.0,0.0,37,1,0,5276,novi,Mix,SPLIT,
guiih9,0,0,0,0.0,0,0.0,0.0,0.0,0.0,35,1,0,5173,Real,Mix,SPLIT,
inq,1,0,0,0.0,0,0.0,0.0,0.0,0.0,20,0,0,5173,Real,Mix,SPLIT,
Phobia,1,0,0,0.0,0,0.0,0.0,0.0,0.0,37,0,0,5173,Real,Mix,SPLIT,
panzol,0,0,0,0.0,0,0.0,0.0,0.0,0.0,41,2,0,5173,Real,Mix,SPLIT,
h1d0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,36,0,0,5173,Real,Mix,SPLIT,
rst,3,2,0,0.0,1,0.0,0.0,0.0,0.0,73,1,1,5173,Mix,Real,SPLIT,
Evilkyk,1,0,0,0.0,0,0.0,0.0,0.0,0.0,48,0,0,5173,Mix,Real,SPLIT,
tuyz,2,2,1,0.0,0,0.0,0.0,0.0,0.0,152,0,2,5173,Mix,Real,SPLIT,
Biscoit1n,2,2,0,0.0,0,0.0,0.0,0.0,0.0,39,0,0,5173,Mix,Real,SPLIT,
txddy,1,1,0,0.0,0,0.0,0.0,0.0,0.0,59,0,0,5173,Mix,Real,SPLIT,
guiih9,3,0,0,0.0,0.0,0,0.0,0.0,0.0,55,0,0,5173,Real,Mix,ASCENT,
inq,1,2,0,0.0,0.0,0,0.0,0.0,0.0,45,1,0,5173,Real,Mix,ASCENT,
Phobia,1,0,0,0.0,0.0,0,0.0,0.0,0.0,34,0,1,5173,Real,Mix,ASCENT,
panzol,1,1,0,0.0,0.0,0,0.0,0.0,0.0,36,3,0,5173,Real,Mix,ASCENT,
h1d0,3,0,0,0.0,0.0,0,0.0,0.0,0.0,64,0,0,5173,Real,Mix,ASCENT,
rst,2,1,0,0.0,0.0,0,0.0,0.0,0.0,52,3,0,5173,Mix,Real,ASCENT,
Evilkyk,6,0,1,0.0,0.0,1,0.0,0.0,0.0,74,0,1,5173,Mix,Real,ASCENT,
tuyz,4,0,0,0.0,0.0,0,0.0,0.0,0.0,65,1,0,5173,Mix,Real,ASCENT,
Biscoit1n,7,1,0,0.0,0.0,0,0.0,0.0,0.0,70,0,1,5173,Mix,Real,ASCENT,
txddy,3,0,0,0.0,0.0,0,0.0,0.0,0.0,36,0,0,5173,Mix,Real,ASCENT,
rst,2,1,0,0.0,0,0.0,0.0,0.0,0.0,41,10,1,5024,Mix,FazT,BIND,
Evilkyk,2,2,0,0.0,0,0.0,0.0,0.0,0.0,45,1,0,5024,Mix,FazT,BIND,
tuyz,3,2,1,0.0,0,0.0,0.0,0.0,0.0,63,0,0,5024,Mix,FazT,BIND,
Biscoit1n,4,1,1,0.0,0,0.0,0.0,0.0,0.0,60,0,0,5024,Mix,FazT,BIND,
txddy,2,1,0,0.0,0,0.0,0.0,0.0,0.0,48,0,0,5024,Mix,FazT,BIND,
shok9,2,0,0,0.0,2,0.0,0.0,0.0,0.0,32,3,2,5024,FazT,Mix,BIND,
Fxw,1,2,0,0.0,0,0.0,0.0,0.0,0.0,51,0,0,5024,FazT,Mix,BIND,
UmRastaGG,1,1,0,0.0,0,0.0,0.0,0.0,0.0,47,1,0,5024,FazT,Mix,BIND,
raddy,2,0,0,0.0,0,0.0,0.0,0.0,0.0,40,0,0,5024,FazT,Mix,BIND,
RgLMeister,3,2,0,0.0,1,0.0,0.0,0.0,0.0,79,2,0,5024,FazT,Mix,BIND,
NANZIN,4,0,0,0.0,0.0,0.0,0,0,0.0,47,2,1,4976,VK,Mix,HAVEN,
flainzz,5,0,1,0.0,0.0,0.0,0,1,0.0,49,5,2,4976,VK,Mix,HAVEN,
patochovsk,7,0,0,0.0,0.0,0.0,1,0,0.0,70,0,1,4976,VK,Mix,HAVEN,
FLG1,2,1,0,0.0,0.0,0.0,0,0,0.0,36,2,2,4976,VK,Mix,HAVEN,
NikkoLAN,3,2,0,0.0,0.0,0.0,0,0,0.0,43,1,0,4976,VK,Mix,HAVEN,
rst,1,0,0,0.0,0.0,0.0,0,0,0.0,17,12,0,4976,Mix,VK,HAVEN,
Evilkyk,5,0,0,0.0,0.0,0.0,0,0,0.0,37,0,2,4976,Mix,VK,HAVEN,
tuyz,3,1,2,0.0,0.0,0.0,0,0,0.0,64,1,0,4976,Mix,VK,HAVEN,
Biscoit1n,4,2,0,0.0,0.0,0.0,0,0,0.0,51,0,2,4976,Mix,VK,HAVEN,
txddy,4,3,0,0.0,0.0,0.0,0,0,0.0,35,0,0,4976,Mix,VK,HAVEN,
NANZIN,6,0,0,0,0,0.0,0.0,0.0,0.0,60,0,0,4976,VK,Mix,SPLIT,
flainzz,1,0,0,0,1,0.0,0.0,0.0,0.0,46,3,1,4976,VK,Mix,SPLIT,
patochovsk,2,0,0,0,1,0.0,0.0,0.0,0.0,63,1,1,4976,VK,Mix,SPLIT,
FLG1,1,0,0,0,0,0.0,0.0,0.0,0.0,28,1,1,4976,VK,Mix,SPLIT,
NikkoLAN,3,2,1,0,0,0.0,0.0,0.0,0.0,87,0,0,4976,VK,Mix,SPLIT,
rst,3,1,0,0,1,0.0,0.0,0.0,0.0,48,4,0,4976,Mix,VK,SPLIT,
Evilkyk,2,0,0,0,0,0.0,0.0,0.0,0.0,30,1,0,4976,Mix,VK,SPLIT,
tuyz,2,0,0,1,0,0.0,0.0,0.0,0.0,65,1,1,4976,Mix,VK,SPLIT,
Biscoit1n,2,0,0,0,0,0.0,0.0,0.0,0.0,41,0,0,4976,Mix,VK,SPLIT,
txddy,4,0,1,0,0,0.0,0.0,0.0,0.0,47,0,0,4976,Mix,VK,SPLIT,
NANZIN,2,0,0,0.0,0,0,0,0.0,0.0,45,5,1,4976,VK,Mix,BIND,
flainzz,3,1,1,0.0,0,0,0,0.0,0.0,49,0,1,4976,VK,Mix,BIND,
patochovsk,2,0,0,0.0,0,0,0,0.0,0.0,56,0,0,4976,VK,Mix,BIND,
FLG1,5,1,0,0.0,0,0,0,0.0,0.0,66,4,0,4976,VK,Mix,BIND,
NikkoLAN,4,1,0,0.0,0,0,0,0.0,0.0,63,0,0,4976,VK,Mix,BIND,
rst,2,0,0,0.0,0,1,0,0.0,0.0,34,2,0,4976,Mix,VK,BIND,
Evilkyk,1,0,0,0.0,0,0,0,0.0,0.0,41,0,1,4976,Mix,VK,BIND,
tuyz,3,0,0,0.0,0,0,0,0.0,0.0,55,1,1,4976,Mix,VK,BIND,
Biscoit1n,2,1,0,0.0,0,0,0,0.0,0.0,39,1,0,4976,Mix,VK,BIND,
txddy,3,1,0,0.0,1,0,1,0.0,0.0,53,0,1,4976,Mix,VK,BIND,
NANZIN,4,1,0.0,0.0,0,0,0.0,0.0,0.0,55,4,0,4976,VK,Mix,ICEBOX,
flainzz,3,2,0.0,0.0,1,0,0.0,0.0,0.0,46,2,0,4976,VK,Mix,ICEBOX,
patochovsk,6,1,0.0,0.0,1,0,0.0,0.0,0.0,60,1,1,4976,VK,Mix,ICEBOX,
FLG1,2,1,0.0,0.0,0,0,0.0,0.0,0.0,48,5,1,4976,VK,Mix,ICEBOX,
NikkoLAN,2,0,0.0,0.0,0,0,0.0,0.0,0.0,32,0,0,4976,VK,Mix,ICEBOX,
rst,1,0,0.0,0.0,0,0,0.0,0.0,0.0,53,6,0,4976,Mix,VK,ICEBOX,
Evilkyk,5,0,0.0,0.0,0,1,0.0,0.0,0.0,52,2,0,4976,Mix,VK,ICEBOX,
tuyz,4,0,0.0,0.0,1,0,0.0,0.0,0.0,45,1,2,4976,Mix,VK,ICEBOX,
Biscoit1n,4,2,0.0,0.0,0,0,0.0,0.0,0.0,54,1,3,4976,Mix,VK,ICEBOX,
txddy,1,4,0.0,0.0,0,0,0.0,0.0,0.0,68,0,0,4976,Mix,VK,ICEBOX,
NANZIN,3,0,1,0.0,1,0,0.0,0.0,0.0,54,4,0,4976,VK,Mix,ASCENT,
flainzz,6,1,0,0.0,0,0,0.0,0.0,0.0,42,2,2,4976,VK,Mix,ASCENT,
patochovsk,3,1,1,0.0,0,1,0.0,0.0,0.0,59,1,1,4976,VK,Mix,ASCENT,
FLG1,5,1,0,0.0,0,0,0.0,0.0,0.0,53,2,1,4976,VK,Mix,ASCENT,
NikkoLAN,5,0,0,0.0,0,0,0.0,0.0,0.0,49,0,0,4976,VK,Mix,ASCENT,
rst,3,0,0,0.0,1,0,0.0,0.0,0.0,46,3,1,4976,Mix,VK,ASCENT,
Evilkyk,3,3,0,0.0,0,0,0.0,0.0,0.0,72,1,0,4976,Mix,VK,ASCENT,
tuyz,1,2,1,0.0,1,1,0.0,0.0,0.0,53,2,2,4976,Mix,VK,ASCENT,
Biscoit1n,4,0,0,0.0,0,0,0.0,0.0,0.0,26,2,0,4976,Mix,VK,ASCENT,
txddy,1,2,1,0.0,0,0,0.0,0.0,0.0,51,0,0,4976,Mix,VK,ASCENT,
rhz,1,1,0,0.0,0.0,0,0.0,0.0,0.0,43,1,0,4943,BD,Mix,HAVEN,
bezn1,4,0,0,0.0,0.0,0,0.0,0.0,0.0,39,0,0,4943,BD,Mix,HAVEN,
rood,0,0,0,0.0,0.0,0,0.0,0.0,0.0,32,3,0,4943,BD,Mix,HAVEN,
LEozin,2,4,0,0.0,0.0,1,0.0,0.0,0.0,59,1,0,4943,BD,Mix,HAVEN,
wilfps,2,0,0,0.0,0.0,0,0.0,0.0,0.0,46,4,1,4943,BD,Mix,HAVEN,
rst,3,0,0,0.0,0.0,0,0.0,0.0,0.0,32,2,0,4943,Mix,BD,HAVEN,
Evilkyk,2,1,0,0.0,0.0,0,0.0,0.0,0.0,72,1,1,4943,Mix,BD,HAVEN,
tuyz,1,0,0,0.0,0.0,0,0.0,0.0,0.0,52,1,1,4943,Mix,BD,HAVEN,
Biscoit1n,3,2,0,0.0,0.0,0,0.0,0.0,0.0,62,2,1,4943,Mix,BD,HAVEN,
txddy,4,1,1,0.0,0.0,0,0.0,0.0,0.0,65,1,0,4943,Mix,BD,HAVEN,
rhz,4,0,0.0,1,0,0,0.0,0.0,0.0,50,3,0,4943,BD,Mix,SPLIT,
bezn1,1,0,0.0,0,0,0,0.0,0.0,0.0,27,0,1,4943,BD,Mix,SPLIT,
rood,3,1,0.0,0,1,0,0.0,0.0,0.0,67,5,0,4943,BD,Mix,SPLIT,
LEozin,3,0,0.0,0,0,0,0.0,0.0,0.0,36,0,0,4943,BD,Mix,SPLIT,
wilfps,3,2,0.0,0,0,0,0.0,0.0,0.0,54,0,1,4943,BD,Mix,SPLIT,
rst,5,2,0.0,0,1,1,0.0,0.0,0.0,59,6,0,4943,Mix,BD,SPLIT,
Evilkyk,0,2,0.0,0,0,0,0.0,0.0,0.0,56,1,0,4943,Mix,BD,SPLIT,
tuyz,1,1,0.0,0,0,0,0.0,0.0,0.0,53,2,1,4943,Mix,BD,SPLIT,
Biscoit1n,2,1,0.0,1,0,0,0.0,0.0,0.0,71,0,0,4943,Mix,BD,SPLIT,
txddy,2,2,0.0,0,0,1,0.0,0.0,0.0,38,0,1,4943,Mix,BD,SPLIT,
cad,3,0,0,0.0,0,0,0.0,0.0,0.0,43,0,0,4906,VKS,Mix,HAVEN,
fuzari,1,0,0,0.0,1,0,0.0,0.0,0.0,25,1,0,4906,VKS,Mix,HAVEN,
gtnziN,2,0,0,0.0,0,0,0.0,0.0,0.0,33,1,0,4906,VKS,Mix,HAVEN,
deNaro,4,0,1,0.0,0,0,0.0,0.0,0.0,66,3,0,4906,VKS,Mix,HAVEN,
BrinkssJ,1,0,0,0.0,0,1,0.0,0.0,0.0,33,4,0,4906,VKS,Mix,HAVEN,
rst,4,0,0,0.0,0,1,0.0,0.0,0.0,37,3,1,4906,Mix,VKS,HAVEN,
Evilkyk,2,1,0,0.0,0,0,0.0,0.0,0.0,61,1,3,4906,Mix,VKS,HAVEN,
tuyz,3,0,0,0.0,0,0,0.0,0.0,0.0,59,0,1,4906,Mix,VKS,HAVEN,
Biscoit1n,3,4,0,0.0,0,0,0.0,0.0,0.0,68,0,0,4906,Mix,VKS,HAVEN,
txddy,3,3,0,0.0,0,0,0.0,0.0,0.0,66,1,0,4906,Mix,VKS,HAVEN,
rst,3,1,0,0.0,0,1,0.0,0.0,0.0,46,5,1,4702,Mix,FF,BIND,
Evilkyk,1,1,0,0.0,1,0,0.0,0.0,0.0,44,1,0,4702,Mix,FF,BIND,
tuyz,4,0,1,0.0,0,0,0.0,0.0,0.0,65,0,0,4702,Mix,FF,BIND,
Biscoit1n,2,1,0,0.0,0,0,0.0,0.0,0.0,34,1,0,4702,Mix,FF,BIND,
txddy,2,1,0,0.0,0,0,0.0,0.0,0.0,43,1,0,4702,Mix,FF,BIND,
v1xen,4,1,0,0.0,0,0,0.0,0.0,0.0,41,7,1,4702,FF,Mix,BIND,
delevingne,1,0,0,0.0,0,0,0.0,0.0,0.0,18,0,1,4702,FF,Mix,BIND,
krain,6,0,0,0.0,0,0,0.0,0.0,0.0,58,1,1,4702,FF,Mix,BIND,
fzkk,4,3,0,0.0,0,0,0.0,0.0,0.0,64,0,0,4702,FF,Mix,BIND,
dragonite,4,1,0,0.0,0,1,0.0,0.0,0.0,52,0,0,4702,FF,Mix,BIND,
rst,3,0,0.0,0.0,1,0.0,0.0,0.0,0.0,44,2,0,4702,Mix,FF,SPLIT,
Evilkyk,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,32,1,0,4702,Mix,FF,SPLIT,
tuyz,5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,78,0,2,4702,Mix,FF,SPLIT,
