Player,Agents,ACS,K,D,A,KD_DIFF,ADR,HS%,FK,FD,FK_FD_DIFF,match_id,Team_x,Opp_Team_x,rounds_won,rounds_lost,Map,Patch_x,total_rounds,win_rate,KPR,DPR,APR,FKPR,FDPR,RESULT,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE,Team_y,Opp_Team_y,Patch_y,Team,Pistol_W,Pistol_P,Pistol_WR,Eco_0_5_P,Eco_0_5_W,Eco_0_5_WR,Semi_Eco_5_10_P,Semi_Eco_5_10_W,Semi_Eco_5_10_WR,Semi_Buy_10_20_P,Semi_Buy_10_20_W,Semi_Buy_10_20_WR,Full_Buy_20_P,Full_Buy_20_W,Full_Buy_20_WR,Opp_team,Num_maps,Patch
JhoW,cypher,108,6,4,6,2,66.8,15,0,1,-1,3510,GL,VIMD,13,1,BIND,1.09,14,92.86,0.43,0.29,0.43,0.0,0.07,W,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28,10,1,GL,VIMD,1.09,GL,2,2,100.0,2,2,100.0,0,0,,3,3,100.0,9,8,89.0,VIMDOLOL,1.0,1.09
fznnn,sova,90,4,6,7,-2,60.0,17,0,1,-1,3510,GL,VIMD,13,1,BIND,1.09,14,92.86,0.29,0.43,0.5,0.0,0.07,W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,0,0,GL,VIMD,1.09,GL,2,2,100.0,2,2,100.0,0,0,,3,3,100.0,9,8,89.0,VIMDOLOL,1.0,1.09
Jonn,reyna,240,15,15,5,0,149.6,41,3,3,0,3508,GL,NOOR,5,13,HAVEN,1.09,18,27.78,0.83,0.83,0.28,0.17,0.17,L,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,0,0,GL,NOOR,1.09,GL,1,2,50.0,3,1,33.0,2,0,0.0,7,2,29.0,6,2,33.0,NOORG2.0,1.0,1.09
fznnn,sova,236,13,12,4,1,156.3,26,2,0,2,3508,GL,NOOR,5,13,HAVEN,1.09,18,27.78,0.72,0.67,0.22,0.11,0.0,L,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,2,0,GL,NOOR,1.09,GL,1,2,50.0,3,1,33.0,2,0,0.0,7,2,29.0,6,2,33.0,NOORG2.0,1.0,1.09
mwzera,raze,214,13,13,3,0,134.7,20,5,0,5,3508,GL,NOOR,5,13,HAVEN,1.09,18,27.78,0.72,0.72,0.17,0.28,0.0,L,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,0,0,GL,NOOR,1.09,GL,1,2,50.0,3,1,33.0,2,0,0.0,7,2,29.0,6,2,33.0,NOORG2.0,1.0,1.09
JhoW,cypher,130,8,13,1,-5,85.8,13,0,2,-2,3508,GL,NOOR,5,13,HAVEN,1.09,18,27.78,0.44,0.72,0.06,0.0,0.11,L,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,1,0,GL,NOOR,1.09,GL,1,2,50.0,3,1,33.0,2,0,0.0,7,2,29.0,6,2,33.0,NOORG2.0,1.0,1.09
Nyang,omen,34,3,13,1,-10,16.3,14,1,2,-1,3508,GL,NOOR,5,13,HAVEN,1.09,18,27.78,0.17,0.72,0.06,0.06,0.11,L,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7,1,0,GL,NOOR,1.09,GL,1,2,50.0,3,1,33.0,2,0,0.0,7,2,29.0,6,2,33.0,NOORG2.0,1.0,1.09
murizzz,jett,463,31,9,3,22,257.1,19,5,0,5,3508,paiN,GL,13,5,HAVEN,1.09,18,72.22,1.72,0.5,0.17,0.28,0.0,W,4,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,140,1,0,paiN,GL,1.09,paiN,1,2,50.0,4,1,25.0,0,0,,2,2,100.0,12,10,83.0,GL,1.0,1.09
ole,sova,182,13,10,6,3,101.1,11,1,2,-1,3508,paiN,GL,13,5,HAVEN,1.09,18,72.22,0.72,0.56,0.33,0.06,0.11,W,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,2,0,paiN,GL,1.09,paiN,1,2,50.0,4,1,25.0,0,0,,2,2,100.0,12,10,83.0,GL,1.0,1.09
kon4n,breach,169,10,10,14,0,100.1,26,1,2,-1,3508,paiN,GL,13,5,HAVEN,1.09,18,72.22,0.56,0.56,0.78,0.06,0.11,W,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47,1,0,paiN,GL,1.09,paiN,1,2,50.0,4,1,25.0,0,0,,2,2,100.0,12,10,83.0,GL,1.0,1.09
matheuzin,cypher,113,6,10,10,-4,90.8,26,0,4,-4,3508,paiN,GL,13,5,HAVEN,1.09,18,72.22,0.33,0.56,0.56,0.0,0.22,W,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,3,0,paiN,GL,1.09,paiN,1,2,50.0,4,1,25.0,0,0,,2,2,100.0,12,10,83.0,GL,1.0,1.09
Txozin,omen,94,6,13,3,-7,62.6,25,0,3,-3,3508,paiN,GL,13,5,HAVEN,1.09,18,72.22,0.33,0.72,0.17,0.0,0.17,W,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,3,0,paiN,GL,1.09,paiN,1,2,50.0,4,1,25.0,0,0,,2,2,100.0,12,10,83.0,GL,1.0,1.09
Jonn,sage,276,24,19,7,5,158.1,39,3,4,-1,3472,GL,Estral,13,11,ASCENT,1.09,24,54.17,1.0,0.79,0.29,0.12,0.17,W,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,2,0,GL,Estr,1.09,GL,1,2,50.0,3,1,33.0,0,0,,6,5,83.0,15,7,47.0,Estral,1.0,1.09
fznnn,sova,264,21,13,7,8,170.1,27,1,1,0,3472,GL,Estral,13,11,ASCENT,1.09,24,54.17,0.88,0.54,0.29,0.04,0.04,W,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,4,1,GL,Estr,1.09,GL,1,2,50.0,3,1,33.0,0,0,,6,5,83.0,15,7,47.0,Estral,1.0,1.09
mwzera,raze,214,18,20,5,-2,144.6,18,2,6,-4,3472,GL,Estral,13,11,ASCENT,1.09,24,54.17,0.75,0.83,0.21,0.08,0.25,W,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,0,0,GL,Estr,1.09,GL,1,2,50.0,3,1,33.0,0,0,,6,5,83.0,15,7,47.0,Estral,1.0,1.09
Nyang,omen,189,18,12,9,6,125.6,21,1,1,0,3472,GL,Estral,13,11,ASCENT,1.09,24,54.17,0.75,0.5,0.38,0.04,0.04,W,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,61,3,1,GL,Estr,1.09,GL,1,2,50.0,3,1,33.0,0,0,,6,5,83.0,15,7,47.0,Estral,1.0,1.09
JhoW,cypher,127,11,17,2,-6,70.8,6,0,5,-5,3472,GL,Estral,13,11,ASCENT,1.09,24,54.17,0.46,0.71,0.08,0.0,0.21,W,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,GL,Estr,1.09,GL,1,2,50.0,3,1,33.0,0,0,,6,5,83.0,15,7,47.0,Estral,1.0,1.09
mwzera,raze,278,25,20,6,5,162.2,9,3,0,3,3466,GL,novi,14,12,BIND,1.09,26,53.85,0.96,0.77,0.23,0.12,0.0,W,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,0,0,GL,novi,1.09,GL,1,2,50.0,3,2,67.0,1,0,0.0,6,4,67.0,16,8,50.0,novidades em breve,1.0,1.09
Jonn,reyna,253,23,20,6,3,147.7,27,6,7,-1,3466,GL,novi,14,12,BIND,1.09,26,53.85,0.88,0.77,0.23,0.23,0.27,W,3,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54,1,0,GL,novi,1.09,GL,1,2,50.0,3,2,67.0,1,0,0.0,6,4,67.0,16,8,50.0,novidades em breve,1.0,1.09
fznnn,sova,244,23,14,10,9,216.9,36,1,1,0,3466,GL,novi,14,12,BIND,1.09,26,53.85,0.88,0.54,0.38,0.04,0.04,W,3,4,0.0,0.0,0.0,1.0,2.0,0.0,0.0,85,1,0,GL,novi,1.09,GL,1,2,50.0,3,2,67.0,1,0,0.0,6,4,67.0,16,8,50.0,novidades em breve,1.0,1.09
JhoW,cypher,168,15,19,6,-4,84.8,12,2,0,2,3466,GL,novi,14,12,BIND,1.09,26,53.85,0.58,0.73,0.23,0.08,0.0,W,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,2,0,GL,novi,1.09,GL,1,2,50.0,3,2,67.0,1,0,0.0,6,4,67.0,16,8,50.0,novidades em breve,1.0,1.09
Nyang,omen,105,8,19,9,-11,64.3,27,1,5,-4,3466,GL,novi,14,12,BIND,1.09,26,53.85,0.31,0.73,0.35,0.04,0.19,W,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,24,2,1,GL,novi,1.09,GL,1,2,50.0,3,2,67.0,1,0,0.0,6,4,67.0,16,8,50.0,novidades em breve,1.0,1.09
mwzera,raze,438,28,11,3,17,260.3,20,10,0,10,6687,GL,paiN,13,5,BIND,1.12,18,72.22,1.56,0.61,0.17,0.56,0.0,W,4,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,104,0,0,GL,paiN,1.12,GL,1,2,50.0,3,1,33.0,1,0,0.0,2,2,100.0,12,10,83.0,paiN,1.0,1.12
Jonn,reyna,251,16,9,4,7,159.8,23,4,1,3,6687,GL,paiN,13,5,BIND,1.12,18,72.22,0.89,0.5,0.22,0.22,0.06,W,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,77,0,0,GL,paiN,1.12,GL,1,2,50.0,3,1,33.0,1,0,0.0,2,2,100.0,12,10,83.0,paiN,1.0,1.12
fznnn,sova,212,13,9,7,4,162.3,23,0,1,-1,6687,GL,paiN,13,5,BIND,1.12,18,72.22,0.72,0.5,0.39,0.0,0.06,W,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,0,0,GL,paiN,1.12,GL,1,2,50.0,3,1,33.0,1,0,0.0,2,2,100.0,12,10,83.0,paiN,1.0,1.12
Nyang,omen,143,9,8,8,1,84.8,11,1,0,1,6687,GL,paiN,13,5,BIND,1.12,18,72.22,0.5,0.44,0.44,0.06,0.0,W,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,3,0,GL,paiN,1.12,GL,1,2,50.0,3,1,33.0,1,0,0.0,2,2,100.0,12,10,83.0,paiN,1.0,1.12
JhoW,cypher,122,8,10,6,-2,74.8,12,0,1,-1,6687,GL,paiN,13,5,BIND,1.12,18,72.22,0.44,0.56,0.33,0.0,0.06,W,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32,1,0,GL,paiN,1.12,GL,1,2,50.0,3,1,33.0,1,0,0.0,2,2,100.0,12,10,83.0,paiN,1.0,1.12
Txozin,omen,202,12,17,1,-5,130.4,20,0,2,-2,6687,paiN,GL,5,13,BIND,1.12,18,27.78,0.67,0.94,0.06,0.0,0.11,L,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,1,0,paiN,GL,1.12,paiN,1,2,50.0,3,1,33.0,3,0,0.0,6,3,50.0,6,1,17.0,GL,1.0,1.12
Veroneze,raze,176,12,16,3,-4,107.8,25,0,7,-7,6687,paiN,GL,5,13,BIND,1.12,18,27.78,0.67,0.89,0.17,0.0,0.39,L,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,0,1,paiN,GL,1.12,paiN,1,2,50.0,3,1,33.0,3,0,0.0,6,3,50.0,6,1,17.0,GL,1.0,1.12
kon4n,phoenix,158,9,15,4,-6,102.1,26,1,4,-3,6687,paiN,GL,5,13,BIND,1.12,18,27.78,0.5,0.83,0.22,0.06,0.22,L,3,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,44,0,0,paiN,GL,1.12,paiN,1,2,50.0,3,1,33.0,3,0,0.0,6,3,50.0,6,1,17.0,GL,1.0,1.12
murizzz,sova,146,9,13,4,-4,74.1,15,2,1,1,6687,paiN,GL,5,13,BIND,1.12,18,27.78,0.5,0.72,0.22,0.11,0.06,L,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0,1,paiN,GL,1.12,paiN,1,2,50.0,3,1,33.0,3,0,0.0,6,3,50.0,6,1,17.0,GL,1.0,1.12
matheuzin,cypher,88,5,14,4,-9,52.5,26,0,1,-1,6687,paiN,GL,5,13,BIND,1.12,18,27.78,0.28,0.78,0.22,0.0,0.06,L,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,0,paiN,GL,1.12,paiN,1,2,50.0,3,1,33.0,3,0,0.0,6,3,50.0,6,1,17.0,GL,1.0,1.12
mwzera,raze,276,26,22,9,4,180.1,13,4,6,-2,6687,GL,paiN,13,15,ASCENT,1.12,28,46.43,0.93,0.79,0.32,0.14,0.21,L,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,0,0,GL,paiN,1.12,GL,1,2,50.0,2,1,50.0,2,0,0.0,6,3,50.0,18,9,50.0,paiN,1.0,1.12
Jonn,reyna,264,27,19,5,8,180.4,26,3,4,-1,6687,GL,paiN,13,15,ASCENT,1.12,28,46.43,0.96,0.68,0.18,0.11,0.14,L,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,2,0,GL,paiN,1.12,GL,1,2,50.0,2,1,50.0,2,0,0.0,6,3,50.0,18,9,50.0,paiN,1.0,1.12
fznnn,sova,193,16,19,14,-3,164.3,16,1,1,0,6687,GL,paiN,13,15,ASCENT,1.12,28,46.43,0.57,0.68,0.5,0.04,0.04,L,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,4,1,GL,paiN,1.12,GL,1,2,50.0,2,1,50.0,2,0,0.0,6,3,50.0,18,9,50.0,paiN,1.0,1.12
Nyang,omen,185,16,19,13,-3,133.8,25,2,3,-1,6687,GL,paiN,13,15,ASCENT,1.12,28,46.43,0.57,0.68,0.46,0.07,0.11,L,4,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,55,4,0,GL,paiN,1.12,GL,1,2,50.0,2,1,50.0,2,0,0.0,6,3,50.0,18,9,50.0,paiN,1.0,1.12
JhoW,cypher,163,17,18,2,-1,125.1,26,1,3,-2,6687,GL,paiN,13,15,ASCENT,1.12,28,46.43,0.61,0.64,0.07,0.04,0.11,L,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,0,0,GL,paiN,1.12,GL,1,2,50.0,2,1,50.0,2,0,0.0,6,3,50.0,18,9,50.0,paiN,1.0,1.12
kon4n,sage,224,23,20,5,3,149.4,40,1,1,0,6687,paiN,GL,15,13,ASCENT,1.12,28,53.57,0.82,0.71,0.18,0.04,0.04,W,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,1,0,paiN,GL,1.12,paiN,1,2,50.0,3,1,33.0,2,0,0.0,4,3,75.0,19,11,58.0,GL,1.0,1.12
Veroneze,jett,218,20,23,5,-3,134.1,27,6,6,0,6687,paiN,GL,15,13,ASCENT,1.12,28,53.57,0.71,0.82,0.18,0.21,0.21,W,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42,0,2,paiN,GL,1.12,paiN,1,2,50.0,3,1,33.0,2,0,0.0,4,3,75.0,19,11,58.0,GL,1.0,1.12
Txozin,omen,212,21,18,10,3,130.0,21,4,1,3,6687,paiN,GL,15,13,ASCENT,1.12,28,53.57,0.75,0.64,0.36,0.14,0.04,W,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,3,0,paiN,GL,1.12,paiN,1,2,50.0,3,1,33.0,2,0,0.0,4,3,75.0,19,11,58.0,GL,1.0,1.12
matheuzin,cypher,184,16,19,11,-3,139.1,24,3,2,1,6687,paiN,GL,15,13,ASCENT,1.12,28,53.57,0.57,0.68,0.39,0.11,0.07,W,2,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,47,2,1,paiN,GL,1.12,paiN,1,2,50.0,3,1,33.0,2,0,0.0,4,3,75.0,19,11,58.0,GL,1.0,1.12
murizzz,sova,183,17,22,8,-5,117.3,24,3,1,2,6687,paiN,GL,15,13,ASCENT,1.12,28,53.57,0.61,0.79,0.29,0.11,0.04,W,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,1,2,paiN,GL,1.12,paiN,1,2,50.0,3,1,33.0,2,0,0.0,4,3,75.0,19,11,58.0,GL,1.0,1.12
Jonn,raze,335,22,11,4,11,266.1,22,5,2,3,6687,GL,paiN,13,6,ICEBOX,1.12,19,68.42,1.16,0.58,0.21,0.26,0.11,W,3,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,112,1,1,GL,paiN,1.12,GL,1,2,50.0,3,1,33.0,1,0,0.0,3,2,67.0,12,10,83.0,paiN,1.0,1.12
mwzera,jett,328,22,12,6,10,191.8,10,3,2,1,6687,GL,paiN,13,6,ICEBOX,1.12,19,68.42,1.16,0.63,0.32,0.16,0.11,W,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,0,0,GL,paiN,1.12,GL,1,2,50.0,3,1,33.0,1,0,0.0,3,2,67.0,12,10,83.0,paiN,1.0,1.12
fznnn,sova,216,16,12,7,4,129.4,15,3,3,0,6687,GL,paiN,13,6,ICEBOX,1.12,19,68.42,0.84,0.63,0.37,0.16,0.16,W,5,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54,0,1,GL,paiN,1.12,GL,1,2,50.0,3,1,33.0,1,0,0.0,3,2,67.0,12,10,83.0,paiN,1.0,1.12
JhoW,cypher,147,10,10,5,0,76.4,14,1,0,1,6687,GL,paiN,13,6,ICEBOX,1.12,19,68.42,0.53,0.53,0.26,0.05,0.0,W,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,7,0,GL,paiN,1.12,GL,1,2,50.0,3,1,33.0,1,0,0.0,3,2,67.0,12,10,83.0,paiN,1.0,1.12
Nyang,omen,105,8,10,4,-2,53.4,15,0,0,0,6687,GL,paiN,13,6,ICEBOX,1.12,19,68.42,0.42,0.53,0.21,0.0,0.0,W,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,1,0,GL,paiN,1.12,GL,1,2,50.0,3,1,33.0,1,0,0.0,3,2,67.0,12,10,83.0,paiN,1.0,1.12
Txozin,omen,216,14,17,3,-3,131.7,15,2,1,1,6687,paiN,GL,6,13,ICEBOX,1.12,19,31.58,0.74,0.89,0.16,0.11,0.05,L,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,1,0,paiN,GL,1.12,paiN,1,2,50.0,3,1,33.0,2,0,0.0,5,3,60.0,9,2,22.0,GL,1.0,1.12
kon4n,skye,208,16,15,1,1,108.8,10,1,1,0,6687,paiN,GL,6,13,ICEBOX,1.12,19,31.58,0.84,0.79,0.05,0.05,0.05,L,2,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,44,1,1,paiN,GL,1.12,paiN,1,2,50.0,3,1,33.0,2,0,0.0,5,3,60.0,9,2,22.0,GL,1.0,1.12
murizzz,jett,184,11,17,7,-6,125.4,27,3,5,-2,6687,paiN,GL,6,13,ICEBOX,1.12,19,31.58,0.58,0.89,0.37,0.16,0.26,L,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,0,0,paiN,GL,1.12,paiN,1,2,50.0,3,1,33.0,2,0,0.0,5,3,60.0,9,2,22.0,GL,1.0,1.12
Veroneze,raze,121,9,14,0,-5,69.6,33,1,3,-2,6687,paiN,GL,6,13,ICEBOX,1.12,19,31.58,0.47,0.74,0.0,0.05,0.16,L,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0,1,paiN,GL,1.12,paiN,1,2,50.0,3,1,33.0,2,0,0.0,5,3,60.0,9,2,22.0,GL,1.0,1.12
matheuzin,killjoy,109,5,15,3,-10,81.5,10,0,2,-2,6687,paiN,GL,6,13,ICEBOX,1.12,19,31.58,0.26,0.79,0.16,0.0,0.11,L,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,1,0,paiN,GL,1.12,paiN,1,2,50.0,3,1,33.0,2,0,0.0,5,3,60.0,9,2,22.0,GL,1.0,1.12
Jonn,jett,309,23,16,3,7,177.5,13,6,1,5,6687,GL,paiN,13,8,SPLIT,1.12,21,61.9,1.1,0.76,0.14,0.29,0.05,W,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,0,0,GL,paiN,1.12,GL,1,2,50.0,3,1,33.0,1,1,100.0,3,2,67.0,14,9,64.0,paiN,1.0,1.12
mwzera,raze,249,18,16,3,2,149.4,16,3,2,1,6687,GL,paiN,13,8,SPLIT,1.12,21,61.9,0.86,0.76,0.14,0.14,0.1,W,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52,0,1,GL,paiN,1.12,GL,1,2,50.0,3,1,33.0,1,1,100.0,3,2,67.0,14,9,64.0,paiN,1.0,1.12
Nyang,breach,213,16,11,11,5,133.8,21,2,1,1,6687,GL,paiN,13,8,SPLIT,1.12,21,61.9,0.76,0.52,0.52,0.1,0.05,W,3,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,61,1,1,GL,paiN,1.12,GL,1,2,50.0,3,1,33.0,1,1,100.0,3,2,67.0,14,9,64.0,paiN,1.0,1.12
fznnn,cypher,197,15,13,5,2,116.5,11,2,1,1,6687,GL,paiN,13,8,SPLIT,1.12,21,61.9,0.71,0.62,0.24,0.1,0.05,W,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0,0,GL,paiN,1.12,GL,1,2,50.0,3,1,33.0,1,1,100.0,3,2,67.0,14,9,64.0,paiN,1.0,1.12
JhoW,omen,145,10,15,5,-5,78.9,8,1,2,-1,6687,GL,paiN,13,8,SPLIT,1.12,21,61.9,0.48,0.71,0.24,0.05,0.1,W,2,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,31,5,0,GL,paiN,1.12,GL,1,2,50.0,3,1,33.0,1,1,100.0,3,2,67.0,14,9,64.0,paiN,1.0,1.12
kon4n,breach,237,16,15,5,1,141.2,19,0,1,-1,6687,paiN,GL,8,13,SPLIT,1.12,21,38.1,0.76,0.71,0.24,0.0,0.05,L,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,2,0,paiN,GL,1.12,paiN,1,2,50.0,3,1,33.0,3,1,33.0,6,3,50.0,9,3,33.0,GL,1.0,1.12
Veroneze,raze,234,16,18,5,-2,143.5,23,1,5,-4,6687,paiN,GL,8,13,SPLIT,1.12,21,38.1,0.76,0.86,0.24,0.05,0.24,L,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,0,1,paiN,GL,1.12,paiN,1,2,50.0,3,1,33.0,3,1,33.0,6,3,50.0,9,3,33.0,GL,1.0,1.12
matheuzin,cypher,198,16,14,6,2,111.4,18,2,2,0,6687,paiN,GL,8,13,SPLIT,1.12,21,38.1,0.76,0.67,0.29,0.1,0.1,L,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,2,0,paiN,GL,1.12,paiN,1,2,50.0,3,1,33.0,3,1,33.0,6,3,50.0,9,3,33.0,GL,1.0,1.12
Txozin,omen,162,11,18,5,-7,102.0,26,1,3,-2,6687,paiN,GL,8,13,SPLIT,1.12,21,38.1,0.52,0.86,0.24,0.05,0.14,L,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,1,0,paiN,GL,1.12,paiN,1,2,50.0,3,1,33.0,3,1,33.0,6,3,50.0,9,3,33.0,GL,1.0,1.12
murizzz,jett,161,12,17,2,-5,94.7,12,3,3,0,6687,paiN,GL,8,13,SPLIT,1.12,21,38.1,0.57,0.81,0.1,0.14,0.14,L,4,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37,0,1,paiN,GL,1.12,paiN,1,2,50.0,3,1,33.0,3,1,33.0,6,3,50.0,9,3,33.0,GL,1.0,1.12
mwzera,raze,333,21,15,4,6,188.5,8,6,0,6,6685,GL,B4,13,6,ASCENT,1.12,19,68.42,1.11,0.79,0.21,0.32,0.0,W,3,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,68,0,0,GL,B4,1.12,GL,1,2,50.0,3,1,33.0,1,1,100.0,3,2,67.0,12,9,75.0,B4,1.0,1.12
fznnn,sova,269,19,10,4,9,143.3,33,1,1,0,6685,GL,B4,13,6,ASCENT,1.12,19,68.42,1.0,0.53,0.21,0.05,0.05,W,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,2,0,GL,B4,1.12,GL,1,2,50.0,3,1,33.0,1,1,100.0,3,2,67.0,12,9,75.0,B4,1.0,1.12
Jonn,reyna,225,17,12,2,5,137.9,21,5,2,3,6685,GL,B4,13,6,ASCENT,1.12,19,68.42,0.89,0.63,0.11,0.26,0.11,W,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,1,0,GL,B4,1.12,GL,1,2,50.0,3,1,33.0,1,1,100.0,3,2,67.0,12,9,75.0,B4,1.0,1.12
Nyang,omen,184,13,10,6,3,111.8,22,0,2,-2,6685,GL,B4,13,6,ASCENT,1.12,19,68.42,0.68,0.53,0.32,0.0,0.11,W,1,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,57,1,1,GL,B4,1.12,GL,1,2,50.0,3,1,33.0,1,1,100.0,3,2,67.0,12,9,75.0,B4,1.0,1.12
