Player,Agents,ACS,K,D,A,KD_DIFF,ADR,HS%,FK,FD,FK_FD_DIFF,match_id,Team,Opp_Team,rounds_won,rounds_lost,ct_rounds_won,ct_rounds_lost,t_rounds_won,t_rounds_lost,Map,Patch
dragonite,cypher,198,12,11,9,1,126.6,15,2,1,1,4701,FF,FKL,13,6,4,3,9,3,SPLIT,
krain,breach,167,14,7,6,7,99.2,14,1,1,0,4701,FF,FKL,13,6,4,3,9,3,SPLIT,
v1xen,omen,162,12,8,3,4,105.8,15,4,0,4,4701,FF,FKL,13,6,4,3,9,3,SPLIT,
bld,killjoy,210,13,15,3,-2,148.4,13,1,1,0,4701,FKL,FF,6,13,3,9,3,4,SPLIT,
Quick,jett,193,11,16,4,-5,122.7,13,2,6,-4,4701,FKL,FF,6,13,3,9,3,4,SPLIT,
Khalil,omen,154,8,14,6,-6,82.4,22,2,0,2,4701,FKL,FF,6,13,3,9,3,4,SPLIT,
fraSAN,cypher,149,12,14,1,-2,86.0,11,1,3,-2,4701,FKL,FF,6,13,3,9,3,4,SPLIT,
pava,raze,114,5,14,4,-9,75.2,6,0,3,-3,4701,FKL,FF,6,13,3,9,3,4,SPLIT,
fzkk,raze,267,20,18,6,2,162.1,14,4,7,-3,4701,FF,FKL,13,11,6,6,7,5,ASCENT,
krain,sova,210,19,12,9,7,127.0,16,0,1,-1,4701,FF,FKL,13,11,6,6,7,5,ASCENT,
v1xen,omen,198,19,12,5,7,122.2,34,1,0,1,4701,FF,FKL,13,11,6,6,7,5,ASCENT,
dragonite,cypher,162,12,14,8,-2,94.4,21,1,5,-4,4701,FF,FKL,13,11,6,6,7,5,ASCENT,
delevingne,sage,131,9,17,9,-8,99.4,17,2,3,-1,4701,FF,FKL,13,11,6,6,7,5,ASCENT,
Quick,jett,277,24,17,3,7,156.0,15,7,2,5,4701,FKL,FF,11,13,5,7,6,6,ASCENT,
pava,raze,237,17,14,6,3,140.4,10,6,3,3,4701,FKL,FF,11,13,5,7,6,6,ASCENT,
bld,killjoy,156,13,18,1,-5,108.5,10,2,2,0,4701,FKL,FF,11,13,5,7,6,6,ASCENT,
fraSAN,sova,120,11,17,5,-6,79.5,22,0,1,-1,4701,FKL,FF,11,13,5,7,6,6,ASCENT,
Khalil,omen,104,8,13,4,-5,65.3,19,1,0,1,4701,FKL,FF,11,13,5,7,6,6,ASCENT,
fzkk,raze,310,30,26,11,4,181.4,12,8,6,2,4631,FF,C,17,15,5,7,7,5,SPLIT,
krain,breach,189,25,16,9,9,125.9,21,1,0,1,4631,FF,C,17,15,5,7,7,5,SPLIT,
dragonite,cypher,180,21,20,5,1,118.1,17,2,5,-3,4631,FF,C,17,15,5,7,7,5,SPLIT,
delevingne,sage,177,21,21,15,0,112.5,10,2,1,1,4631,FF,C,17,15,5,7,7,5,SPLIT,
v1xen,omen,172,20,17,7,3,114.9,30,4,3,1,4631,FF,C,17,15,5,7,7,5,SPLIT,
bzkA,cypher,216,24,23,8,1,138.8,18,0,6,-6,4631,C,FF,15,17,5,7,7,5,SPLIT,
lugn,sova,208,20,25,18,-5,171.9,10,4,3,1,4631,C,FF,15,17,5,7,7,5,SPLIT,
rnk,raze,198,23,22,4,1,120.3,14,4,5,-1,4631,C,FF,15,17,5,7,7,5,SPLIT,
Ziulfps,jett,187,20,24,5,-4,113.6,13,7,3,4,4631,C,FF,15,17,5,7,7,5,SPLIT,
chl,omen,131,13,24,7,-11,93.7,14,0,0,0,4631,C,FF,15,17,5,7,7,5,SPLIT,
fzkk,raze,230,13,16,10,-3,141.8,13,3,6,-3,4631,FF,C,8,13,5,4,3,9,BIND,
delevingne,jett,212,16,17,5,-1,147.5,19,1,4,-3,4631,FF,C,8,13,5,4,3,9,BIND,
v1xen,omen,181,14,17,8,-3,112.9,23,2,1,1,4631,FF,C,8,13,5,4,3,9,BIND,
krain,sova,169,14,13,4,1,110.7,36,0,0,0,4631,FF,C,8,13,5,4,3,9,BIND,
dragonite,cypher,116,9,15,4,-6,69.3,15,1,2,-1,4631,FF,C,8,13,5,4,3,9,BIND,
Ziulfps,raze,301,18,18,7,0,175.0,21,5,1,4,4631,C,FF,13,8,9,3,4,5,BIND,
lugn,sova,232,18,12,2,6,153.9,27,3,1,2,4631,C,FF,13,8,9,3,4,5,BIND,
rnk,sage,200,16,13,5,3,116.6,32,1,2,-1,4631,C,FF,13,8,9,3,4,5,BIND,
chl,brimstone,160,15,10,3,5,93.5,25,2,1,1,4631,C,FF,13,8,9,3,4,5,BIND,
bzkA,killjoy,154,11,13,4,-2,120.1,14,2,2,0,4631,C,FF,13,8,9,3,4,5,BIND,
dragonite,cypher,234,22,19,9,3,183.6,20,2,3,-1,4631,FF,C,15,13,4,8,8,4,HAVEN,
v1xen,omen,219,23,17,4,6,142.3,21,2,3,-1,4631,FF,C,15,13,4,8,8,4,HAVEN,
delevingne,reyna,197,17,20,8,-3,131.4,24,2,4,-2,4631,FF,C,15,13,4,8,8,4,HAVEN,
krain,sova,176,17,12,12,5,143.0,23,1,2,-1,4631,FF,C,15,13,4,8,8,4,HAVEN,
fzkk,raze,176,17,21,4,-4,109.0,8,3,6,-3,4631,FF,C,15,13,4,8,8,4,HAVEN,
lugn,sova,229,23,20,7,3,147.7,31,5,6,-1,4631,C,FF,13,15,4,8,8,4,HAVEN,
bzkA,killjoy,215,22,21,2,1,141.6,16,6,0,6,4631,C,FF,13,15,4,8,8,4,HAVEN,
Ziulfps,omen,191,18,21,4,-3,145.9,24,1,3,-2,4631,C,FF,13,15,4,8,8,4,HAVEN,
rnk,breach,153,14,17,14,-3,101.6,15,4,0,4,4631,C,FF,13,15,4,8,8,4,HAVEN,
chl,brimstone,118,10,18,7,-8,83.0,23,2,1,1,4631,C,FF,13,15,4,8,8,4,HAVEN,
Enjoy,raze,237,19,19,4,0,156.0,16,1,2,-1,4624,novi,FF,10,13,5,7,5,6,BIND,
phz,jett,209,15,17,7,-2,138.2,25,2,4,-2,4624,novi,FF,10,13,5,7,5,6,BIND,
Surpr1seeeeeeeee,omen,208,19,18,3,1,123.3,25,1,2,-1,4624,novi,FF,10,13,5,7,5,6,BIND,
cooK,cypher,197,17,18,3,-1,129.8,16,6,3,3,4624,novi,FF,10,13,5,7,5,6,BIND,
vett,sova,187,16,14,7,2,126.8,31,0,2,-2,4624,novi,FF,10,13,5,7,5,6,BIND,
krain,sova,236,21,15,4,6,185.2,33,2,0,2,4624,FF,novi,13,10,6,5,7,5,BIND,
v1xen,omen,235,22,19,10,3,200.7,23,0,1,-1,4624,FF,novi,13,10,6,5,7,5,BIND,
delevingne,jett,213,16,21,6,-5,126.7,16,5,3,2,4624,FF,novi,13,10,6,5,7,5,BIND,
fzkk,raze,210,15,16,7,-1,127.7,9,4,5,-1,4624,FF,novi,13,10,6,5,7,5,BIND,
dragonite,cypher,149,12,17,5,-5,104.4,18,2,1,1,4624,FF,novi,13,10,6,5,7,5,BIND,
patochovsk,brimstone,249,19,16,4,3,160.1,16,3,3,0,3066,FAKE,FF,13,11,8,4,5,7,HAVEN,
Tecnosh,jett,210,16,17,4,-1,130.3,15,4,3,1,3066,FAKE,FF,13,11,8,4,5,7,HAVEN,
FLG1,cypher,202,17,18,4,-1,130.4,39,2,2,0,3066,FAKE,FF,13,11,8,4,5,7,HAVEN,
GTFAFMX,breach,193,16,14,6,2,123.0,30,0,2,-2,3066,FAKE,FF,13,11,8,4,5,7,HAVEN,
NANZIN,sova,178,17,14,3,3,98.5,50,2,3,-1,3066,FAKE,FF,13,11,8,4,5,7,HAVEN,
krain,sova,223,18,16,6,2,156.2,17,2,2,0,3066,FF,FAKE,11,13,7,5,4,8,HAVEN,
fzkk,raze,220,17,18,6,-1,136.5,11,3,3,0,3066,FF,FAKE,11,13,7,5,4,8,HAVEN,
dragonite,cypher,196,18,17,3,1,133.7,29,3,0,3,3066,FF,FAKE,11,13,7,5,4,8,HAVEN,
delevingne,reyna,182,15,18,5,-3,116.6,16,4,4,0,3066,FF,FAKE,11,13,7,5,4,8,HAVEN,
v1xen,omen,128,11,16,2,-5,73.0,25,1,2,-1,3066,FF,FAKE,11,13,7,5,4,8,HAVEN,
frz,sova,281,30,19,8,11,169.8,20,3,2,1,2939,B4,FF,17,15,5,7,7,5,BIND,
xand,raze,222,24,20,10,4,130.4,13,3,3,0,2939,B4,FF,17,15,5,7,7,5,BIND,
akemy,phoenix,199,21,22,7,-1,137.1,21,6,1,5,2939,B4,FF,17,15,5,7,7,5,BIND,
pancada,omen,193,22,19,6,3,125.8,19,2,4,-2,2939,B4,FF,17,15,5,7,7,5,BIND,
v1nny,cypher,82,12,22,1,-10,58.9,17,0,8,-8,2939,B4,FF,17,15,5,7,7,5,BIND,
fzkk,raze,219,24,23,1,1,138.6,17,5,5,0,2939,FF,B4,15,17,5,7,7,5,BIND,
v1xen,omen,214,27,19,5,8,124.8,29,3,1,2,2939,FF,B4,15,17,5,7,7,5,BIND,
delevingne,reyna,203,20,24,9,-4,118.3,10,6,5,1,2939,FF,B4,15,17,5,7,7,5,BIND,
krain,sova,181,19,22,9,-3,129.2,20,2,1,1,2939,FF,B4,15,17,5,7,7,5,BIND,
dragonite,cypher,133,12,21,10,-9,93.6,20,2,2,0,2939,FF,B4,15,17,5,7,7,5,BIND,
delevingne,reyna,384,21,9,2,12,224.6,30,5,2,3,3063,FF,HL,13,1,2,0,11,1,HAVEN,
fzkk,raze,254,12,10,5,2,156.9,13,2,2,0,3063,FF,HL,13,1,2,0,11,1,HAVEN,
dragonite,cypher,244,14,4,7,10,151.9,26,1,0,1,3063,FF,HL,13,1,2,0,11,1,HAVEN,
krain,sova,236,11,6,8,5,150.8,15,0,1,-1,3063,FF,HL,13,1,2,0,11,1,HAVEN,
v1xen,omen,108,8,6,4,2,47.4,18,1,0,1,3063,FF,HL,13,1,2,0,11,1,HAVEN,
pMdr1,phoenix,243,10,14,1,-4,159.9,42,2,3,-1,3063,HL,FF,1,13,1,11,0,2,HAVEN,
Myssen,cypher,175,8,13,0,-5,117.5,48,1,4,-3,3063,HL,FF,1,13,1,11,0,2,HAVEN,
shion,sova,163,7,14,3,-7,101.6,30,1,0,1,3063,HL,FF,1,13,1,11,0,2,HAVEN,
pleets,omen,110,6,13,3,-7,65.9,14,1,1,0,3063,HL,FF,1,13,1,11,0,2,HAVEN,
bNhardneja,jett,97,4,12,1,-8,58.0,31,0,1,-1,3063,HL,FF,1,13,1,11,0,2,HAVEN,
krain,breach,241,18,13,6,5,137.5,21,1,0,1,3058,FF,QSM,13,9,9,1,4,8,SPLIT,
fzkk,raze,209,15,13,2,2,130.0,7,4,3,1,3058,FF,QSM,13,9,9,1,4,8,SPLIT,
v1xen,omen,191,15,16,5,-1,111.4,19,1,2,-1,3058,FF,QSM,13,9,9,1,4,8,SPLIT,
dragonite,cypher,175,14,11,3,3,119.8,29,3,2,1,3058,FF,QSM,13,9,9,1,4,8,SPLIT,
delevingne,jett,163,13,15,2,-2,90.6,26,3,3,0,3058,FF,QSM,13,9,9,1,4,8,SPLIT,
koé,raze,219,17,17,2,0,131.2,22,5,1,4,3058,QSM,FF,9,13,8,4,1,9,SPLIT,
idk1,cypher,213,17,13,1,4,111.2,50,3,0,3,3058,QSM,FF,9,13,8,4,1,9,SPLIT,
Maverick,omen,210,14,15,7,-1,139.5,17,1,3,-2,3058,QSM,FF,9,13,8,4,1,9,SPLIT,
hwk,sage,137,10,16,5,-6,96.5,22,1,4,-3,3058,QSM,FF,9,13,8,4,1,9,SPLIT,
sunset,jett,120,10,14,0,-4,82.5,11,0,4,-4,3058,QSM,FF,9,13,8,4,1,9,SPLIT,
fzkk,raze,245,18,13,3,5,143.8,14,5,3,2,2928,FF,ANA,13,9,7,3,6,6,SPLIT,
delevingne,jett,204,16,13,2,3,125.5,19,6,2,4,2928,FF,ANA,13,9,7,3,6,6,SPLIT,
dragonite,cypher,169,13,13,3,0,99.3,20,3,2,1,2928,FF,ANA,13,9,7,3,6,6,SPLIT,
v1xen,omen,159,11,12,6,-1,101.7,31,1,0,1,2928,FF,ANA,13,9,7,3,6,6,SPLIT,
krain,breach,123,10,10,5,0,84.8,23,0,0,0,2928,FF,ANA,13,9,7,3,6,6,SPLIT,
leonzhet,sova,185,15,13,3,2,114.4,26,1,3,-2,2928,ANA,FF,9,13,6,6,3,7,SPLIT,
rankioshi,raze,181,13,16,4,-3,113.7,10,1,5,-4,2928,ANA,FF,9,13,6,6,3,7,SPLIT,
xikaz,brimstone,156,13,13,1,0,98.3,36,2,1,1,2928,ANA,FF,9,13,6,6,3,7,SPLIT,
