Player,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE,match_id,Team,Opp_Team,Patch,Map,Num_maps
FLG1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,2.0,0.0,3143,FAKE,NOOR,1.08,MATCH,2
murizzz,6.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,42.0,0.0,2.0,3143,NOOR,FAKE,1.08,MATCH,2
ole,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,56.0,4.0,1.0,3143,NOOR,FAKE,1.08,MATCH,2
Txozin,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,2.0,0.0,3143,NOOR,FAKE,1.08,MATCH,2
matheuzin,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,4.0,1.0,3143,NOOR,FAKE,1.08,MATCH,2
kon4n,4.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,63.0,5.0,0.0,3143,NOOR,FAKE,1.08,MATCH,2
mch,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,1.0,0.0,2978,FKL,NOOR,1.08,MATCH,2
pava,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,45.0,2.0,0.0,2978,FKL,NOOR,1.08,MATCH,2
bld,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,2.0,1.0,2978,FKL,NOOR,1.08,MATCH,2
cogu,5.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,45.0,0.0,0.0,2978,FKL,NOOR,1.08,MATCH,2
bezn1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,4.0,1.0,2978,FKL,NOOR,1.08,MATCH,2
murizzz,12.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.0,0.0,3.0,2978,NOOR,FKL,1.08,MATCH,2
ole,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,5.0,0.0,2978,NOOR,FKL,1.08,MATCH,2
Txozin,4.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,69.0,2.0,0.0,2978,NOOR,FKL,1.08,MATCH,2
matheuzin,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,48.0,3.0,1.0,2978,NOOR,FKL,1.08,MATCH,2
kon4n,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,55.0,0.0,1.0,2978,NOOR,FKL,1.08,MATCH,2
murizzz,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,1.0,2.0,5283,paiN,BD,1.12,MATCH,2
Txozin,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,2.0,0.0,5283,paiN,BD,1.12,MATCH,2
matheuzin,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,46.0,8.0,1.0,5283,paiN,BD,1.12,MATCH,2
kon4n,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.0,0.0,5283,paiN,BD,1.12,MATCH,2
Veroneze,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,2.0,5283,paiN,BD,1.12,MATCH,2
rhz,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,4.0,1.0,5283,BD,paiN,1.12,MATCH,2
bezn1,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,49.0,5.0,0.0,5283,BD,paiN,1.12,MATCH,2
rood,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,64.0,1.0,0.0,5283,BD,paiN,1.12,MATCH,2
LEozin,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,1.0,4.0,5283,BD,paiN,1.12,MATCH,2
wilfps,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,1.0,5283,BD,paiN,1.12,MATCH,2
murizzz,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,5273,paiN,dogz,1.12,MATCH,2
Txozin,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,5.0,0.0,5273,paiN,dogz,1.12,MATCH,2
matheuzin,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0,4.0,1.0,5273,paiN,dogz,1.12,MATCH,2
kon4n,6.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,58.0,2.0,3.0,5273,paiN,dogz,1.12,MATCH,2
