Player,Agents,ACS,K,D,A,KD_DIFF,ADR,HS%,FK,FD,FK_FD_DIFF,match_id,Team,Opp_Team,rounds_won,rounds_lost,ct_rounds_won,ct_rounds_lost,t_rounds_won,t_rounds_lost,Map,Patch
Otsuka,cypher,178,12,17,8,-5,101.5,15,3,0,3,5273,dogz,paiN,8,13,5,7,3,6,HAVEN,
PedroGOD,omen,91,7,16,4,-9,63.4,13,0,3,-3,5273,dogz,paiN,8,13,5,7,3,6,HAVEN,
murizzz,raze,446,25,11,4,14,215.5,19,9,1,8,5273,paiN,dogz,13,4,9,3,4,1,SPLIT,
Txozin,omen,223,11,8,9,3,151.5,15,1,1,0,5273,paiN,dogz,13,4,9,3,4,1,SPLIT,
Veroneze,reyna,216,14,7,2,7,139.1,26,1,3,-2,5273,paiN,dogz,13,4,9,3,4,1,SPLIT,
kon4n,breach,192,15,5,8,10,113.7,32,0,0,0,5273,paiN,dogz,13,4,9,3,4,1,SPLIT,
matheuzin,cypher,115,8,7,3,1,65.8,24,0,1,-1,5273,paiN,dogz,13,4,9,3,4,1,SPLIT,
toezin,raze,191,8,17,5,-9,140.9,19,2,3,-1,5273,dogz,paiN,4,13,1,4,3,9,SPLIT,
magicwow1,sage,167,9,16,0,-7,100.5,18,2,2,0,5273,dogz,paiN,4,13,1,4,3,9,SPLIT,
PedroGOD,omen,166,8,14,2,-6,110.7,21,2,3,-1,5273,dogz,paiN,4,13,1,4,3,9,SPLIT,
Otsuka,killjoy,132,7,13,3,-6,88.4,10,0,3,-3,5273,dogz,paiN,4,13,1,4,3,9,SPLIT,
dan,breach,104,6,13,1,-7,69.4,24,0,0,0,5273,dogz,paiN,4,13,1,4,3,9,SPLIT,
Veroneze,jett,361,25,11,3,14,220.2,41,5,1,4,5174,paiN,1tap,13,6,6,1,7,5,ASCENT,
kon4n,sage,307,22,11,6,11,174.6,14,4,0,4,5174,paiN,1tap,13,6,6,1,7,5,ASCENT,
murizzz,sova,200,15,10,6,5,116.1,26,2,1,1,5174,paiN,1tap,13,6,6,1,7,5,ASCENT,
matheuzin,cypher,171,11,14,3,-3,100.3,33,1,0,1,5174,paiN,1tap,13,6,6,1,7,5,ASCENT,
Txozin,omen,131,8,15,6,-7,92.6,19,1,4,-3,5174,paiN,1tap,13,6,6,1,7,5,ASCENT,
