Player,Agents,ACS,K,D,A,KD_DIFF,ADR,HS%,FK,FD,FK_FD_DIFF,match_id,Team,Opp_Team,rounds_won,rounds_lost,ct_rounds_won,ct_rounds_lost,t_rounds_won,t_rounds_lost,Map,Patch
rood,omen,266,24,12,2,12,149.2,29,5,0,5,4697,BD,novi,10,13,4,7,6,6,BIND,
LEozin,raze,254,20,17,6,3,166.2,20,2,5,-3,4697,BD,novi,10,13,4,7,6,6,BIND,
bezn1,reyna,214,19,17,3,2,132.9,27,3,3,0,4697,BD,novi,10,13,4,7,6,6,BIND,
rhz,sova,161,13,15,10,-2,115.6,13,2,1,1,4697,BD,novi,10,13,4,7,6,6,BIND,
wilfps,cypher,131,10,18,5,-8,87.5,26,1,1,0,4697,BD,novi,10,13,4,7,6,6,BIND,
Evilkyk,sova,261,21,16,5,5,144.3,36,3,1,2,4697,novi,BD,13,10,6,6,7,4,BIND,
tuyz,raze,224,18,20,5,-2,131.9,27,3,1,2,4697,novi,BD,13,10,6,6,7,4,BIND,
rst,omen,216,19,11,2,8,133.8,38,0,3,-3,4697,novi,BD,13,10,6,6,7,4,BIND,
txddy,cypher,151,10,20,8,-10,109.9,17,3,3,0,4697,novi,BD,13,10,6,6,7,4,BIND,
Biscoit1n,jett,148,11,19,5,-8,84.1,22,1,5,-4,4697,novi,BD,13,10,6,6,7,4,BIND,
fx,sova,260,20,20,7,0,180.1,22,4,2,2,4694,DG,BD,12,14,10,2,2,10,BIND,
Leox,raze,217,19,20,2,-1,138.5,18,5,2,3,4694,DG,BD,12,14,10,2,2,10,BIND,
GuhRVN,omen,150,15,19,1,-4,81.4,14,0,0,0,4694,DG,BD,12,14,10,2,2,10,BIND,
valois,phoenix,132,11,20,4,-9,79.5,24,4,4,0,4694,DG,BD,12,14,10,2,2,10,BIND,
glym,cypher,115,12,19,3,-7,79.5,20,1,4,-3,4694,DG,BD,12,14,10,2,2,10,BIND,
wilfps,cypher,281,26,12,7,14,171.6,29,2,1,1,4694,BD,DG,14,12,10,2,2,10,BIND,
LEozin,raze,226,22,17,5,5,129.3,25,2,3,-1,4694,BD,DG,14,12,10,2,2,10,BIND,
bezn1,jett,196,16,17,6,-1,119.7,14,3,5,-2,4694,BD,DG,14,12,10,2,2,10,BIND,
rhz,sova,192,17,14,13,3,128.7,21,2,2,0,4694,BD,DG,14,12,10,2,2,10,BIND,
rood,omen,189,17,17,4,0,123.7,31,3,3,0,4694,BD,DG,14,12,10,2,2,10,BIND,
LEozin,raze,345,28,12,1,16,226.0,30,2,0,2,4030,BD,NEW,13,8,5,4,8,4,BIND,
rhz,sova,222,16,11,11,5,126.6,39,2,3,-1,4030,BD,NEW,13,8,5,4,8,4,BIND,
rood,omen,200,17,14,4,3,127.8,19,1,2,-1,4030,BD,NEW,13,8,5,4,8,4,BIND,
fooX,reyna,175,11,16,6,-5,82.2,22,2,3,-1,4030,BD,NEW,13,8,5,4,8,4,BIND,
wilfps,cypher,162,11,16,6,-5,109.9,26,2,4,-2,4030,BD,NEW,13,8,5,4,8,4,BIND,
Stevent,raze,239,16,18,7,-2,168.5,11,4,4,0,4030,NEW,BD,8,13,4,8,4,5,BIND,
luqz,sova,228,15,14,6,1,132.9,14,4,0,4,4030,NEW,BD,8,13,4,8,4,5,BIND,
duquera,cypher,195,15,18,7,-3,170.7,36,1,2,-1,4030,NEW,BD,8,13,4,8,4,5,BIND,
az9zelll,jett,151,11,17,2,-6,84.5,17,3,3,0,4030,NEW,BD,8,13,4,8,4,5,BIND,
planE,brimstone,146,12,17,5,-5,98.3,18,0,0,0,4030,NEW,BD,8,13,4,8,4,5,BIND,
Enjoy,raze,283,22,11,6,11,171.0,18,2,0,2,4029,novi,BD,13,8,6,3,7,5,BIND,
txddy,cypher,243,17,13,7,4,162.2,20,2,1,1,4029,novi,BD,13,8,6,3,7,5,BIND,
Biscoit1n,omen,239,18,14,7,4,133.3,28,5,0,5,4029,novi,BD,13,8,6,3,7,5,BIND,
tuyz,jett,188,15,13,2,2,120.0,34,5,4,1,4029,novi,BD,13,8,6,3,7,5,BIND,
rafz,sova,103,7,15,4,-8,72.5,30,1,1,0,4029,novi,BD,13,8,6,3,7,5,BIND,
rhz,cypher,262,20,15,3,5,147.7,31,1,4,-3,4029,BD,novi,8,13,5,7,3,6,BIND,
rood,jett,222,16,14,1,2,176.8,24,4,3,1,4029,BD,novi,8,13,5,7,3,6,BIND,
fooX,sova,160,13,17,4,-4,95.2,19,0,1,-1,4029,BD,novi,8,13,5,7,3,6,BIND,
wilfps,omen,159,9,17,6,-8,108.1,26,0,3,-3,4029,BD,novi,8,13,5,7,3,6,BIND,
LEozin,raze,132,8,17,3,-9,80.2,20,1,4,-3,4029,BD,novi,8,13,5,7,3,6,BIND,
wilfps,killjoy,292,21,13,8,8,211.7,19,1,1,0,4026,BD,DG,13,7,6,2,7,5,ASCENT,
rhz,sova,270,21,8,5,13,153.5,35,0,1,-1,4026,BD,DG,13,7,6,2,7,5,ASCENT,
rood,omen,199,15,14,6,1,130.4,15,3,3,0,4026,BD,DG,13,7,6,2,7,5,ASCENT,
fooX,reyna,190,15,16,0,-1,101.3,38,4,2,2,4026,BD,DG,13,7,6,2,7,5,ASCENT,
LEozin,raze,173,12,13,4,-1,109.4,20,3,2,1,4026,BD,DG,13,7,6,2,7,5,ASCENT,
Quick,raze,514,34,17,2,17,305.9,28,6,1,5,4026,DG,BD,7,13,5,7,2,6,ASCENT,
69kg,cypher,180,11,18,6,-7,166.5,23,1,2,-1,4026,DG,BD,7,13,5,7,2,6,ASCENT,
Plato,breach,124,8,17,5,-9,81.1,19,0,4,-4,4026,DG,BD,7,13,5,7,2,6,ASCENT,
Leox,omen,94,6,18,8,-12,104.4,18,1,3,-2,4026,DG,BD,7,13,5,7,2,6,ASCENT,
rst,sova,80,5,16,3,-11,48.6,23,1,1,0,4026,DG,BD,7,13,5,7,2,6,ASCENT,
pollo,jett,269,19,13,1,6,163.4,24,6,2,4,3475,VIMD,BD,13,7,8,0,5,7,ASCENT,
Sacy,sova,268,19,9,7,10,181.3,25,1,2,-1,3475,VIMD,BD,13,7,8,0,5,7,ASCENT,
pepa,omen,184,14,14,5,0,114.1,32,0,0,0,3475,VIMD,BD,13,7,8,0,5,7,ASCENT,
prozin,killjoy,168,10,13,5,-3,95.5,16,4,3,1,3475,VIMD,BD,13,7,8,0,5,7,ASCENT,
Masu,breach,147,12,11,8,1,95.4,22,2,0,2,3475,VIMD,BD,13,7,8,0,5,7,ASCENT,
rhz,sova,292,21,15,3,6,179.3,28,3,2,1,3475,BD,VIMD,7,13,7,5,0,8,ASCENT,
LEozin,killjoy,220,13,14,5,-1,150.5,15,0,2,-2,3475,BD,VIMD,7,13,7,5,0,8,ASCENT,
fooX,omen,183,12,15,7,-3,117.1,29,1,5,-4,3475,BD,VIMD,7,13,7,5,0,8,ASCENT,
bezn1,phoenix,129,7,15,8,-8,70.6,3,2,2,0,3475,BD,VIMD,7,13,7,5,0,8,ASCENT,
Ossada,jett,88,7,15,0,-8,72.3,22,1,2,-1,3475,BD,VIMD,7,13,7,5,0,8,ASCENT,
Fxz,sova,248,17,15,7,2,147.5,15,3,4,-1,3470,novi,BD,8,13,7,5,1,8,ASCENT,
Biscoit1n,jett,201,14,18,3,-4,148.1,29,6,4,2,3470,novi,BD,8,13,7,5,1,8,ASCENT,
glym,omen,196,14,17,2,-3,110.4,12,1,0,1,3470,novi,BD,8,13,7,5,1,8,ASCENT,
kato,cypher,157,10,15,6,-5,120.0,14,0,2,-2,3470,novi,BD,8,13,7,5,1,8,ASCENT,
twitch,breach,106,8,16,9,-8,67.1,24,0,1,-1,3470,novi,BD,8,13,7,5,1,8,ASCENT,
bezn1,phoenix,273,21,16,6,5,153.2,49,3,3,0,3470,BD,novi,13,8,8,1,5,7,ASCENT,
LEozin,killjoy,228,17,12,8,5,133.1,9,1,0,1,3470,BD,novi,13,8,8,1,5,7,ASCENT,
DonPablito,jett,211,17,15,3,2,104.7,23,5,4,1,3470,BD,novi,13,8,8,1,5,7,ASCENT,
fooX,omen,185,14,9,7,5,127.1,15,1,1,0,3470,BD,novi,13,8,8,1,5,7,ASCENT,
rhz,sova,182,12,11,12,1,131.5,16,1,2,-1,3470,BD,novi,13,8,8,1,5,7,ASCENT,
NagZ,jett,346,20,2,0,18,195.5,21,7,1,6,3467,Estral,BD,13,1,11,1,2,0,BIND,
saadhak,cypher,345,17,5,7,12,218.0,20,1,0,1,3467,Estral,BD,13,1,11,1,2,0,BIND,
Nozwerr,sova,275,14,3,8,11,175.3,26,1,0,1,3467,Estral,BD,13,1,11,1,2,0,BIND,
puleule,breach,154,8,5,13,3,85.6,19,2,0,2,3467,Estral,BD,13,1,11,1,2,0,BIND,
Leazo,brimstone,141,8,4,1,4,103.9,53,1,1,0,3467,Estral,BD,13,1,11,1,2,0,BIND,
bezn1,raze,140,5,13,2,-8,91.6,32,0,4,-4,3467,BD,Estral,1,13,0,2,1,11,BIND,
DonPablito,sova,131,6,13,2,-7,71.2,13,1,1,0,3467,BD,Estral,1,13,0,2,1,11,BIND,
fooX,brimstone,123,4,14,1,-10,90.8,16,1,2,-1,3467,BD,Estral,1,13,0,2,1,11,BIND,
rhz,cypher,71,3,13,0,-10,58.9,33,0,3,-3,3467,BD,Estral,1,13,0,2,1,11,BIND,
LEozin,phoenix,49,1,14,1,-13,34.4,50,0,2,-2,3467,BD,Estral,1,13,0,2,1,11,BIND,
patochovsk,omen,213,12,14,6,-2,138.9,13,2,2,0,2977,FAKE,BD,6,13,6,6,0,7,ASCENT,
FLG1,cypher,202,15,14,2,1,139.8,37,1,0,1,2977,FAKE,BD,6,13,6,6,0,7,ASCENT,
Tecnosh,jett,163,10,15,1,-5,89.6,14,4,7,-3,2977,FAKE,BD,6,13,6,6,0,7,ASCENT,
GTFAFMX,breach,160,9,13,4,-4,69.1,13,0,2,-2,2977,FAKE,BD,6,13,6,6,0,7,ASCENT,
NANZIN,sova,157,9,15,4,-6,112.9,35,0,1,-1,2977,FAKE,BD,6,13,6,6,0,7,ASCENT,
NikkoLAN,jett,264,18,11,1,7,128.4,19,8,2,6,2977,BD,FAKE,13,6,7,0,6,6,ASCENT,
fooX,reyna,240,17,9,2,8,132.4,24,2,4,-2,2977,BD,FAKE,13,6,7,0,6,6,ASCENT,
rhz,sova,220,14,11,6,3,154.1,38,1,0,1,2977,BD,FAKE,13,6,7,0,6,6,ASCENT,
RoY,cypher,153,11,13,3,-2,86.1,23,1,1,0,2977,BD,FAKE,13,6,7,0,6,6,ASCENT,
PryZee,omen,140,11,11,3,0,85.7,18,0,0,0,2977,BD,FAKE,13,6,7,0,6,6,ASCENT,
NANZIN,sova,249,19,13,7,6,155.1,35,2,3,-1,2977,FAKE,BD,13,8,6,3,7,5,HAVEN,
patochovsk,brimstone,229,17,12,2,5,122.7,22,2,2,0,2977,FAKE,BD,13,8,6,3,7,5,HAVEN,
GTFAFMX,breach,212,16,11,10,5,149.5,21,2,0,2,2977,FAKE,BD,13,8,6,3,7,5,HAVEN,
FLG1,cypher,199,16,14,3,2,142.1,25,2,0,2,2977,FAKE,BD,13,8,6,3,7,5,HAVEN,
Tecnosh,jett,148,11,13,3,-2,89.9,15,5,3,2,2977,FAKE,BD,13,8,6,3,7,5,HAVEN,
rhz,sova,267,18,15,11,3,188.6,34,1,1,0,2977,BD,FAKE,8,13,5,7,3,6,HAVEN,
PryZee,omen,191,16,16,6,0,119.2,13,2,3,-1,2977,BD,FAKE,8,13,5,7,3,6,HAVEN,
NikkoLAN,jett,149,9,18,5,-9,110.8,16,0,3,-3,2977,BD,FAKE,8,13,5,7,3,6,HAVEN,
RoY,cypher,145,11,14,4,-3,82.5,26,2,2,0,2977,BD,FAKE,8,13,5,7,3,6,HAVEN,
fooX,raze,143,9,16,3,-7,87.7,15,3,4,-1,2977,BD,FAKE,8,13,5,7,3,6,HAVEN,
NANZIN,omen,269,20,14,7,6,180.5,35,2,5,-3,2977,FAKE,BD,13,8,8,4,5,4,SPLIT,
patochovsk,raze,259,18,15,4,3,150.7,11,4,2,2,2977,FAKE,BD,13,8,8,4,5,4,SPLIT,
Tecnosh,killjoy,237,18,12,3,6,153.4,5,2,2,0,2977,FAKE,BD,13,8,8,4,5,4,SPLIT,
FLG1,cypher,199,16,13,3,3,116.9,27,2,1,1,2977,FAKE,BD,13,8,8,4,5,4,SPLIT,
GTFAFMX,breach,121,9,12,12,-3,77.0,21,0,1,-1,2977,FAKE,BD,13,8,8,4,5,4,SPLIT,
fooX,reyna,295,22,14,5,8,174.0,32,4,1,3,2977,BD,FAKE,8,13,4,5,4,8,SPLIT,
PryZee,viper,190,12,18,4,-6,126.0,8,1,2,-1,2977,BD,FAKE,8,13,4,5,4,8,SPLIT,
rhz,cypher,164,12,17,3,-5,108.8,36,1,3,-2,2977,BD,FAKE,8,13,4,5,4,8,SPLIT,
NikkoLAN,jett,140,10,16,1,-6,76.5,13,3,1,2,2977,BD,FAKE,8,13,4,5,4,8,SPLIT,
RoY,omen,124,10,16,0,-6,82.7,24,2,3,-1,2977,BD,FAKE,8,13,4,5,4,8,SPLIT,
NikkoLAN,jett,299,23,17,6,6,174.7,26,5,0,5,2957,BD,Gala,13,9,8,4,5,5,HAVEN,
PryZee,omen,231,18,13,4,5,131.8,36,4,2,2,2957,BD,Gala,13,9,8,4,5,5,HAVEN,
fooX,raze,210,15,14,6,1,149.3,13,1,1,0,2957,BD,Gala,13,9,8,4,5,5,HAVEN,
rhz,sova,201,17,12,3,5,127.5,39,1,3,-2,2957,BD,Gala,13,9,8,4,5,5,HAVEN,
RoY,cypher,199,15,16,6,-1,137.4,25,2,3,-1,2957,BD,Gala,13,9,8,4,5,5,HAVEN,
axeddy,killjoy,256,20,17,1,3,148.3,27,5,2,3,2957,Gala,BD,9,13,5,5,4,8,HAVEN,
stylerino,jett,213,16,18,3,-2,128.1,26,0,1,-1,2957,Gala,BD,9,13,5,5,4,8,HAVEN,
pôti,omen,185,15,17,3,-2,124.1,26,3,3,0,2957,Gala,BD,9,13,5,5,4,8,HAVEN,
Doubleee,phoenix,152,9,19,7,-10,109.3,23,1,5,-4,2957,Gala,BD,9,13,5,5,4,8,HAVEN,
mascot,sova,148,12,17,9,-5,92.0,10,0,2,-2,2957,Gala,BD,9,13,5,5,4,8,HAVEN,
NikkoLAN,jett,280,18,10,1,8,163.6,27,3,1,2,2957,BD,Gala,13,4,5,0,8,4,ASCENT,
rhz,sova,270,18,9,8,9,168.6,30,3,2,1,2957,BD,Gala,13,4,5,0,8,4,ASCENT,
fooX,reyna,228,15,11,3,4,121.5,29,2,2,0,2957,BD,Gala,13,4,5,0,8,4,ASCENT,
RoY,cypher,168,9,13,6,-4,105.5,16,1,1,0,2957,BD,Gala,13,4,5,0,8,4,ASCENT,
PryZee,omen,150,8,10,7,-2,107.1,18,1,1,0,2957,BD,Gala,13,4,5,0,8,4,ASCENT,
pôti,omen,245,14,13,1,1,112.2,11,3,3,0,2957,Gala,BD,4,13,4,8,0,5,ASCENT,
mascot,sova,240,12,14,5,-2,176.5,24,0,2,-2,2957,Gala,BD,4,13,4,8,0,5,ASCENT,
stylerino,jett,182,11,13,1,-2,94.7,12,1,1,0,2957,Gala,BD,4,13,4,8,0,5,ASCENT,
Doubleee,cypher,149,8,14,4,-6,94.0,26,2,2,0,2957,Gala,BD,4,13,4,8,0,5,ASCENT,
axeddy,phoenix,138,8,14,3,-6,89.1,40,1,2,-1,2957,Gala,BD,4,13,4,8,0,5,ASCENT,
bezn1,jett,297,26,22,4,4,175.3,18,5,4,1,5998,BD,VKS,12,14,5,7,7,5,HAVEN,
rhz,sova,174,16,18,6,-2,122.2,22,2,1,1,5998,BD,VKS,12,14,5,7,7,5,HAVEN,
rood,omen,141,14,19,8,-5,87.5,19,2,2,0,5998,BD,VKS,12,14,5,7,7,5,HAVEN,
wilfps,cypher,140,9,22,7,-13,137.1,13,0,1,-1,5998,BD,VKS,12,14,5,7,7,5,HAVEN,
LEozin,raze,135,14,21,0,-7,78.8,13,2,7,-5,5998,BD,VKS,12,14,5,7,7,5,HAVEN,
BrinkssJ,omen,327,32,15,3,17,230.2,20,4,2,2,5998,VKS,BD,14,12,5,7,7,5,HAVEN,
cad,jett,262,23,15,7,8,170.8,23,6,2,4,5998,VKS,BD,14,12,5,7,7,5,HAVEN,
fuzari,cypher,207,18,17,6,1,125.8,32,2,5,-3,5998,VKS,BD,14,12,5,7,7,5,HAVEN,
gtnziN,raze,168,14,16,5,-2,114.7,14,2,2,0,5998,VKS,BD,14,12,5,7,7,5,HAVEN,
deNaro,sova,145,15,16,6,-1,90.7,14,1,0,1,5998,VKS,BD,14,12,5,7,7,5,HAVEN,
Maverick,breach,307,25,15,6,10,162.1,24,3,2,1,5995,oNe,BD,13,10,10,1,3,9,SPLIT,
ntk,raze,255,20,17,3,3,181.6,18,3,3,0,5995,oNe,BD,13,10,10,1,3,9,SPLIT,
Zap,jett,246,21,14,4,7,140.0,21,3,1,2,5995,oNe,BD,13,10,10,1,3,9,SPLIT,
Cpx,cypher,171,14,15,2,-1,103.0,26,3,2,1,5995,oNe,BD,13,10,10,1,3,9,SPLIT,
Champzera,omen,104,8,15,5,-7,66.2,23,2,1,1,5995,oNe,BD,13,10,10,1,3,9,SPLIT,
bezn1,jett,301,25,15,3,10,192.4,19,4,2,2,5995,BD,oNe,10,13,9,3,1,10,SPLIT,
LEozin,raze,215,18,18,6,0,122.0,11,1,4,-3,5995,BD,oNe,10,13,9,3,1,10,SPLIT,
rhz,breach,177,13,17,6,-4,111.7,16,0,2,-2,5995,BD,oNe,10,13,9,3,1,10,SPLIT,
rood,omen,177,14,19,5,-5,108.5,27,3,2,1,5995,BD,oNe,10,13,9,3,1,10,SPLIT,
wilfps,cypher,84,6,19,6,-13,52.3,58,1,4,-3,5995,BD,oNe,10,13,9,3,1,10,SPLIT,
murizzz,raze,288,22,15,5,7,179.4,20,4,3,1,5283,paiN,BD,13,10,7,4,6,6,SPLIT,
Veroneze,reyna,266,22,14,4,8,166.7,22,1,0,1,5283,paiN,BD,13,10,7,4,6,6,SPLIT,
Txozin,omen,177,15,15,2,0,97.1,31,4,3,1,5283,paiN,BD,13,10,7,4,6,6,SPLIT,
kon4n,breach,169,15,13,6,2,97.7,25,0,3,-3,5283,paiN,BD,13,10,7,4,6,6,SPLIT,
matheuzin,cypher,159,12,13,2,-1,107.0,26,3,2,1,5283,paiN,BD,13,10,7,4,6,6,SPLIT,
wilfps,cypher,247,19,18,5,1,156.7,30,4,5,-1,5283,BD,paiN,10,13,6,6,4,7,SPLIT,
bezn1,jett,201,16,19,3,-3,115.0,21,4,1,3,5283,BD,paiN,10,13,6,6,4,7,SPLIT,
rhz,breach,165,14,17,10,-3,98.7,23,0,1,-1,5283,BD,paiN,10,13,6,6,4,7,SPLIT,
LEozin,raze,147,10,18,6,-8,97.6,10,2,2,0,5283,BD,paiN,10,13,6,6,4,7,SPLIT,
rood,omen,146,11,14,6,-3,131.2,13,1,3,-2,5283,BD,paiN,10,13,6,6,4,7,SPLIT,
Veroneze,jett,388,28,10,3,18,205.7,30,9,0,9,5283,paiN,BD,13,7,9,3,4,4,ASCENT,
Txozin,omen,234,18,12,3,6,146.0,40,2,0,2,5283,paiN,BD,13,7,9,3,4,4,ASCENT,
murizzz,sova,221,15,14,8,1,155.0,38,4,3,1,5283,paiN,BD,13,7,9,3,4,4,ASCENT,
matheuzin,cypher,135,10,9,2,1,93.0,21,1,1,0,5283,paiN,BD,13,7,9,3,4,4,ASCENT,
kon4n,sage,123,9,12,8,-3,67.2,35,0,0,0,5283,paiN,BD,13,7,9,3,4,4,ASCENT,
rood,omen,266,17,15,6,2,171.3,25,2,3,-1,5283,BD,paiN,7,13,4,4,3,9,ASCENT,
bezn1,jett,199,12,17,3,-5,106.8,14,1,3,-2,5283,BD,paiN,7,13,4,4,3,9,ASCENT,
rhz,sova,160,11,16,2,-5,106.3,37,0,0,0,5283,BD,paiN,7,13,4,4,3,9,ASCENT,
LEozin,raze,145,11,15,4,-4,102.7,23,1,5,-4,5283,BD,paiN,7,13,4,4,3,9,ASCENT,
wilfps,cypher,109,6,17,2,-11,66.3,29,0,5,-5,5283,BD,paiN,7,13,4,4,3,9,ASCENT,
Hastad,raze,232,13,15,1,-2,127.1,24,3,1,2,5274,tiob,BD,3,13,0,4,3,9,BIND,
dtt1,reyna,217,12,13,3,-1,111.9,16,1,1,0,5274,tiob,BD,3,13,0,4,3,9,BIND,
NandeX,sova,207,10,15,6,-5,141.1,24,2,1,1,5274,tiob,BD,3,13,0,4,3,9,BIND,
Rub1ka,omen,154,9,14,5,-5,84.6,16,2,4,-2,5274,tiob,BD,3,13,0,4,3,9,BIND,
Igaum,cypher,92,5,13,4,-8,59.4,27,0,1,-1,5274,tiob,BD,3,13,0,4,3,9,BIND,
wilfps,cypher,338,18,9,6,9,207.1,26,3,2,1,5274,BD,tiob,13,3,9,3,4,0,BIND,
bezn1,jett,285,16,12,2,4,181.9,31,4,1,3,5274,BD,tiob,13,3,9,3,4,0,BIND,
LEozin,raze,233,14,11,8,3,141.6,17,0,3,-3,5274,BD,tiob,13,3,9,3,4,0,BIND,
rhz,sova,182,13,7,5,6,98.9,28,1,0,1,5274,BD,tiob,13,3,9,3,4,0,BIND,
rood,omen,155,9,10,7,-1,90.9,12,0,2,-2,5274,BD,tiob,13,3,9,3,4,0,BIND,
Igaum,cypher,277,18,13,4,5,147.3,18,3,2,1,5274,tiob,BD,7,13,4,4,3,9,ASCENT,
NandeX,sova,234,14,16,11,-2,144.1,15,5,1,4,5274,tiob,BD,7,13,4,4,3,9,ASCENT,
Hastad,raze,185,11,15,5,-4,119.8,18,1,4,-3,5274,tiob,BD,7,13,4,4,3,9,ASCENT,
dtt1,jett,107,10,15,0,-5,64.0,17,0,1,-1,5274,tiob,BD,7,13,4,4,3,9,ASCENT,
Rub1ka,omen,106,9,15,3,-6,68.2,27,1,2,-1,5274,tiob,BD,7,13,4,4,3,9,ASCENT,
bezn1,jett,260,17,14,7,3,156.1,13,6,6,0,5274,BD,tiob,13,7,9,3,4,4,ASCENT,
LEozin,raze,228,17,11,2,6,117.6,16,1,0,1,5274,BD,tiob,13,7,9,3,4,4,ASCENT,
rood,omen,211,13,14,12,-1,144.7,28,2,1,1,5274,BD,tiob,13,7,9,3,4,4,ASCENT,
wilfps,cypher,205,15,14,7,1,115.0,13,1,2,-1,5274,BD,tiob,13,7,9,3,4,4,ASCENT,
rhz,sova,165,12,9,5,3,99.1,17,0,1,-1,5274,BD,tiob,13,7,9,3,4,4,ASCENT,
Evilkyk,sova,269,24,15,10,9,201.7,31,5,2,3,8297,IMP,BD,14,12,6,6,6,6,BIND,
tuyz,jett,236,22,19,2,3,141.6,31,4,3,1,8297,IMP,BD,14,12,6,6,6,6,BIND,
gustt1nha,raze,226,19,18,6,1,142.6,19,2,4,-2,8297,IMP,BD,14,12,6,6,6,6,BIND,
Biscoit1n,omen,154,14,14,8,0,111.1,38,1,3,-2,8297,IMP,BD,14,12,6,6,6,6,BIND,
rst,cypher,130,11,16,8,-5,87.8,16,0,2,-2,8297,IMP,BD,14,12,6,6,6,6,BIND,
pollo,jett,249,24,17,2,7,159.9,31,5,1,4,8297,BD,IMP,12,14,6,6,6,6,BIND,
bezn1,sova,212,17,19,13,-2,150.4,24,1,1,0,8297,BD,IMP,12,14,6,6,6,6,BIND,
LEozin,raze,195,16,18,10,-2,130.7,15,4,4,0,8297,BD,IMP,12,14,6,6,6,6,BIND,
rood,omen,153,13,18,3,-5,108.3,14,3,2,1,8297,BD,IMP,12,14,6,6,6,6,BIND,
wilfps,cypher,122,12,18,10,-6,84.8,21,1,4,-3,8297,BD,IMP,12,14,6,6,6,6,BIND,
Biscoit1n,killjoy,267,20,15,4,5,152.9,25,2,3,-1,8297,IMP,BD,13,8,7,5,6,3,ASCENT,
