Player,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE,match_id,Team,Opp_Team,Patch,Map,Num_maps
rhz,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.0,4.0,0.0,4943,BD,Mix,1.1,MATCH,2
bezn1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,1.0,4943,BD,Mix,1.1,MATCH,2
rood,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,8.0,0.0,4943,BD,Mix,1.1,MATCH,2
LEozin,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48.0,1.0,0.0,4943,BD,Mix,1.1,MATCH,2
wilfps,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,4.0,2.0,4943,BD,Mix,1.1,MATCH,2
rst,8.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,46.0,8.0,0.0,4943,Mix,BD,1.1,MATCH,2
Evilkyk,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,2.0,1.0,4943,Mix,BD,1.1,MATCH,2
tuyz,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,3.0,2.0,4943,Mix,BD,1.1,MATCH,2
Biscoit1n,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67.0,2.0,1.0,4943,Mix,BD,1.1,MATCH,2
txddy,6.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,52.0,1.0,1.0,4943,Mix,BD,1.1,MATCH,2
rhz,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,4905,BD,LAET,1.11,MATCH,1
bezn1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,1.0,2.0,4905,BD,LAET,1.11,MATCH,1
rood,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,1.0,1.0,4905,BD,LAET,1.11,MATCH,1
LEozin,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,4905,BD,LAET,1.11,MATCH,1
wilfps,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,0.0,4905,BD,LAET,1.11,MATCH,1
VictorBrf,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44.0,0.0,0.0,4905,LAET,BD,1.11,MATCH,1
Piko,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,3.0,0.0,4905,LAET,BD,1.11,MATCH,1
Valtuhhh,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75.0,3.0,0.0,4905,LAET,BD,1.11,MATCH,1
SqL,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,4905,LAET,BD,1.11,MATCH,1
Cr̦wed,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,4905,LAET,BD,1.11,MATCH,1
rhz,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,3.0,1.0,4697,BD,novi,1.1,MATCH,1
bezn1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,4.0,0.0,4697,BD,novi,1.1,MATCH,1
rood,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,1.0,0.0,4697,BD,novi,1.1,MATCH,1
LEozin,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,1.0,0.0,4697,BD,novi,1.1,MATCH,1
wilfps,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,0.0,4697,BD,novi,1.1,MATCH,1
rst,2.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,53.0,7.0,2.0,4697,novi,BD,1.1,MATCH,1
Evilkyk,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,1.0,4697,novi,BD,1.1,MATCH,1
tuyz,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,77.0,0.0,1.0,4697,novi,BD,1.1,MATCH,1
Biscoit1n,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,4697,novi,BD,1.1,MATCH,1
txddy,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,4697,novi,BD,1.1,MATCH,1
GuhRVN,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,0.0,4694,DG,BD,1.1,MATCH,1
Leox,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,48.0,0.0,1.0,4694,DG,BD,1.1,MATCH,1
glym,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,0.0,2.0,4694,DG,BD,1.1,MATCH,1
valois,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,0.0,4694,DG,BD,1.1,MATCH,1
fx,4.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,61.0,1.0,0.0,4694,DG,BD,1.1,MATCH,1
rhz,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,3.0,0.0,4694,BD,DG,1.1,MATCH,1
bezn1,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1.0,1.0,4694,BD,DG,1.1,MATCH,1
rood,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,4694,BD,DG,1.1,MATCH,1
LEozin,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,1.0,4694,BD,DG,1.1,MATCH,1
wilfps,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,2.0,0.0,4694,BD,DG,1.1,MATCH,1
fooX,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,0.0,4030,BD,NEW,1.1,MATCH,1
rhz,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,1.0,4030,BD,NEW,1.1,MATCH,1
rood,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,4.0,0.0,4030,BD,NEW,1.1,MATCH,1
LEozin,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,1.0,1.0,4030,BD,NEW,1.1,MATCH,1
wilfps,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.0,3.0,0.0,4030,BD,NEW,1.1,MATCH,1
planE,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,4.0,0.0,4030,NEW,BD,1.1,MATCH,1
duquera,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,4030,NEW,BD,1.1,MATCH,1
az9zelll,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,0.0,4030,NEW,BD,1.1,MATCH,1
luqz,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,1.0,1.0,4030,NEW,BD,1.1,MATCH,1
Stevent,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,56.0,0.0,1.0,4030,NEW,BD,1.1,MATCH,1
Enjoy,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,78.0,1.0,2.0,4029,novi,BD,1.1,MATCH,1
tuyz,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,1.0,4029,novi,BD,1.1,MATCH,1
rafz,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,6.0,0.0,4029,novi,BD,1.1,MATCH,1
Biscoit1n,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,2.0,0.0,4029,novi,BD,1.1,MATCH,1
txddy,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,4029,novi,BD,1.1,MATCH,1
fooX,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0,6.0,0.0,4029,BD,novi,1.1,MATCH,1
rhz,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,1.0,4029,BD,novi,1.1,MATCH,1
rood,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,1.0,4029,BD,novi,1.1,MATCH,1
LEozin,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,1.0,4029,BD,novi,1.1,MATCH,1
wilfps,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,4029,BD,novi,1.1,MATCH,1
fooX,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,4026,BD,DG,1.1,MATCH,1
rhz,4.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,68.0,3.0,1.0,4026,BD,DG,1.1,MATCH,1
rood,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,4026,BD,DG,1.1,MATCH,1
LEozin,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,3.0,0.0,4026,BD,DG,1.1,MATCH,1
wilfps,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,1.0,0.0,4026,BD,DG,1.1,MATCH,1
rst,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,4026,DG,BD,1.1,MATCH,1
Quick,3.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,127.0,2.0,0.0,4026,DG,BD,1.1,MATCH,1
Leox,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,4026,DG,BD,1.1,MATCH,1
Plato,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,4026,DG,BD,1.1,MATCH,1
69kg,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,4026,DG,BD,1.1,MATCH,1
Sacy,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,71.0,3.0,0.0,3475,VIMD,BD,1.09,MATCH,1
pepa,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,1.0,0.0,3475,VIMD,BD,1.09,MATCH,1
prozin,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,3475,VIMD,BD,1.09,MATCH,1
Masu,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,4.0,0.0,3475,VIMD,BD,1.09,MATCH,1
pollo,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,2.0,0.0,3475,VIMD,BD,1.09,MATCH,1
fooX,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,3475,BD,VIMD,1.09,MATCH,1
rhz,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,3475,BD,VIMD,1.09,MATCH,1
bezn1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,1.0,3475,BD,VIMD,1.09,MATCH,1
