Player,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE,match_id,Team,Opp_Team,Map,Patch
pollo,3,1,0,0.0,0.0,0,0,0.0,0.0,65,2,0,3475,VIMD,BD,ASCENT,1.09
fooX,1,2,0,0.0,0.0,0,0,0.0,0.0,48,0,0,3475,BD,VIMD,ASCENT,1.09
rhz,2,3,0,0.0,0.0,0,0,0.0,0.0,65,0,0,3475,BD,VIMD,ASCENT,1.09
bezn1,1,0,0,0.0,0.0,0,0,0.0,0.0,30,0,1,3475,BD,VIMD,ASCENT,1.09
Ossada,0,0,0,0.0,0.0,0,0,0.0,0.0,36,0,0,3475,BD,VIMD,ASCENT,1.09
LEozin,3,1,0,0.0,0.0,0,1,0.0,0.0,68,0,4,3475,BD,VIMD,ASCENT,1.09
glym,3,1,0,0.0,0,0,0.0,0.0,0.0,48,1,0,3470,novi,BD,ASCENT,1.09
Biscoit1n,3,1,0,0.0,0,0,0.0,0.0,0.0,59,0,0,3470,novi,BD,ASCENT,1.09
kato,3,0,0,0.0,0,0,0.0,0.0,0.0,56,0,0,3470,novi,BD,ASCENT,1.09
twitch,2,0,0,0.0,0,1,0.0,0.0,0.0,27,0,2,3470,novi,BD,ASCENT,1.09
Fxz,6,1,0,0.0,1,0,0.0,0.0,0.0,61,2,1,3470,novi,BD,ASCENT,1.09
fooX,1,2,0,0.0,0,1,0.0,0.0,0.0,70,4,0,3470,BD,novi,ASCENT,1.09
rhz,0,0,1,0.0,0,0,0.0,0.0,0.0,57,2,2,3470,BD,novi,ASCENT,1.09
bezn1,3,1,2,0.0,0,0,0.0,0.0,0.0,61,0,0,3470,BD,novi,ASCENT,1.09
DonPablito,3,2,0,0.0,0,0,0.0,0.0,0.0,41,1,0,3470,BD,novi,ASCENT,1.09
LEozin,2,1,0,0.0,0,0,0.0,0.0,0.0,50,1,0,3470,BD,novi,ASCENT,1.09
Nozwerr,4,1,0,0.0,0,0.0,0.0,0.0,0.0,106,0,0,3467,Estr,BD,BIND,1.09
puleule,1,0,0,0.0,0,0.0,0.0,0.0,0.0,46,1,0,3467,Estr,BD,BIND,1.09
saadhak,3,3,0,0.0,0,0.0,0.0,0.0,0.0,101,0,2,3467,Estr,BD,BIND,1.09
NagZ,2,1,2,0.0,0,0.0,0.0,0.0,0.0,119,0,0,3467,Estr,BD,BIND,1.09
Leazo,2,0,0,0.0,0,0.0,0.0,0.0,0.0,63,1,0,3467,Estr,BD,BIND,1.09
fooX,1,0,0,0.0,0,0.0,0.0,0.0,0.0,38,1,0,3467,BD,Estr,BIND,1.09
rhz,0,0,0,0.0,1,0.0,0.0,0.0,0.0,25,1,0,3467,BD,Estr,BIND,1.09
bezn1,0,0,0,0.0,0,0.0,0.0,0.0,0.0,38,0,0,3467,BD,Estr,BIND,1.09
DonPablito,0,0,0,0.0,0,0.0,0.0,0.0,0.0,31,1,0,3467,BD,Estr,BIND,1.09
LEozin,0,0,0,0.0,0,0.0,0.0,0.0,0.0,15,0,0,3467,BD,Estr,BIND,1.09
Tecnosh,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,36,1,0,2977,FAKE,BD,ASCENT,1.08
NANZIN,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,49,1,0,2977,FAKE,BD,ASCENT,1.08
GTFAFMX,2,1,0.0,0.0,0,0.0,0.0,0.0,0.0,28,1,0,2977,FAKE,BD,ASCENT,1.08
patochovsk,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,57,0,0,2977,FAKE,BD,ASCENT,1.08
FLG1,3,1,0.0,0.0,0,0.0,0.0,0.0,0.0,57,0,0,2977,FAKE,BD,ASCENT,1.08
fooX,4,1,0.0,0.0,0,0.0,0.0,0.0,0.0,62,1,2,2977,BD,FAKE,ASCENT,1.08
PryZee,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,38,4,0,2977,BD,FAKE,ASCENT,1.08
rhz,2,1,0.0,0.0,0,0.0,0.0,0.0,0.0,62,1,0,2977,BD,FAKE,ASCENT,1.08
RoY,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,36,0,0,2977,BD,FAKE,ASCENT,1.08
NikkoLAN,3,2,0.0,0.0,1,0.0,0.0,0.0,0.0,51,0,1,2977,BD,FAKE,ASCENT,1.08
Tecnosh,1,0,0,0.0,0,0,0.0,0.0,0.0,33,1,0,2977,FAKE,BD,HAVEN,1.08
NANZIN,2,2,1,0.0,0,1,0.0,0.0,0.0,53,1,1,2977,FAKE,BD,HAVEN,1.08
GTFAFMX,4,0,0,0.0,1,0,0.0,0.0,0.0,62,1,1,2977,FAKE,BD,HAVEN,1.08
patochovsk,1,2,0,0.0,0,0,0.0,0.0,0.0,48,0,1,2977,FAKE,BD,HAVEN,1.08
FLG1,5,0,0,0.0,1,0,0.0,0.0,0.0,48,5,0,2977,FAKE,BD,HAVEN,1.08
fooX,1,0,0,0.0,0,0,0.0,0.0,0.0,35,0,0,2977,BD,FAKE,HAVEN,1.08
PryZee,3,0,0,0.0,0,0,0.0,0.0,0.0,52,5,1,2977,BD,FAKE,HAVEN,1.08
rhz,4,1,0,0.0,0,0,0.0,0.0,0.0,80,0,0,2977,BD,FAKE,HAVEN,1.08
RoY,0,1,0,0.0,0,0,0.0,0.0,0.0,37,1,1,2977,BD,FAKE,HAVEN,1.08
NikkoLAN,1,0,0,0.0,0,0,0.0,0.0,0.0,39,0,0,2977,BD,FAKE,HAVEN,1.08
Tecnosh,1,1,2,0.0,0,1,0.0,0.0,0.0,67,3,1,2977,FAKE,BD,SPLIT,1.08
NANZIN,6,2,0,0.0,0,1,0.0,0.0,0.0,70,0,2,2977,FAKE,BD,SPLIT,1.08
GTFAFMX,1,0,0,0.0,0,0,0.0,0.0,0.0,29,2,0,2977,FAKE,BD,SPLIT,1.08
patochovsk,3,2,0,0.0,0,0,0.0,0.0,0.0,52,1,0,2977,FAKE,BD,SPLIT,1.08
FLG1,2,1,0,0.0,1,0,0.0,0.0,0.0,45,2,1,2977,FAKE,BD,SPLIT,1.08
fooX,3,3,0,0.0,1,0,0.0,0.0,0.0,77,2,0,2977,BD,FAKE,SPLIT,1.08
PryZee,2,0,0,0.0,1,0,0.0,0.0,0.0,45,3,2,2977,BD,FAKE,SPLIT,1.08
rhz,0,0,1,0.0,0,0,0.0,0.0,0.0,41,2,0,2977,BD,FAKE,SPLIT,1.08
RoY,2,0,0,0.0,0,0,0.0,0.0,0.0,36,1,1,2977,BD,FAKE,SPLIT,1.08
NikkoLAN,2,0,0,0.0,0,0,0.0,0.0,0.0,28,0,0,2977,BD,FAKE,SPLIT,1.08
fooX,3,1,0,0.0,0,0,0.0,0.0,0.0,63,0,1,2957,BD,Gala,HAVEN,1.08
PryZee,4,0,0,0.0,1,0,0.0,0.0,0.0,59,6,0,2957,BD,Gala,HAVEN,1.08
rhz,4,1,0,0.0,1,0,0.0,0.0,0.0,53,1,0,2957,BD,Gala,HAVEN,1.08
RoY,3,1,0,0.0,1,0,0.0,0.0,0.0,49,0,1,2957,BD,Gala,HAVEN,1.08
NikkoLAN,2,3,0,0.0,1,0,0.0,0.0,0.0,64,1,1,2957,BD,Gala,HAVEN,1.08
axeddy,3,1,1,0.0,1,1,0.0,0.0,0.0,58,0,1,2957,Gala,BD,HAVEN,1.08
mascot,3,0,0,0.0,0,0,0.0,0.0,0.0,34,0,1,2957,Gala,BD,HAVEN,1.08
Doubleee,0,1,0,0.0,0,0,0.0,0.0,0.0,41,2,0,2957,Gala,BD,HAVEN,1.08
stylerino,3,1,0,0.0,0,0,0.0,0.0,0.0,55,1,0,2957,Gala,BD,HAVEN,1.08
pôti,1,1,0,0.0,1,0,0.0,0.0,0.0,48,4,1,2957,Gala,BD,HAVEN,1.08
fooX,1,1,1,0.0,1,0,0.0,0.0,0.0,44,0,0,2957,BD,Gala,ASCENT,1.08
PryZee,2,0,0,0.0,0,1,0.0,0.0,0.0,43,2,0,2957,BD,Gala,ASCENT,1.08
rhz,4,2,0,0.0,1,0,0.0,0.0,0.0,62,6,1,2957,BD,Gala,ASCENT,1.08
RoY,2,0,0,0.0,0,0,0.0,0.0,0.0,43,1,0,2957,BD,Gala,ASCENT,1.08
NikkoLAN,3,2,0,0.0,1,0,0.0,0.0,0.0,67,1,1,2957,BD,Gala,ASCENT,1.08
axeddy,3,0,0,0.0,0,0,0.0,0.0,0.0,39,0,1,2957,Gala,BD,ASCENT,1.08
mascot,1,1,0,0.0,0,0,0.0,0.0,0.0,75,0,0,2957,Gala,BD,ASCENT,1.08
Doubleee,2,0,0,0.0,0,0,0.0,0.0,0.0,42,0,1,2957,Gala,BD,ASCENT,1.08
stylerino,2,0,0,0.0,0,0,0.0,0.0,0.0,44,1,0,2957,Gala,BD,ASCENT,1.08
pôti,3,1,0,0.0,0,0,0.0,0.0,0.0,51,1,0,2957,Gala,BD,ASCENT,1.08
rhz,5,0,0,0.0,0,0,0,0.0,0.0,48,1,1,5998,BD,VKS,HAVEN,1.12
bezn1,6,0,1,0.0,0,0,0,0.0,0.0,60,3,1,5998,BD,VKS,HAVEN,1.12
rood,1,1,0,0.0,0,0,1,0.0,0.0,35,4,0,5998,BD,VKS,HAVEN,1.12
LEozin,4,0,0,0.0,0,0,0,0.0,0.0,26,0,0,5998,BD,VKS,HAVEN,1.12
wilfps,0,0,1,0.0,2,0,0,0.0,0.0,46,0,0,5998,BD,VKS,HAVEN,1.12
cad,2,1,1,0.0,1,1,0,0.0,0.0,75,1,0,5998,VKS,BD,HAVEN,1.12
fuzari,4,0,1,0.0,1,0,0,0.0,0.0,45,0,1,5998,VKS,BD,HAVEN,1.12
gtnziN,2,0,0,0.0,0,0,0,0.0,0.0,48,4,0,5998,VKS,BD,HAVEN,1.12
deNaro,2,0,0,0.0,0,0,0,0.0,0.0,36,4,0,5998,VKS,BD,HAVEN,1.12
BrinkssJ,5,2,2,0.0,0,0,0,0.0,0.0,98,1,0,5998,VKS,BD,HAVEN,1.12
Cpx,2,2,0,0.0,0,0,0.0,0.0,0.0,41,0,0,5995,oNe,BD,SPLIT,1.12
Champzera,0,0,0,0.0,1,0,0.0,0.0,0.0,32,6,0,5995,oNe,BD,SPLIT,1.12
ntk,6,0,0,0.0,0,1,0.0,0.0,0.0,74,0,0,5995,oNe,BD,SPLIT,1.12
Zap,4,2,0,0.0,1,0,0.0,0.0,0.0,64,0,2,5995,oNe,BD,SPLIT,1.12
Maverick,2,3,1,0.0,0,0,0.0,0.0,0.0,58,1,1,5995,oNe,BD,SPLIT,1.12
rhz,3,1,0,0.0,0,0,0.0,0.0,0.0,45,1,0,5995,BD,oNe,SPLIT,1.12
bezn1,5,3,0,0.0,1,0,0.0,0.0,0.0,76,2,1,5995,BD,oNe,SPLIT,1.12
rood,2,1,0,0.0,1,0,0.0,0.0,0.0,43,1,1,5995,BD,oNe,SPLIT,1.12
LEozin,5,0,1,0.0,1,1,0.0,0.0,0.0,46,0,2,5995,BD,oNe,SPLIT,1.12
wilfps,2,0,0,0.0,0,0,0.0,0.0,0.0,20,0,0,5995,BD,oNe,SPLIT,1.12
murizzz,2,3,0,0,0,0,0.0,0.0,0.0,63,0,1,5283,paiN,BD,SPLIT,1.12
Txozin,6,0,0,0,0,0,0.0,0.0,0.0,45,0,0,5283,paiN,BD,SPLIT,1.12
matheuzin,2,0,0,0,0,0,0.0,0.0,0.0,48,4,0,5283,paiN,BD,SPLIT,1.12
kon4n,3,1,0,0,0,0,0.0,0.0,0.0,42,3,0,5283,paiN,BD,SPLIT,1.12
Veroneze,6,1,0,0,0,0,0.0,0.0,0.0,67,1,1,5283,paiN,BD,SPLIT,1.12
rhz,2,1,0,0,0,0,0.0,0.0,0.0,36,3,0,5283,BD,paiN,SPLIT,1.12
bezn1,2,0,0,1,0,1,0.0,0.0,0.0,52,3,0,5283,BD,paiN,SPLIT,1.12
rood,1,0,1,0,1,0,0.0,0.0,0.0,60,0,0,5283,BD,paiN,SPLIT,1.12
LEozin,2,0,0,0,0,1,0.0,0.0,0.0,38,0,2,5283,BD,paiN,SPLIT,1.12
wilfps,2,2,1,0,0,0,0.0,0.0,0.0,57,0,1,5283,BD,paiN,SPLIT,1.12
murizzz,4,0,0.0,0.0,0,0.0,0.0,0.0,0.0,70,1,1,5283,paiN,BD,ASCENT,1.12
Txozin,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,66,2,0,5283,paiN,BD,ASCENT,1.12
matheuzin,2,0,0.0,0.0,1,0.0,0.0,0.0,0.0,44,4,1,5283,paiN,BD,ASCENT,1.12
kon4n,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,27,0,0,5283,paiN,BD,ASCENT,1.12
Veroneze,7,2,0.0,0.0,0,0.0,0.0,0.0,0.0,93,0,1,5283,paiN,BD,ASCENT,1.12
rhz,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,48,1,1,5283,BD,paiN,ASCENT,1.12
bezn1,5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,45,2,0,5283,BD,paiN,ASCENT,1.12
rood,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,68,1,0,5283,BD,paiN,ASCENT,1.12
LEozin,2,1,0.0,0.0,0,0.0,0.0,0.0,0.0,41,1,2,5283,BD,paiN,ASCENT,1.12
wilfps,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,22,0,0,5283,BD,paiN,ASCENT,1.12
NandeX,1,0,0,0.0,0,0,0.0,0.0,0.0,56,0,0,5274,tiob,BD,BIND,1.12
dtt1,1,2,0,0.0,0,0,0.0,0.0,0.0,48,0,0,5274,tiob,BD,BIND,1.12
Rub1ka,3,0,0,0.0,1,0,0.0,0.0,0.0,33,2,0,5274,tiob,BD,BIND,1.12
Igaum,1,0,0,0.0,0,0,0.0,0.0,0.0,26,3,0,5274,tiob,BD,BIND,1.12
Hastad,1,0,1,0.0,0,0,0.0,0.0,0.0,45,0,0,5274,tiob,BD,BIND,1.12
rhz,3,1,0,0.0,0,1,0.0,0.0,0.0,60,1,2,5274,BD,tiob,BIND,1.12
bezn1,4,2,0,0.0,0,0,0.0,0.0,0.0,74,1,0,5274,BD,tiob,BIND,1.12
rood,1,1,0,0.0,0,0,0.0,0.0,0.0,36,2,0,5274,BD,tiob,BIND,1.12
LEozin,3,0,0,0.0,1,0,0.0,0.0,0.0,46,0,0,5274,BD,tiob,BIND,1.12
wilfps,6,0,0,0.0,0,0,0.0,0.0,0.0,84,0,0,5274,BD,tiob,BIND,1.12
NandeX,3,1,0,0.0,0,0.0,0.0,0.0,0.0,61,2,0,5274,tiob,BD,ASCENT,1.12
dtt1,1,0,0,0.0,0,0.0,0.0,0.0,0.0,25,1,0,5274,tiob,BD,ASCENT,1.12
Rub1ka,2,0,0,0.0,0,0.0,0.0,0.0,0.0,25,0,1,5274,tiob,BD,ASCENT,1.12
Igaum,3,1,0,0.0,0,0.0,0.0,0.0,0.0,53,1,0,5274,tiob,BD,ASCENT,1.12
Hastad,1,1,0,0.0,0,0.0,0.0,0.0,0.0,45,1,0,5274,tiob,BD,ASCENT,1.12
rhz,3,0,0,0.0,0,0.0,0.0,0.0,0.0,55,2,1,5274,BD,tiob,ASCENT,1.12
bezn1,1,1,1,0.0,1,0.0,0.0,0.0,0.0,67,0,1,5274,BD,tiob,ASCENT,1.12
rood,1,0,1,0.0,0,0.0,0.0,0.0,0.0,59,1,0,5274,BD,tiob,ASCENT,1.12
LEozin,1,2,0,0.0,1,0.0,0.0,0.0,0.0,55,1,1,5274,BD,tiob,ASCENT,1.12
wilfps,4,0,0,0.0,0,0.0,0.0,0.0,0.0,47,1,0,5274,BD,tiob,ASCENT,1.12
rst,2,0,0.0,0.0,0,0,0.0,0.0,0.0,35,1,0,8297,IMP,BD,BIND,
Evilkyk,6,2,0.0,0.0,1,0,0.0,0.0,0.0,85,1,0,8297,IMP,BD,BIND,
gustt1nha,4,2,0.0,0.0,1,0,0.0,0.0,0.0,49,0,1,8297,IMP,BD,BIND,
tuyz,6,1,0.0,0.0,0,0,0.0,0.0,0.0,51,0,0,8297,IMP,BD,BIND,
Biscoit1n,5,0,0.0,0.0,0,0,0.0,0.0,0.0,53,7,1,8297,IMP,BD,BIND,
bezn1,4,2,0.0,0.0,1,0,0.0,0.0,0.0,54,2,0,8297,BD,IMP,BIND,
rood,2,0,0.0,0.0,0,0,0.0,0.0,0.0,39,2,0,8297,BD,IMP,BIND,
pollo,7,0,0.0,0.0,0,1,0.0,0.0,0.0,66,0,1,8297,BD,IMP,BIND,
LEozin,3,0,0.0,0.0,0,0,0.0,0.0,0.0,45,1,1,8297,BD,IMP,BIND,
wilfps,2,1,0.0,0.0,0,0,0.0,0.0,0.0,31,3,0,8297,BD,IMP,BIND,
rst,0,2,0,0,0,1,0.0,0.0,0.0,49,4,1,8297,IMP,BD,ASCENT,
Evilkyk,4,1,0,0,1,1,0.0,0.0,0.0,69,1,1,8297,IMP,BD,ASCENT,
gustt1nha,3,0,0,0,0,0,0.0,0.0,0.0,46,0,2,8297,IMP,BD,ASCENT,
tuyz,4,0,0,1,0,0,0.0,0.0,0.0,70,1,0,8297,IMP,BD,ASCENT,
Biscoit1n,3,1,1,0,0,1,0.0,0.0,0.0,53,0,2,8297,IMP,BD,ASCENT,
bezn1,4,0,0,0,0,0,0.0,0.0,0.0,51,5,0,8297,BD,IMP,ASCENT,
rood,4,1,0,0,1,0,0.0,0.0,0.0,60,5,0,8297,BD,IMP,ASCENT,
pollo,3,0,0,0,0,0,0.0,0.0,0.0,48,0,1,8297,BD,IMP,ASCENT,
LEozin,2,0,0,0,0,0,0.0,0.0,0.0,48,0,0,8297,BD,IMP,ASCENT,
wilfps,3,1,0,0,0,1,0.0,0.0,0.0,40,1,0,8297,BD,IMP,ASCENT,
bezn1,3,1,0,0.0,0,0,0.0,0.0,0.0,53,0,1,8295,BD,TREM,ASCENT,
rood,5,0,1,0.0,1,0,0.0,0.0,0.0,76,7,0,8295,BD,TREM,ASCENT,
pollo,6,1,0,0.0,0,0,0.0,0.0,0.0,59,0,0,8295,BD,TREM,ASCENT,
LEozin,2,0,0,0.0,0,0,0.0,0.0,0.0,45,0,0,8295,BD,TREM,ASCENT,
wilfps,1,0,0,0.0,0,0,0.0,0.0,0.0,54,1,0,8295,BD,TREM,ASCENT,
Champzera,2,1,0,0.0,0,0,0.0,0.0,0.0,43,1,0,8295,TREM,BD,ASCENT,
